 	ho	cosa	a	fare	</S>
è	0.4698005275	0.2350546975	0.27748509815	0.01748031734	0.0001794261065
c	0.1665075155	0.354415019167	0.371108682717	0.100707808113	0.00726104409217
h	0.148733623167	0.431214546389	0.274863757572	0.134982099371	0.0102060016974
o	0.175152764389	0.495612035463	0.260883679191	0.063998805957	0.00435270949913
t	0.10410629813	0.471853765154	0.285770026397	0.103483231486	0.0347866777664
i	0.0413464086433	0.299560941718	0.460605328799	0.153541967162	0.0449453513421
k	0.0145228597644	0.116253238239	0.436523475266	0.414539955721	0.0181605108674
à	0.00537477997147	0.041778029213	0.166634194089	0.72218316524	0.0640298952891
i	0.00332254485716	0.018974403871	0.0943906646963	0.67432033508	0.20899207843
</S>	0.00331838107858	0.0134362549355	0.0800147773482	0.59986381754	0.303366774215
