 	sono	stato	sempre	poveretti	</S>
ì	0.74178552	0.252785835	0.0054285825	6.0666163e-08	1.19875765e-08
m	0.761643886667	0.230744521667	0.00761150816667	7.67997863333e-08	6.34748161667e-08
e	0.487748997222	0.505595683889	0.00665523992222	7.59124336444e-08	7.68658472989e-08
s	0.226581052407	0.73327389463	0.0401378311741	2.01458636081e-07	7.11451220101e-06
t	0.113458192469	0.81126591821	0.075266192058	2.71673192027e-07	9.48256363034e-06
a	0.0518137895897	0.89075052607	0.057432153686	2.66427277342e-07	3.22131444678e-06
m	0.0213836091632	0.80684819869	0.171223885895	4.78310701258e-05	0.000496422430156
m	0.0122251509211	0.626789979563	0.358590098632	0.00126313573338	0.00113164094339
è	0.00820916430703	0.651557166521	0.337694399544	0.00168046588113	0.000858842863463
n	0.0126059661023	0.643913372174	0.342203833181	0.000821418297043	0.000455439076821
a	0.0150938691341	0.411821287391	0.571663954394	0.00109838849901	0.000322505422274
p	0.00915176547803	0.213398302464	0.768560918131	0.00599469646634	0.00289430823076
à	0.00501915919268	0.111578481821	0.866392219377	0.0132292608221	0.00378088719692
n	0.00474555043089	0.0612065722737	0.881504843126	0.0451985656074	0.00734446851897
t	0.0062288718103	0.0456548847579	0.723199697709	0.166373728536	0.058542787173
a	0.0090309592701	0.031611315586	0.503903179236	0.265094462845	0.190360049058
t	0.0113732877567	0.021919445662	0.435077626412	0.331789414282	0.199840193019
e	0.0071349110089	0.00967981196733	0.356065725471	0.525541328094	0.101578226673
c	0.0025765047263	0.00390399623578	0.17511601349	0.760618592698	0.057784926891
h	0.00104192670543	0.00202928442859	0.0668868289633	0.898907097566	0.0311348819637
ù	0.000454165926477	0.0010273304562	0.0255341477878	0.840229599189	0.132754751321
d	0.000722605603492	0.00382717208207	0.0246155065959	0.803190666396	0.167644052774
d	0.000833141857831	0.00491178306069	0.023945294532	0.897810922132	0.0724988575913
h	0.000336925034944	0.0019689363769	0.0102238936107	0.931858774044	0.0556114868638
i	0.000256588547315	0.000870762055633	0.0043765508869	0.629004916015	0.365491185621
</S>	0.000336955788657	0.000677216437816	0.00252823731845	0.328025595008	0.668431942811
