 	io	non	ho	cosa	da	mangiare	</S>
e	0.584061925	0.413292722	0.001370168595	0.001243333125	2.795476e-05	3.71978625e-06	1.687438825e-07
v	0.842215125	0.156692440915	0.000470125961467	0.000489078872333	2.4979701e-05	5.72583391833e-05	5.09703938258e-05
ò	0.868164385	0.13126612922	0.000198809660289	0.000206288828111	2.18088371e-05	7.46198313278e-05	6.79181076776e-05
e	0.845628538333	0.153901633073	0.000266731726763	0.00014591649937	8.6585882e-06	2.58224820426e-05	2.26681325239e-05
n	0.644903962778	0.195376891024	0.0467432940423	0.1087007604	0.0014170689028	4.90103853475e-05	0.00280898814774
è	0.293677470926	0.396062703675	0.150483934681	0.1540099118	0.00196576353427	6.23231671158e-05	0.00373794457403
c	0.139848416975	0.440124401225	0.242812238227	0.152186742267	0.00609365991142	0.00215180622637	0.0167828013828
h	0.0716739537917	0.264264717075	0.449093379409	0.174804520756	0.0140167689705	0.00462247557546	0.0215242326609
o	0.0248011689306	0.127835154025	0.461131103136	0.216833850252	0.154607751657	0.00676596952515	0.00802503488697
t	0.0207128108435	0.0853755663417	0.239460307712	0.431251026751	0.212077290552	0.00650761937505	0.00461533109566
i	0.0193245581545	0.0594941412472	0.119550155571	0.420920608917	0.311899310184	0.065708273325	0.00310292576855
è	0.0130950952582	0.0252171578824	0.0456768795237	0.281924809639	0.450010536728	0.182704801108	0.00137072470285
n	0.0292828654194	0.0379097409608	0.0411550578412	0.311609476546	0.348777958909	0.212950267036	0.0183146152776
a	0.0281569394278	0.0373290009369	0.0353401248594	0.225155503849	0.22640306297	0.410551005679	0.0370643750925
f	0.00948545807727	0.012538367429	0.0122115348655	0.0783917966163	0.126032436323	0.728491601893	0.0328488213642
à	0.00329149682442	0.00430491266633	0.00470379717517	0.0299535423721	0.0729272967743	0.763506717298	0.121312238788
o	0.00150458506014	0.00204448637878	0.00196384504506	0.0122073791574	0.0454438809248	0.663132539099	0.273703292929
</S>	0.00130447748007	0.00186192088939	0.00124463467253	0.0073651673787	0.0337368144624	0.62257506955	0.331911916465
