 	non	aveva	dove	a	stare	</S>
e	0.86322935	0.115688023	0.016205927	0.00482484955	5.168309395e-05	8.2464452e-08
n	0.594233986167	0.386522983	0.0175195543333	0.00168403321333	1.877030495e-05	2.06379987353e-05
ì	0.199016063802	0.790106411	0.0102692268994	0.00057312861742	7.72502899072e-06	2.74691284608e-05
c	0.0690127807473	0.922013820333	0.00875806808813	0.000200738467783	2.58258233663e-06	1.20524630359e-05
h	0.0813956441491	0.818958006778	0.0801270403627	0.0194274020349	8.37933604445e-05	8.14232007863e-06
e	0.094620575383	0.466355530259	0.408036070121	0.0308714416783	0.000112379621381	3.97143449954e-06
p	0.0505161757943	0.176360666086	0.561431553374	0.211579999226	5.2048365027e-05	5.95267415732e-05
u	0.0274382054314	0.0786719866953	0.417100944458	0.413656329742	0.0626384911217	0.000494016453858
s	0.0174784713105	0.0341717552318	0.301482941486	0.546623706581	0.0835763407006	0.0166667520846
t	0.0110893679535	0.0134138774939	0.152148494495	0.506867752194	0.285287347227	0.0311931563615
a	0.00403700094117	0.00484366231463	0.0547551824983	0.234415361898	0.678176239076	0.0237725801205
t	0.00149113700506	0.00176323203588	0.0192549126261	0.0811716710993	0.551801107792	0.344517952374
ì	0.000623401529687	0.00216361887629	0.0067245367487	0.0287620128664	0.184024373564	0.777702054125
</S>	0.000458134679843	0.00342695543815	0.00361200499435	0.0163677312332	0.092145636082	0.883989552063
