 	le	ragazze	vogliono	guardate	</S>
t	0.988686535	0.0111008295	1.453449675e-05	0.00019804519595	6.2609421e-08
a	0.707865938333	0.291978747167	8.56831500833e-05	6.95833466167e-05	6.10477172e-08
k	0.385106759444	0.531208302389	0.000507996760028	0.0816419599429	0.00153499857601
o	0.278336989815	0.609028120796	0.00166288422001	0.108924694481	0.002047324589
r	0.156322213272	0.639758533599	0.00475725770667	0.196997049327	0.00216495519333
à	0.210013414424	0.527907837866	0.0100208592356	0.249667299776	0.00239057418778
s	0.270799601475	0.341893217622	0.0092117239452	0.370913126592	0.00718230318593
i	0.177732773825	0.141206952541	0.283768729182	0.388510101697	0.00878143276198
a	0.0891486910083	0.074001355847	0.703416993061	0.130316537882	0.00311642017348
t	0.0487274424028	0.029961087949	0.697537527687	0.220178090444	0.00359582537731
è	0.0343042168676	0.0131160060497	0.677113922562	0.271476466815	0.00398933930577
l	0.0164679226892	0.00730222541657	0.574466057521	0.397709658938	0.00405413451526
o	0.0120640755631	0.00576625963886	0.478191189174	0.456888612979	0.0470899071718
n	0.0078480002877	0.00533254271295	0.531940229725	0.39245411766	0.0624251480573
e	0.00554888752923	0.00455437007098	0.344935333242	0.433978735887	0.210982708352
k	0.00318355584308	0.00248863415699	0.163265279081	0.539712121962	0.291350436117
a	0.00236742814769	0.00171583235233	0.082911041027	0.593682247321	0.319323445372
n	0.00376055238256	0.00318402578411	0.061192135009	0.578669375774	0.353193888457
o	0.00427822609419	0.0035621123947	0.0340482176697	0.468807413925	0.489304019486
n	0.0032088701314	0.00210401933157	0.0170815990899	0.431710856642	0.545894669829
i	0.0022911179438	0.00130846817719	0.0105705385633	0.434818578881	0.551011319943
m	0.00224779804793	0.0012348892924	0.0111431778544	0.45888230296	0.526491843314
m	0.00522230544931	0.0023794343308	0.0194228239515	0.715243900987	0.257731544438
è	0.00879918081644	0.00270206891027	0.0207741769838	0.716013176996	0.251711408146
n	0.0112400376055	0.00276782287009	0.0163064479946	0.707600268999	0.262085429382
a	0.0290353602018	0.00930557639003	0.0327659593315	0.530089246333	0.398803836461
</S>	0.0454682751009	0.015119755195	0.0486118846658	0.300351758167	0.59044829323
