 	voglio	che	Maria	viene	domani	</S>
t	0.98567062	0.0139232585	0.0001771318485	0.000223104258	5.84749515e-06	4.4480662e-08
è	0.904254733333	0.0944597255	0.000463243956167	0.000813609534667	8.70626181667e-06	4.60267953333e-08
l	0.764148414444	0.233172331833	0.00148384941872	0.00114417228489	1.89586459389e-05	3.23559073151e-05
o	0.512648594815	0.411693870611	0.0748023905396	0.00079105848163	2.06432619796e-05	4.3500498405e-05
e	0.215786028605	0.40802231687	0.375192173513	0.00084724182721	0.000137326175327	1.4932853505e-05
M	0.0756687358683	0.518484675623	0.402044573044	0.00319760729574	0.000283223881776	0.000321163742572
a	0.0386741979561	0.616397778541	0.329748086221	0.0104337602986	0.00138927482726	0.00335689428086
r	0.027514401652	0.350488729514	0.527362995407	0.0116549564329	0.0787610135424	0.00421793152695
ì	0.0192114735507	0.284517319838	0.450631598469	0.0165090251443	0.219638781181	0.00949181794232
a	0.0381405101836	0.401054799946	0.28096027949	0.0591056750481	0.20958405706	0.0111547002208
n	0.0566123150612	0.606991233315	0.17160455763	0.0654499303494	0.09292363702	0.00641831998027
a	0.0507794683537	0.553527027772	0.100764270343	0.187358258783	0.09436448034	0.0132064489934
r	0.0783491661179	0.481638579257	0.077035739681	0.242185622261	0.09478309478	0.0260078129978
t	0.0789179973726	0.426580878086	0.068717636127	0.121506381754	0.05430069626	0.249976457666
i	0.0329308197909	0.162786554029	0.068931498709	0.200802045585	0.14734900542	0.387200092555
à	0.0132147747456	0.0599379191563	0.026593229403	0.207745110528	0.48639871514	0.206110267318
v	0.00511328616387	0.0236195571988	0.00947562793433	0.0836356755093	0.66518791838	0.212967965573
v	0.012253132488	0.0272105010663	0.00382837697811	0.0759023918364	0.637424986127	0.243380618524
r	0.015184868096	0.0266913846888	0.00182986109937	0.0955129872788	0.657977108709	0.202803786175
i	0.00877990496533	0.0127151097629	0.000850836173123	0.0795044117596	0.42671858157	0.471431165392
</S>	0.00809633798267	0.00922898468145	0.000671187686561	0.0619903448798	0.216916538785	0.703096612696
