 	dovevo	comprare	il	pane	</S>
ì	0.9646768	0.0349009697	0.000337422009755	8.47647498505e-05	2.8444153105e-08
c	0.9877426	0.01211658268	0.000112492396388	2.82902443705e-05	5.40804174383e-08
h	0.779300266667	0.220596818873	8.5041318762e-05	1.78341899768e-05	9.43060224794e-08
a	0.377187026722	0.622706759624	9.1824698254e-05	1.43470926689e-05	6.32051421731e-08
n	0.181624730074	0.818244453208	0.000113891264751	1.67288738996e-05	2.01898575404e-07
a	0.118764575691	0.881084851069	0.000132138081584	1.82009383665e-05	2.49164318768e-07
a	0.15404112423	0.845631130356	0.000233660947195	9.39989188555e-05	1.11445839889e-07
f	0.163082549257	0.506632551119	0.00110155671573	0.327731038273	0.00145235457437
o	0.0570070570323	0.487258411373	0.0160841232386	0.437457245024	0.00219317704479
r	0.0419412661108	0.552263500458	0.0205360182995	0.382973477275	0.00228571873493
à	0.0440260077036	0.305803530153	0.151406618653	0.464207002425	0.0345568239116
s	0.0260875045679	0.153248332384	0.196073285551	0.574185150808	0.0504057236372
o	0.0122412885226	0.0767587584613	0.355075674517	0.519535945936	0.0363883378791
t	0.00699371930753	0.0475687779538	0.409111852972	0.508279994312	0.0280456669597
o	0.00591895603584	0.0185751747846	0.323611605791	0.629635604771	0.0222586543199
t	0.00441661744528	0.00840151833153	0.293641910197	0.67327324159	0.0202667287733
s	0.00167504557176	0.00346459784718	0.119501918332	0.842330413863	0.0330280849244
o	0.00123729834725	0.00265048728239	0.0967420681107	0.634132171288	0.265238044975
m	0.00105799614908	0.00181442120746	0.0690235231369	0.606903790429	0.321200311558
ì	0.000427794249693	0.000724303322487	0.0274634948123	0.664804340143	0.306580067086
</S>	0.000249959424847	0.000438868871244	0.0195724454061	0.530440985072	0.449297733543
