 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
e	0.955187965	0.018317432	0.00790878985	0.000626075665	0.0179159435	2.081461425e-05	1.32400125e-05	5.18156595e-06	4.514857785e-06	3.39052835e-09	4.43478865e-10
d	0.642930717	0.326880604333	0.01225480795	0.001489575505	0.0162884746	9.002034425e-05	2.48251631667e-05	5.25102538333e-06	4.44005850833e-06	2.58921231782e-05	5.3358854672e-06
e	0.395622524333	0.524723601444	0.0673004543167	0.00392419616833	0.00807104783333	0.00013496531475	3.05724783889e-05	0.000114726544528	3.62214977494e-05	3.45216429364e-05	7.11445430179e-06
r	0.306125156111	0.599255433815	0.0839407101056	0.00516373038944	0.00517227154444	7.57349749167e-05	3.68536401296e-05	0.000150771579053	4.67788454888e-05	1.25502391892e-05	2.00304879133e-05
f	0.133848776704	0.740481344605	0.0952512520352	0.0213901837965	0.00837231424815	0.000512898814972	4.77957377099e-05	5.03098542878e-05	1.56068209793e-05	5.22968432207e-06	2.43491313591e-05
ì	0.075766726568	0.784541514868	0.104996585012	0.0256700598655	0.00830865459938	0.000654307666857	3.02341398366e-05	1.68985794126e-05	5.23430496043e-06	1.74678530213e-06	8.12989244415e-06
m	0.037494410856	0.889718488289	0.0584626883373	0.0104706994218	0.00358838514979	0.000228158355152	1.48192692122e-05	5.71103298963e-06	1.76305888677e-06	5.90888345153e-07	1.43695564178e-05
u	0.0253354773853	0.606032942263	0.323955061779	0.0404555820073	0.00402825634993	0.000161856926051	9.55420567073e-06	2.90814925864e-06	1.67568097221e-06	2.06341373784e-07	1.64581404409e-05
e	0.0130519075618	0.206620994121	0.510803513926	0.234871772002	0.03135588365	0.00306326794535	0.00018591014149	3.43537590862e-05	6.77161282407e-06	6.9864591228e-08	5.49485127836e-06
n	0.00873142568727	0.124969241907	0.333604417975	0.469254910667	0.04950025555	0.0106218469818	0.00325345196716	4.39611317621e-05	7.38791687469e-06	1.65878906976e-07	1.29027479225e-05
è	0.00549599029576	0.115195240636	0.235107485992	0.542296770222	0.0820521395167	0.0136210989939	0.00619702332239	1.5861088954e-05	2.76465133823e-06	2.12729752325e-07	1.53913493682e-05
e	0.00504999676525	0.0592893969787	0.162717653997	0.455953056741	0.223474089839	0.0435326083313	0.0494420571075	0.000436775249285	9.87640902261e-05	3.67869474108e-07	5.2113005934e-06
r	0.00480082868842	0.0272358337596	0.0766724716657	0.403808912247	0.238694119946	0.0921026861104	0.155813739036	0.000666416929762	0.000137663759075	1.0136206458e-05	5.71921776078e-05
t	0.00480831356281	0.0297355812532	0.0641078255552	0.411620864082	0.127086509982	0.165021438703	0.192084223012	0.00269258752325	0.00136958004869	0.00111710171682	0.000356005462536
o	0.00509423485427	0.0252110291844	0.0544916668517	0.297709794694	0.137667413327	0.292767106234	0.159343324337	0.0132731336744	0.0120775258829	0.00182417750561	0.000540652027512
m	0.00781549795142	0.0209010544948	0.0405699499506	0.203387538231	0.138565961109	0.369580795411	0.183134698112	0.0190976818915	0.0152934434276	0.00102687571187	0.000626552699171
è	0.00803137363047	0.0199240956316	0.0337382729835	0.17722657941	0.100603128703	0.41888389847	0.213933652704	0.0135824658638	0.00740789294253	0.00548332911396	0.00118535663306
n	0.00735414485682	0.0152899556772	0.0285570259945	0.15264635647	0.0909695065677	0.468399012823	0.206793630901	0.0130750418546	0.00736532431418	0.00753505103799	0.00201502224435
a	0.00738106835227	0.0130691172371	0.0247512040982	0.104100877157	0.0744824148559	0.350614888941	0.159821271967	0.0811903582849	0.173567871105	0.00797114767933	0.00304984834812
a	0.00297312640742	0.0044102321937	0.00957539981273	0.0432503385857	0.0583940456186	0.17896234098	0.183515065656	0.175101512762	0.332486383702	0.00885217235978	0.00247941183071
n	0.00142225685914	0.00230056233457	0.00460875408424	0.0297359290619	0.0422239038729	0.16072294366	0.383430675219	0.147788567587	0.221233912567	0.00464385260993	0.0018886468249
k	0.00116575748638	0.00195090511152	0.00348454126141	0.025165617354	0.024848388291	0.148068554553	0.36982319174	0.190089049196	0.183167085522	0.04046417856	0.011772701775
ò	0.00076582142946	0.00107612572051	0.0020138317038	0.0121377419847	0.0134645577637	0.0916044935177	0.202108943913	0.241366469732	0.196038551841	0.206483752853	0.0329396875917
r	0.00096301364382	0.0018818124235	0.00228702275127	0.00960198686157	0.0107800359212	0.0774476798392	0.158502027971	0.163592493244	0.127026680614	0.376225017618	0.0716922441972
a	0.00109055349127	0.00212130658783	0.00241456079042	0.00780799285386	0.00824294790707	0.0530509489464	0.0908899799903	0.108292100415	0.134249176871	0.482663722539	0.109176718066
e	0.000722500940423	0.00080310954261	0.00126365170347	0.00401524551795	0.00701473556902	0.0251339986488	0.0532471653301	0.120282066138	0.286242778957	0.41594343418	0.0853313213553
t	0.00255228054681	0.00362359074754	0.00431523613449	0.016747148506	0.0166013478563	0.0638038462163	0.14305278311	0.138207905379	0.303689372986	0.19913205206	0.108274425785
t	0.00290515881894	0.00452019528251	0.0050525441915	0.0200888499353	0.0165234807521	0.0727995271721	0.15722871237	0.135906561793	0.196775357662	0.165356724687	0.222842835262
ù	0.00099589573198	0.0015411036385	0.0017359047805	0.00687203458177	0.00584092788737	0.0260914137707	0.05706091129	0.105608126598	0.146758706887	0.213374594896	0.434120321754
</S>	0.00050220279949	0.00077461408575	0.00087545874525	0.00346434854589	0.00299417169868	0.0133194913053	0.029621559395	0.059413097299	0.0906723799435	0.210131812448	0.588230810877
