 	è	possibile	che	è	entrato	da	qui	</S>
i	0.498425858	0.45136589	0.04942813675	0.000303514	0.00047662807725	4.6156833e-08	6.1609818e-09	2.24053248e-09
s	0.318991858	0.61027165	0.0682698739167	0.00114916012333	0.00131452335908	3.59136591e-07	1.53632042293e-06	1.07630571825e-06
o	0.248884661467	0.700072803333	0.0484716329722	0.00128357101578	0.00128343125136	4.5340978422e-07	2.04354991441e-06	1.43413201048e-06
g	0.097378909289	0.731738501111	0.0774301043241	0.00232206527993	0.0910622337821	3.30788704863e-06	1.70149301157e-06	6.31994630412e-05
g	0.12795718643	0.58461050037	0.139058888108	0.02227636966	0.125996209261	1.37540600162e-05	1.95725670386e-06	8.51333474471e-05
è	0.207606972143	0.566972033457	0.146284829369	0.0320065508867	0.0470807105837	1.80594813387e-05	1.05389706262e-06	2.97565434757e-05
s	0.233460430714	0.471556301152	0.166691346456	0.0182912969622	0.109790179691	1.20627388796e-05	4.47058738873e-07	0.000197883319052
t	0.209393246905	0.376439150384	0.240448458819	0.0411182099874	0.132271346164	7.34921240599e-05	3.24150316291e-07	0.000255732850351
e	0.127019486302	0.271725282128	0.47694385294	0.0781372933291	0.0457624988813	0.000324043854687	3.67632598764e-07	8.71415033037e-05
k	0.051138438534	0.096575124876	0.45799617498	0.059223015943	0.334641576854	0.000346404780896	4.27985179588e-07	7.88177602879e-05
a	0.0209073859447	0.0397542121253	0.39502791566	0.110058286814	0.431388998918	0.00277562809963	9.08925895986e-06	7.8483994496e-05
m	0.0101543349949	0.0196867736418	0.36418997202	0.126292879305	0.475929506273	0.00362955743988	1.49807476533e-05	0.000102000369232
b	0.0052840896783	0.00799661481393	0.127063389807	0.0527012414683	0.797973602091	0.00748103321996	0.000599187311218	0.000900839179744
ì	0.0136550322261	0.00955958060464	0.150304525602	0.224919815156	0.581300345364	0.0177332604067	0.000940247703739	0.00158720462658
k	0.0149957981587	0.00899741855821	0.153864900401	0.272525746319	0.532748546455	0.0150997997889	0.00047658284258	0.00129120816553
e	0.00682362546957	0.00423066537607	0.0673975920003	0.17636909004	0.510271575385	0.230221280916	0.00385153972219	0.00083461886851
a	0.00642379782319	0.00458080775869	0.0562198506668	0.211002730013	0.177750686695	0.538230370305	0.00536996537406	0.00042180377417
p	0.00478377076773	0.0036617342829	0.0371471946789	0.137593009038	0.397855983898	0.416444659535	0.00226347372469	0.000250175006057
ò	0.00218097571591	0.00182953785763	0.0176073760163	0.098192692046	0.598267251299	0.278873849278	0.00224314110823	0.000805163388686
t	0.00171367817197	0.00136964435254	0.0115819700388	0.086173565682	0.6615738071	0.234171864026	0.00220776412608	0.00120771094956
t	0.00141071239066	0.000945076340847	0.00555055311293	0.040514226894	0.568867413033	0.255265195609	0.0559901730654	0.0714566749699
u	0.00100372752022	0.000724974156949	0.00326154440431	0.024978815898	0.209258977514	0.357537135203	0.260196644355	0.143038221657
</S>	0.00068300179511	0.000507460608475	0.00209357965216	0.013939163349	0.104751532512	0.324206342601	0.409573472178	0.144245495828
