 	lo	posso	finire	di	scrivere	</S>
o	0.66319896	0.33598771585	0.000621317	0.0001901328075	1.85920269e-06	2.27149941e-08
s	0.344277472667	0.654991688617	0.000569950393333	0.000160216090833	6.53026319333e-07	5.84406651e-08
ò	0.136673675889	0.862889629539	0.000378700147778	5.77719337777e-05	2.28636311111e-07	7.01623214433e-08
z	0.0575776712963	0.938311956513	0.00404152200593	6.78836964259e-05	3.56086565704e-07	6.75747540224e-07
o	0.110472817432	0.663380137171	0.154982823669	0.0710250257221	0.000137476314842	1.74828058007e-06
s	0.126311917811	0.457552650724	0.32011937789	0.0958310250074	0.000183571116547	1.46682544136e-06
p	0.0814736346037	0.498819073575	0.367490825963	0.0495958381025	0.00261768184378	2.92733132845e-06
i	0.0704056315346	0.315046227858	0.493541781988	0.113197426034	0.00776972428126	3.91704181095e-05
c	0.0291672676015	0.147546252619	0.678751743996	0.123324819345	0.0207059400938	0.000503946260703
c	0.0284643396238	0.0940827375397	0.606469571332	0.0989802104483	0.171073557698	0.000929581200234
è	0.0339767018746	0.0502208473799	0.521855130444	0.162983303483	0.229433982566	0.00153004541341
t	0.0352080812915	0.0355817053266	0.686202696815	0.138821532828	0.101658242189	0.0025277911378
s	0.0344307750972	0.0331520241089	0.665668618938	0.161178382609	0.0962722087297	0.00929805804593
i	0.0167927317657	0.0157020010576	0.371982902813	0.49188136087	0.0925965905766	0.0110444665153
à	0.00639996249857	0.0170251400405	0.244200957438	0.68650942029	0.0415724551922	0.00429210973643
t	0.0180675553429	0.118834354347	0.316231185813	0.482270336763	0.0627345323974	0.00186206411014
s	0.0219673733343	0.141682448716	0.236489343271	0.329827058921	0.196655047466	0.07337872417
e	0.0076161939481	0.047919448547	0.0948919889737	0.497381256307	0.248477299155	0.103713775723
g	0.00280145068937	0.016518956224	0.0344280608746	0.467562655436	0.436362229718	0.0423266223743
r	0.00110651676646	0.00607868834133	0.0146941734582	0.204702121812	0.752256063239	0.0211624422581
à	0.00047672016882	0.00210680467378	0.00608323145273	0.0996719869373	0.742045074413	0.149616179419
t	0.0134375661896	0.0271209668513	0.130214288951	0.0754263786458	0.563465791471	0.190335013473
s	0.0177303778765	0.0354656237171	0.171482749717	0.0677097092153	0.42180363049	0.285807924824
i	0.0064936973055	0.0119254050057	0.0577414693757	0.0431140910718	0.269471211163	0.611254108275
</S>	0.00404169695275	0.00604900300285	0.0289852237929	0.0445372380359	0.164162307081	0.752224504137
