 	voglio	che	Maria	che	venga	domani	</S>
i	0.766194465	0.078790652	0.144127384251	0.0074839253	0.00338114252	2.23631025e-05	1.810995515e-07
t	0.676985978333	0.166845450667	0.144476200884	0.00820433316667	0.00336406439133	8.81592141667e-05	3.58509571505e-05
è	0.688374792778	0.245216216889	0.0530756097613	0.0120072021222	0.00116306780644	0.000115011821389	4.81475191168e-05
l	0.666656597593	0.296329748963	0.0222565807088	0.0142427170407	0.000417052484147	5.7587824463e-05	3.97350114389e-05
o	0.458364542531	0.497251192988	0.0355054543579	0.0085773954469	0.000237435552049	2.7333480821e-05	3.6633513213e-05
k	0.179827066844	0.770711084329	0.039956936516	0.0091567385823	0.000177776410716	2.1947087607e-05	0.000148432530471
a	0.0756736336147	0.876955694776	0.0358509172353	0.0111416841941	0.000127760596939	3.6724502869e-05	0.000213517510157
i	0.0353288685382	0.620246048259	0.297164422412	0.0420451017314	0.00376069149898	0.00134897687262	0.000105813436719
M	0.0163216965127	0.537620936086	0.361796888485	0.0698880472438	0.00491239059733	0.00325426005754	0.00620569632891
a	0.0160931625042	0.554650548695	0.332260310509	0.0674837890813	0.00697456563011	0.00331511961918	0.0192224271096
r	0.0150707813681	0.275494570898	0.45323533017	0.0559741513604	0.0161706058767	0.166010717206	0.0180437805699
ì	0.0119102153227	0.139344930299	0.290648599057	0.0453951834535	0.0205324869589	0.400328025735	0.0918404990566
a	0.0417727994409	0.1571049421	0.110594097686	0.182326855818	0.0607804749863	0.330822137245	0.116598656686
n	0.063956189147	0.3962845407	0.0418827334253	0.254430058606	0.0678497300288	0.129986572415	0.0456101742287
a	0.042851541049	0.405551489233	0.0182663536718	0.210556136202	0.21323160171	0.0798987554717	0.0296441224096
r	0.0832391703497	0.372100438744	0.0104428257406	0.182254528734	0.261762309737	0.0617915203572	0.0284092074699
t	0.0939207425499	0.355486655581	0.00722687309687	0.0961457602447	0.102208254412	0.0334875639857	0.311524149823
i	0.03572059945	0.126222674194	0.00745228393229	0.0887278507482	0.170115286804	0.0735313999952	0.498229883274
à	0.01430061984	0.0460246065227	0.00391151583743	0.0813779773494	0.183755758601	0.378793523332	0.291835991091
v	0.00515053610333	0.0169839774322	0.00141873175248	0.0318949045498	0.068174646867	0.571921384444	0.30445582703
v	0.0110109170011	0.0199635809441	0.000908326297493	0.0185656431833	0.0254332434557	0.607258251481	0.316860045677
r	0.0146525490004	0.022141928648	0.000745567299164	0.0117454478278	0.0103869198186	0.726022363827	0.214305225226
i	0.0156409583335	0.0167535225493	0.000677129966388	0.0145032190426	0.00927237843953	0.493115351942	0.450037448409
</S>	0.0208601511667	0.0182090512747	0.000861815783194	0.0213581190213	0.0125821442198	0.248838271971	0.677290474204
