 	vuole	pianto	</S>
e	0.95607385	0.03624314725	0.00768293887
t	0.982347913333	0.0137914153833	0.00386058667
è	0.989108884444	0.00805410782777	0.00283692392333
l	0.950425914815	0.0165834071759	0.0329906462078
i	0.714940874938	0.138682639059	0.146376512069
k	0.347479597179	0.494899846353	0.15762058119
l	0.122253144926	0.808514815451	0.0692320075633
a	0.047081453442	0.703859658484	0.249058872521
m	0.0168927601807	0.682856849495	0.30025044384
m	0.00603010045857	0.877654749832	0.11631520628
è	0.00237246751786	0.731625983277	0.266001574093
n	0.00145586443929	0.580137304426	0.418406844698
o	0.00208433777976	0.411689228075	0.586226468233
</S>	0.00295455223988	0.207774703937	0.789270784116
