 	qui	nella	casa	ha	la	luce	accesa	significa	che	ancora	stanno	svegli	non	sono	addormentati	</S>
e	0.9516778	0.04670403	0.00104816117	0.0004558935495	7.0180869e-05	4.3271908e-05	1.4110856e-07	1.26260823e-08	1.35442145e-08	2.10721165e-08	4.844822725e-10	4.27767545e-08	4.077341325e-07	4.1902049e-10	9.023495e-10	9.137856325e-10
t	0.704329703333	0.28606174	0.00901632393667	0.0004627802495	9.22152556667e-05	3.13771676667e-05	1.0978207e-07	2.8090742093e-06	9.98726238333e-08	2.728748295e-07	3.4163409725e-09	1.077822015e-07	1.09538639917e-06	4.09236449567e-08	1.09773450737e-06	1.43069659133e-07
t	0.453067994444	0.5332106	0.0129914588122	0.000597137539833	0.000105775052889	1.95757809689e-05	9.53774818933e-08	3.74004774526e-06	1.26610342768e-07	3.43240779288e-07	4.38678309343e-09	1.08786125732e-07	1.28877255897e-06	5.44106218202e-08	1.46294893581e-06	1.90446216949e-07
ù	0.360550868148	0.630423566667	0.0085705784374	0.000387124296611	5.75742386297e-05	7.78828040297e-06	3.49558395244e-08	1.24668634816e-06	4.22943206633e-08	1.14433200459e-07	1.46269404381e-09	3.6326559476e-08	4.31765565907e-07	1.81369035059e-08	4.87649646524e-07	6.3482078817e-08
s	0.174568108383	0.764022178889	0.0590370871458	0.0022560700922	0.000111053079543	4.58666853432e-06	4.08390001748e-08	4.1591597067e-07	1.43899777378e-08	3.81649171044e-08	4.9666429767e-10	1.21736601168e-08	1.47585646636e-07	6.07615879812e-09	1.63251615411e-07	5.37719588679e-08
t	0.0716838777943	0.84178354963	0.0821007940486	0.0042336455974	0.000193186333181	4.53122397811e-06	7.05551200583e-08	1.38989025389e-07	5.1138205426e-09	1.2724185457e-08	1.75786897623e-10	4.0592828554e-09	5.0733936732e-08	2.05589211129e-09	5.51189371667e-08	5.05352498039e-08
o	0.0603272352648	0.818391016543	0.112768543016	0.0078010247658	0.00068231773106	2.95956080594e-05	1.24022653353e-07	4.63621391539e-08	3.78420107753e-09	1.64469418648e-08	1.02102504608e-10	7.42728447683e-09	1.91200794307e-08	6.86169341215e-10	1.83729900981e-08	1.68450842544e-08
s	0.0485774140883	0.546065358848	0.376559804339	0.0247286125886	0.00397119591035	9.60217206865e-05	1.48083826778e-06	1.94627297766e-08	6.52106889251e-09	1.76925929873e-08	1.16789101536e-10	8.55042007111e-09	1.47739421436e-08	3.31340944272e-10	8.97787771216e-09	5.65207622233e-08
p	0.0274602696961	0.417973162949	0.48446029478	0.0588881908629	0.0107528733034	0.000454607000229	1.04704367559e-05	1.05157982455e-08	1.45952739642e-08	5.90823629943e-09	1.33499187179e-10	2.85395945354e-09	1.30356365812e-08	2.14520988924e-10	5.84646290397e-09	6.97609197651e-08
ì	0.0213978964654	0.484846624316	0.41307403826	0.068378273621	0.0117196122678	0.000568153420076	1.52727535853e-05	7.42769473517e-09	2.86901616547e-08	2.23860575114e-09	4.95609295726e-10	1.43022823551e-09	2.34536573937e-08	1.44755563808e-10	1.94939239138e-09	2.3270029464e-08
