 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
m	0.99227942	0.00701946765	0.000681725155	1.38107895e-05	5.4218039e-06	8.2201691e-09	8.051520912e-08	1.2693649892e-07
ò	0.874914086667	0.12276621455	0.002293121035	2.10537071667e-05	5.34183956667e-06	8.1744374e-09	8.04913426999e-08	1.26910849509e-07
t	0.756920395556	0.239411828183	0.00364786881167	1.78243740222e-05	1.93678903889e-06	3.00105001667e-09	2.79651265599e-08	9.07975263719e-08
t	0.624389765185	0.367054236061	0.00854839427056	6.78876507407e-06	6.9735171395e-07	1.32508955556e-09	1.04563221149e-08	7.87594524827e-08
i	0.354609045062	0.624227498687	0.0211588144235	4.35707762469e-06	2.3606966697e-07	7.46022688519e-09	3.48594968106e-09	2.62546747426e-08
ì	0.144282239787	0.834865666229	0.0208365541412	1.51454403749e-05	3.45577800323e-07	9.3453241184e-09	1.16356056075e-09	8.75744026153e-09
r	0.068380516029	0.909191198743	0.0223868393804	4.0953396125e-05	4.22489993441e-07	3.4487738628e-09	4.3838147285e-10	5.33355737818e-09
t	0.0556121166763	0.887183076248	0.0570468297935	0.000157567368708	3.10930811147e-07	2.34736889543e-08	1.98971673617e-10	4.40452114606e-09
e	0.0338978283921	0.599231197416	0.366410646598	0.000459766582903	3.21673177049e-07	1.91378402985e-07	9.33550418723e-11	1.94921420202e-09
o	0.0134512760307	0.239506753472	0.729319148866	0.0176313892743	9.10037079457e-05	4.09359974328e-07	8.47069152908e-11	9.67429574007e-10
G	0.0728936890769	0.205580653491	0.637322196289	0.0836821744248	0.000321961055982	4.95703138144e-06	1.88104641852e-05	0.000175526042714
i	0.0939308728256	0.184934856164	0.59076294543	0.129036754808	0.000887900538661	0.00017998823196	2.63529117284e-05	0.000240295609238
o	0.0330396176419	0.0732156024547	0.492617165143	0.387221691603	0.0135247352462	0.000284727210653	1.00633613131e-05	8.6366227667e-05
v	0.0175771154473	0.0388801028849	0.185072734048	0.734804230534	0.0214306020821	0.000186035406884	0.000409909660175	0.00163920850548
à	0.0128612271158	0.030180549295	0.107426653683	0.819533426845	0.0270322733607	0.000258126932295	0.000544288375058	0.00216342069949
n	0.0130840770053	0.0318336270983	0.098544452561	0.821512008948	0.0315519701202	0.000708420470765	0.000392720413353	0.0023727214975
n	0.0133117554351	0.0306825552328	0.071017038187	0.828654452983	0.0496338267067	0.00359142749025	0.000403633354451	0.0027053187225
i	0.0100122779117	0.0157859316109	0.0574478830623	0.598182230994	0.206269912236	0.110560332163	0.000300510311484	0.0014409408475
e	0.00824327228057	0.0095444774703	0.0385953353541	0.269336686998	0.524260457412	0.149064605721	0.000204608648161	0.000750563142767
A	0.00282747364652	0.00441877962343	0.016867879218	0.181970628999	0.737968442471	0.0556252000537	6.95290862203e-05	0.000252079734856
n	0.00237446812517	0.0154980260745	0.0203514288393	0.180039089666	0.735731004157	0.0445934331646	0.000640704164573	0.000771863688619
n	0.00725803670839	0.0244180586915	0.0295299762798	0.137863306555	0.503051908052	0.274892381055	0.0123347932549	0.0106515397295
a	0.00759905480946	0.0139714706805	0.0204620373599	0.0710244650517	0.222624246017	0.623445210352	0.018292293085	0.0225812412432
g	0.00650869117649	0.0091986823435	0.0134097460533	0.0476363812172	0.112426820672	0.678991120117	0.101402524362	0.0304260674144
i	0.0060283175255	0.00755267234117	0.0107378421378	0.0411971804057	0.151963395557	0.596114540039	0.151592768121	0.0348133138048
à	0.00205914783517	0.00266307567372	0.0037999156326	0.0217918078019	0.456952405186	0.414063785013	0.0758184512737	0.0228514334183
ì	0.000777956315057	0.00138416795791	0.00152422775087	0.0143125028006	0.643883655062	0.268654000004	0.0362284506579	0.0332350612894
c	0.000386536955019	0.00119347955264	0.00089756890029	0.00696142206687	0.399890410021	0.222978216668	0.272245205219	0.0954471970965
h	0.000218409555006	0.000789896407547	0.000573791436763	0.00287070765562	0.136129267774	0.107513955556	0.62660685174	0.125297172366
e	0.000182938175002	0.000359727575849	0.000327531295588	0.00122396811187	0.0484354266913	0.095220191852	0.614664167247	0.239586127455
p	0.001364865985	0.00162536257528	0.00102832018853	0.00265718273062	0.0216383628971	0.100846611951	0.600537489082	0.270301872485
l	0.00182316616833	0.00217652845843	0.00127169633618	0.00316618601021	0.010666063499	0.069871355317	0.775149863027	0.135875164162
ò	0.000803073609443	0.000975519069477	0.000575411063393	0.00131572182674	0.00525564279967	0.042716049439	0.781998787676	0.166359781387
s	0.0169650477498	0.0143857043398	0.0111575731991	0.00339518783225	0.00339406323322	0.0385356354797	0.714936229225	0.197230543796
o	0.0228164193499	0.0190197490333	0.0150857772997	0.00410687087742	0.00175137701107	0.0533737911599	0.475660117742	0.408185891265
n	0.00820265056663	0.00676292790777	0.0056024313899	0.00161865447581	0.00120278703702	0.0480283230533	0.266590003914	0.661992230422
t	0.00298202048888	0.00262821217926	0.00218883148663	0.00106551257527	0.00209207977901	0.0420481863511	0.319176697971	0.627818493474
a	0.00171996641296	0.00143063182642	0.00149694672888	0.00105279587842	0.00366136122634	0.072503446117	0.24390012599	0.674234757825
</S>	0.00170822115648	0.00128964921321	0.00161860226444	0.00099767221921	0.00407728536317	0.0996700980585	0.132649642995	0.757988843912
