 	voglio	che	Maria	venga	domani	</S>
i	0.83536078	0.0737034855	0.0255677934215	0.06523542466	0.0001318111	7.5361272e-07
t	0.773231926667	0.1350978585	0.0258562293072	0.0651391508523	0.000580937136667	9.39265961067e-05
è	0.770418155556	0.196174442833	0.00982123526907	0.0226643781831	0.000795422602222	0.000126387686969
l	0.755863541852	0.230878440944	0.00418547758569	0.00848927221403	0.000437197710741	0.000146083517256
o	0.531450738951	0.442140853648	0.0220883390246	0.00395540202434	0.00021271709758	0.000151939968319
n	0.22566009465	0.743213204549	0.0284496261749	0.00247845668978	0.000137324923193	6.12453830063e-05
a	0.10331158355	0.776558501516	0.116965330558	0.00295192904493	0.000145540571064	6.70625486688e-05
r	0.0465213745167	0.798638253839	0.147470081286	0.00336484421498	0.00245125057035	0.00155420058956
t	0.0292281228389	0.599084876613	0.0824558481953	0.00481901323833	0.271711295523	0.0127008631965
i	0.0467752209463	0.414547880871	0.0707132160651	0.0500212562461	0.362107282841	0.0558351177322
à	0.0482157383821	0.348006522957	0.0529427770217	0.078869392082	0.41176952528	0.0601959980441
v	0.018978859694	0.151211956986	0.0357484881406	0.0436263662273	0.516493148427	0.233941174815
v	0.0598230087313	0.187907965662	0.0121896720135	0.0162461551091	0.364292226142	0.359540964938
r	0.0745529449104	0.181158080554	0.0044053528945	0.00893512000303	0.305230668714	0.425717808313
i	0.0352458683035	0.0799174028513	0.0019472348215	0.194065154134	0.185278848838	0.503545479438
i	0.0328067141012	0.0553817382838	0.00408764307383	0.435338294711	0.156855125546	0.315530456479
M	0.0518003813671	0.180173176095	0.00451375228794	0.328118419037	0.200703221849	0.234691005493
a	0.050618892789	0.215150335365	0.00775887169265	0.311514473812	0.15878369395	0.256173725164
r	0.043092853263	0.158317555122	0.0141937628975	0.313398678937	0.303654197983	0.167342945055
ì	0.0355168637543	0.132008040707	0.0117356060658	0.119928669312	0.565073089328	0.135737708352
a	0.0207388999181	0.055503944569	0.0132836841219	0.0822774317707	0.523964966443	0.304231082784
</S>	0.021921073959	0.0405001652845	0.0183244595609	0.0947396758854	0.388909053221	0.435605591392
