 	li	vestono	i	genitori	</S>
t	0.98922973	0.0107135155	5.151416e-05	4.99494504e-06	2.47259e-07
u	0.942507976667	0.0546798128333	0.00280990701133	2.11587204e-06	1.84878008633e-07
s	0.774537972222	0.221628304278	0.00382939970378	3.75656701333e-06	5.79186894844e-07
i	0.451281975741	0.546561241426	0.00215213026793	3.94179223111e-06	7.09870340715e-07
n	0.168674779914	0.829420000475	0.00182453082264	3.78684339704e-05	4.28195701893e-05
d	0.122185592971	0.830956030158	0.0460405436742	0.000755043913323	6.28185667298e-05
ì	0.113489295324	0.812984386719	0.0702541868914	0.00320467573777	6.75141569099e-05
n	0.0950453094413	0.84701806224	0.0523595762971	0.00496828724592	0.00060879983697
n	0.100357049814	0.759560920747	0.132791260432	0.00590667341531	0.00138410087899
o	0.066088349938	0.471959789582	0.456061693477	0.00471464524844	0.001175528213
n	0.0840458899793	0.335235845861	0.576931864492	0.00292511469281	0.000861298757667
e	0.0790616708764	0.284140806087	0.633290421497	0.00282364853094	0.000683474920556
i	0.0273210036755	0.100185073162	0.848827920499	0.023424711977	0.000241307574519
g	0.00995395263183	0.040479836854	0.614837311833	0.329876747326	0.00485215335784
e	0.00358911127394	0.0162228765847	0.408322618944	0.562938822442	0.00892657711928
n	0.00162141839465	0.0110141340282	0.365663682981	0.615483680814	0.00621710347309
i	0.00197037034488	0.0109283606761	0.206020180994	0.742891706938	0.0381893939244
t	0.0155212078483	0.0455328415587	0.132090780331	0.743013048979	0.0638421156415
ò	0.0189766183928	0.0556794769862	0.0779834639437	0.73291289966	0.114447522881
r	0.0101514442409	0.0240482541287	0.0415122818146	0.79635767322	0.127930346294
i	0.0088485875803	0.0131399107229	0.0306946212715	0.570695414407	0.376621490765
</S>	0.00699590454015	0.00692287388145	0.0213740866358	0.293888157203	0.670819015382
