 	vuole	andare	a	Lecce	</S>
i	0.94837608	0.050385244	0.00123415225	4.02551922e-06	5.51177318e-07
t	0.90033846	0.095219798	0.00397434658333	0.00045161496484	1.5785492818e-05
è	0.819486253333	0.174602279333	0.00527218426111	0.000618363259613	2.0956709946e-05
l	0.728084617778	0.259422296444	0.0119924651537	0.000387097767871	0.000113590304989
i	0.469954939259	0.504417075481	0.0248781937179	0.00060400889929	0.000145824368996
n	0.179017427086	0.762007558494	0.057087347906	0.0018103007331	7.73683769987e-05
a	0.0715745504953	0.782818972831	0.112623075969	0.032906672411	7.66904373329e-05
p	0.0266000444884	0.540849830944	0.13537906199	0.292066350804	0.00510467052078
à	0.0100856714195	0.280683190315	0.23681051733	0.460062560268	0.0123580481736
i	0.00456153789317	0.160282613105	0.242006926443	0.583062310089	0.0100866201912
L	0.00184269507106	0.0574716505683	0.0975800771477	0.837204583363	0.0059010086304
u	0.00110758781035	0.0230535991894	0.0503512177159	0.882033827788	0.0434537903101
p	0.000857183010117	0.0111744521965	0.034119765572	0.897568209263	0.05628042497
p	0.000490928843372	0.00525887673217	0.020471273524	0.934520819754	0.03925812319
ì	0.000480585094457	0.00310984611072	0.018818880508	0.722397183251	0.255193524397
u	0.00654991604482	0.0116640079036	0.0281326265027	0.395332001084	0.558321474799
n	0.00908552878161	0.0174667363012	0.0343086178342	0.459548747028	0.4795903816
a	0.0045960178272	0.0105597635337	0.0221227941781	0.453500745676	0.509220693867
</S>	0.0036474726136	0.00674116541685	0.0129373359391	0.264503817838	0.712170231933
