 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
t	0.9976097	0.00044930048	0.000410282605	0.001527947985	2.09625379225e-06	6.6949938825e-07	7.74637196e-10	2.64148965e-10	2.06691408e-10
ù	0.995560756667	0.00246923139333	0.00141401997833	0.000555055756333	7.12705030917e-07	2.38336582583e-07	3.07128606e-10	1.02856988667e-10	7.42831097e-11
t	0.963394798889	0.0347354387978	0.00167401482611	0.000195354536444	3.01293298972e-07	9.69382645277e-08	5.41890945333e-10	6.36048776989e-09	1.61075511493e-09
t	0.95000156963	0.0490803155993	0.000704646942037	0.000212848105148	5.54485482991e-07	4.77000255092e-08	5.91312375111e-10	8.44196030765e-09	2.12275398031e-09
o	0.97220515321	0.0265630221998	0.00101288234735	0.000218128764383	7.84766560997e-07	3.63232265031e-08	3.89911471704e-10	2.81476034263e-09	7.07627479858e-10
t	0.663256501737	0.332153710067	0.00442694694912	0.000161003914128	1.52208252033e-06	2.33919082168e-07	1.74183657723e-09	3.13182486994e-09	7.78246241377e-08
r	0.515256967912	0.451524096689	0.0296108528164	0.00358153264804	2.20500706734e-05	4.38282791072e-06	1.00077068591e-08	3.24463662665e-09	1.03554202363e-07
a	0.488499364637	0.203901936896	0.299789977605	0.00775336021601	4.52842635578e-05	1.00015203036e-05	5.05934942864e-08	1.23116097222e-09	3.4566154161e-08
v	0.199405232879	0.398132740299	0.385589974202	0.0155240044053	0.00102629668785	0.000303421450101	2.78604866429e-07	6.59159669841e-08	1.79750268571e-05
ù	0.0787956169597	0.664781596766	0.225187679734	0.0290346428018	0.00173225706262	0.000443625813367	5.29205055476e-07	9.0596882328e-08	2.395842126e-05
d	0.0455141003199	0.735287542255	0.170039203245	0.0451272089339	0.00317687038754	0.000806030181122	6.72849818492e-07	1.28803894109e-07	4.8277222061e-05
i	0.02714332944	0.527152787585	0.316661471082	0.123722748311	0.00424106746251	0.00101889828704	3.2017465395e-06	1.45023826036e-07	5.6389610574e-05
e	0.0125919449467	0.181433684695	0.571286690361	0.226014976104	0.0055098614875	0.00313455925568	9.47467551317e-06	6.63956293453e-08	1.88060575644e-05
e	0.0089698334489	0.072955251565	0.626754473454	0.260239025368	0.0121303198292	0.0188926547519	5.18957358377e-05	3.37324122448e-07	6.28273814825e-06
t	0.0076923578163	0.0904031285217	0.453365959485	0.239267405123	0.0455331142764	0.162004404251	0.000175593848613	3.31140145875e-05	0.00152497349752
o	0.00415138698877	0.0880713738072	0.227831291495	0.218380398374	0.0838240747588	0.369274691417	0.00618663859287	0.000246926978196	0.00203323107771
n	0.00186817164626	0.0376794455691	0.142161370498	0.179565286125	0.0864903215863	0.538660953806	0.00856590776429	0.00108673507607	0.0039217902711
è	0.00103743472542	0.020978259023	0.0765266994993	0.125666702042	0.103457793862	0.660895117935	0.00545637882143	0.00140426639202	0.00457733691037
g	0.00184325331847	0.0160140725077	0.0501118811664	0.119047097347	0.135318224621	0.666682029312	0.00588217327381	0.00187907443067	0.00322219179012
r	0.00323382450616	0.0154244950692	0.0394631310555	0.112775122449	0.186173128207	0.592503159771	0.0324146530913	0.0106111595436	0.00740132026337
a	0.00585986740205	0.0070395979564	0.0233780053518	0.078461212483	0.171867107736	0.431754733257	0.250214837697	0.0211454881812	0.0102791660878
t	0.00840687946735	0.0108033770188	0.0167462664506	0.0597844558277	0.133396800912	0.442380497752	0.305271743566	0.0164029635604	0.00680704183927
s	0.00575363912912	0.0120396323729	0.0102600237502	0.0512524386092	0.161431003637	0.597179232584	0.150715628855	0.00754365935347	0.00382473542309
e	0.00211562111637	0.00433599649297	0.00458121711673	0.0280753616031	0.116595621546	0.454316969195	0.358156799618	0.0280509077845	0.0037714588077
è	0.000808200745457	0.00166024787966	0.00231788647224	0.0117812919344	0.0591411018487	0.399452314732	0.469994986539	0.0518034525948	0.00304044990257
n	0.00479616952182	0.0111809366732	0.00569893765741	0.0184980093115	0.0784046532829	0.447312704911	0.36660568218	0.0600749161983	0.00742792593419
a	0.00611132659394	0.0141495960241	0.0063931843358	0.0193560377938	0.0679958719276	0.260876837304	0.460416880727	0.139535655399	0.0251645786447
p	0.00215520937131	0.0049161165077	0.00239770446193	0.00734132438793	0.0287360818092	0.131913316435	0.425201993576	0.3627456018	0.0345926395482
o	0.000835862501103	0.00183979035957	0.00105732590064	0.00332811492931	0.0157425462031	0.087697343145	0.333638907859	0.492404357267	0.0634557465161
è	0.000476633724368	0.000951632743523	0.00189989231355	0.00256143950977	0.0124861356677	0.158424223715	0.34045560262	0.415489529089	0.0672549075054
t	0.00132090550812	0.00343248571451	0.00299705653785	0.00445370900326	0.0197547798892	0.187797337905	0.277775490873	0.369207329696	0.133260864502
a	0.00142088515904	0.00392625052257	0.00186801914928	0.00378451681542	0.0157588928197	0.0793202444017	0.188229693624	0.345640446565	0.360051021501
</S>	0.00071871856402	0.00196475468789	0.00095218312964	0.00191828662921	0.00794827369485	0.0407054848509	0.141288041812	0.312056328282	0.49244793575
