 	l	ho	sentito	quando	veniva	</S>
t	0.972728175	0.0144835565	0.0123218771	0.00046578088	4.99938765e-07	4.110342525e-08
o	0.666770008333	0.0160347061667	0.311276638033	0.00591727059333	1.287212175e-06	1.61021846833e-08
n	0.241743820181	0.0143757232356	0.732297212678	0.0115610431978	9.875275725e-06	1.2253049221e-05
ì	0.083197730797	0.0049741460252	0.903389614226	0.00841027369927	1.17260209987e-05	1.65031652403e-05
k	0.085260023599	0.0165753224417	0.847214548075	0.0503404291998	5.75572752323e-06	0.000603912515913
u	0.322062397866	0.0484926541472	0.563641692692	0.0649998025333	3.82843406441e-06	0.000799574764218
s	0.372680040955	0.0850047047157	0.455719807564	0.0863179269778	1.5926626948e-06	0.000275907194319
a	0.151813336785	0.0703153194719	0.479804052521	0.297830375659	0.000122321438782	0.000114637383106
m	0.051624468695	0.0290816330573	0.29814039884	0.597146658553	0.00114884936293	0.0228580334987
ò	0.019892275365	0.0384100113524	0.162148290947	0.678723086184	0.019444855121	0.0813815111662
t	0.0368009392883	0.107175265451	0.148784600316	0.580120722061	0.0251230467403	0.101995452389
t	0.0400761086294	0.106405345017	0.0955047454387	0.38313281902	0.0308909789468	0.343990002796
e	0.0137502391198	0.0362291576237	0.0332072067129	0.156638920673	0.334217632982	0.425956847599
è	0.00492247526327	0.0123264001059	0.0144816653043	0.272553652891	0.413909420227	0.281806395866
r	0.0150717052678	0.017913933182	0.0297890119348	0.39803250763	0.140538273309	0.398654565289
k	0.0183861624226	0.019805071704	0.0319862684949	0.226546380343	0.0611389384363	0.64213718843
a	0.00635485031753	0.00688919360133	0.0109945119816	0.078431247481	0.135649536145	0.761680696143
t	0.00250250974918	0.00267684959044	0.0045974046272	0.037153334727	0.148516138258	0.804553785381
o	0.00109798707923	0.00125279241781	0.00230280607573	0.0222660448423	0.0583136766293	0.914766701794
</S>	0.000554376083865	0.000628468540405	0.00117887083787	0.0116908683211	0.0419378948147	0.944009530897
