 	Maria	ora	sta	vicino	a	me	ma	sta	dormendo	</S>
e	0.83045007	0.123739285	0.04274788078	0.0010764876818	0.00135888999787	0.000222766354192	0.00040459319965	1.738505245e-08	5.0927125e-10	7.6169502e-10
M	0.575459395333	0.403576638333	0.0194290114467	0.000430471985133	0.000637269847873	0.000156987004192	0.000266700966317	9.42568185912e-06	4.78106040252e-06	2.92627610172e-05
a	0.395859990444	0.591306379444	0.0118055696156	0.000215986837011	0.000397065202091	0.000135316270951	0.000221651565839	1.25618159633e-05	6.37442099703e-06	3.9016711059e-05
r	0.323396163481	0.594257343148	0.0753522216719	0.00598264361764	0.00054370753683	0.000218173503204	0.00013107884568	6.43848499807e-06	2.4238301952e-06	0.000109731271073
ì	0.136863383494	0.734594677716	0.119299577224	0.00812708776255	0.00061032347461	0.000258605857735	0.000107492851227	4.40210360536e-06	1.1069707335e-06	0.000133302797961
a	0.059128042498	0.868636162572	0.0688895060747	0.00293470384798	0.000222013118937	9.94854380917e-05	4.38640491223e-05	1.47216290406e-06	3.68995301742e-07	4.44342735965e-05
à	0.020659040166	0.874993297524	0.103104192358	0.00109799733313	7.9639358379e-05	3.47951981106e-05	1.56948737541e-05	4.90807927581e-07	1.22998618383e-07	1.48114247064e-05
r	0.00766305588867	0.572502572508	0.278451837453	0.137974279124	0.00303261377313	0.000286205155937	7.72634225847e-05	4.18201005817e-07	4.47060301243e-08	1.172061407e-05
t	0.0113269707962	0.318807864169	0.439003365818	0.217788086375	0.00965783625771	0.00213554035198	0.00125489231419	1.46018671686e-05	6.28069183748e-08	1.07492537667e-05
e	0.0125667471987	0.279032724723	0.578875075273	0.114681828458	0.0103515752192	0.00285188481733	0.0016168839914	1.95174503895e-05	6.55976728916e-08	3.64218586737e-06
n	0.00523846446623	0.196168391574	0.687016945091	0.0937365358193	0.0123326195397	0.00369124643911	0.00180248295047	1.16091034632e-05	3.21614447305e-08	1.64245842426e-06
a	0.00360755012208	0.157646877191	0.716528581697	0.0911256826064	0.0206955711799	0.0074435673797	0.00293672421682	1.44458988211e-05	2.65385552435e-08	9.75883644907e-07
s	0.00243021057403	0.112484136397	0.550372093899	0.268848504869	0.04719945806	0.0143457201266	0.00428661173894	2.4258775607e-05	9.52255817478e-08	8.86597745179e-06
t	0.00189843632468	0.052486030799	0.4126502313	0.44209315829	0.0650404986867	0.0193461527089	0.00634026457965	0.000132225852869	1.13032411725e-06	1.18089468839e-05
e	0.00214013174156	0.0342488772663	0.3569913771	0.29107159943	0.164456505562	0.132058668236	0.0178325865265	0.00119380830096	2.02647563908e-06	4.36102344463e-06
m	0.00154011536719	0.0184963392888	0.187259618033	0.35155978981	0.228138731854	0.188778566079	0.0226588558422	0.00154250722365	3.37879907969e-06	2.20585852315e-05
b	0.00093370566573	0.00954416196293	0.0942048493443	0.56800124327	0.185469233951	0.12479830536	0.0150921719474	0.00180767389788	0.000103423761493	4.52465967438e-05
r	0.00097574591191	0.00798273398764	0.0838393007814	0.564849834423	0.195417077984	0.126363058453	0.0148553906491	0.00494959043263	0.000709211187164	5.81082492479e-05
ò	0.000907227247303	0.00831149899588	0.0803634402605	0.545584104808	0.208218922661	0.137402276151	0.012416349883	0.00592424067754	0.000820864746721	5.10865640826e-05
s	0.000559029652434	0.00677559319863	0.0538448827535	0.596385054936	0.205793170887	0.12343839205	0.00956963262767	0.00323597257251	0.000284975605774	0.000113290987028
e	0.000420592060811	0.00418726099954	0.0317499050512	0.418476921645	0.196909006962	0.245174770683	0.0955498998759	0.0072933913375	0.000107555467791	0.000130720403343
m	0.000320482176937	0.00232149074985	0.0148400002837	0.214734303882	0.218805838987	0.389327600228	0.140656879292	0.0181251614458	0.00065249801593	0.000215740685448
è	0.000195368902312	0.00127105329995	0.0107524335612	0.216091074627	0.287440029662	0.387059596743	0.0748526884307	0.0210218531486	0.00104647907198	0.000269380091816
n	0.000384611384104	0.00198603513332	0.0120673435204	0.197194638209	0.320359433221	0.384258012248	0.0551122471436	0.0275824497162	0.00085562064066	0.000199576583939
a	0.000477667208035	0.00213841436111	0.00920163037347	0.120948411713	0.221534044407	0.337068487416	0.226053817381	0.0813501219054	0.00102316039689	0.000204217274646
m	0.000585578202678	0.00180288817037	0.00607365765782	0.0655098815477	0.147177594802	0.307211232472	0.32495550246	0.135972557302	0.010325343599	0.000385753438215
a	0.000590447450893	0.00159721773679	0.00496198058594	0.0471741184959	0.130180721601	0.327369980824	0.29157471082	0.180725172434	0.0151069663663	0.000718689446072
s	0.00144826916696	0.0028873054256	0.00888850422865	0.0615245621453	0.1352500172	0.346066450275	0.279222780273	0.156241770811	0.00741932295543	0.00105101751536
t	0.00188727925565	0.00350278483187	0.0107707963429	0.0744026867151	0.1535062424	0.341479183425	0.224871823424	0.15684571027	0.0244735309851	0.00825995730512
e	0.00085484493855	0.00149385159396	0.00451249472763	0.033157430095	0.0915363974667	0.226151451142	0.304316874475	0.282700983423	0.0398521583284	0.0154235071017
p	0.000329934172183	0.000568277437987	0.00164320874588	0.012297449055	0.0368140461556	0.113984342381	0.283567834825	0.408796481141	0.128677664109	0.0133207313672
l	0.000216000236728	0.000365105192662	0.000935646738627	0.007230229185	0.0201621327185	0.0697446364603	0.122443250942	0.349334467047	0.416646688036	0.0129218134557
ò	0.000197847043576	0.000318019714221	0.000729028402876	0.005012071395	0.0144483465728	0.0496024068201	0.064241491314	0.250143145682	0.565380496012	0.0499271614852
