 	qui	dentro	vuole	un	tappeto	</S>
e	0.98452872	0.014989966	0.000472940505	8.345588025e-06	5.236736925e-08	8.67259005e-09
t	0.746878346667	0.249680277333	0.00340574399167	3.4224751025e-05	7.3320096925e-07	6.83919405717e-07
t	0.629539995556	0.363489559111	0.00692257299722	4.59951743417e-05	9.5995432145e-07	9.09162226419e-07
ù	0.624401908519	0.36674077637	0.00880875166574	4.79759107806e-05	3.2080656425e-07	3.0476873232e-07
m	0.342732438173	0.643195525457	0.0139446182219	0.00010305584026	6.04028941348e-06	1.83392701764e-05
è	0.136705386724	0.799884251819	0.062660648074	0.000717227660087	7.99758873449e-06	2.44350742088e-05
s	0.0781583685747	0.594785127273	0.323566949358	0.0034775067867	2.9606853415e-06	9.02735108627e-06
a	0.0497032418582	0.258175814358	0.653012149786	0.0390913255956	1.20233479472e-05	5.43103689542e-06
t	0.0223057026194	0.103490437719	0.787853066595	0.0862973268652	3.57544343157e-05	1.77295949651e-05
è	0.0111551658731	0.0621625002397	0.793237148865	0.133366343955	4.34815014386e-05	3.5349273655e-05
l	0.017322891291	0.0765942100799	0.671013472955	0.233132151318	0.00118779592381	0.000749434817218
i	0.018959799697	0.0695850979133	0.384789589985	0.503617363773	0.0213276178079	0.00172049597241
è	0.00728277013233	0.0246197864578	0.147833498995	0.790697367924	0.0278914272693	0.00167513892414
n	0.0133141283441	0.0153560324193	0.0950809943317	0.845620889308	0.0203030670898	0.010324894108
a	0.0152204130147	0.0113032730898	0.0679734331106	0.670494696436	0.169988272363	0.0650199103693
t	0.00681242143823	0.00490332957993	0.0311847900369	0.515866765479	0.293615370788	0.147617313456
a	0.00361146922608	0.00261034241498	0.017265266479	0.381335078493	0.330338833596	0.264839027819
p	0.00126397720536	0.00113624092666	0.006210194993	0.185209163498	0.570639094532	0.235541343606
p	0.000481086291787	0.000686883325553	0.00241504103433	0.0843968138327	0.820932564844	0.0910876038687
è	0.000189539346262	0.000294304380184	0.000890477744777	0.0365925415109	0.879043721615	0.0829894062896
t	0.00207676439109	0.00439135421506	0.00532006764493	0.050000433737	0.834217240538	0.103994118763
o	0.00285845399036	0.00580185090502	0.00699500413164	0.0548787500123	0.552693213513	0.376772712921
</S>	0.00166616078518	0.00298225320251	0.00382008144082	0.0301196906561	0.306169556757	0.655242256461
