 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.74269655	0.255570145	0.0014450062	0.000273949215	1.22344159e-05	9.823017e-08	1.9775896e-06	8.6860849e-10
t	0.454028825667	0.543008038333	0.00265906823333	0.000286651705	1.02485615667e-05	6.03029676667e-07	6.07302613333e-06	4.38424419957e-07
è	0.163644142556	0.832345279444	0.00383116157778	0.000161528976667	9.51774695557e-06	7.39902415556e-07	7.00210115778e-06	5.84252939084e-07
l	0.068518695852	0.923279773148	0.00800898485926	0.000154079743889	3.07265004185e-05	2.78362631852e-07	7.20587883259e-06	2.3628186546e-07
i	0.0353626559507	0.643223814383	0.315604836286	0.00569586621463	0.000103994616806	5.66425780617e-07	8.1058164442e-06	1.20269217456e-07
f	0.0197315787836	0.231566923794	0.726668828762	0.0205899770715	0.0013399487856	1.77462899354e-06	9.79921809814e-05	2.95084298145e-06
a	0.00797804792787	0.0834025687313	0.842251742921	0.0638267240238	0.00240150492853	7.64156913118e-06	0.000127875730727	3.89512030145e-06
m	0.00403605944262	0.0327603263771	0.739366314307	0.165572028008	0.0478316005762	0.00010017494971	0.0102079023673	0.000125592974075
è	0.00259129384754	0.015732750659	0.672018738102	0.227762952669	0.0679781068587	0.000149041474903	0.0136007940524	0.000166302097385
n	0.00517641871585	0.0120485794197	0.572789436034	0.319120034223	0.0849954922862	0.000278533256634	0.0055310843808	6.04014078217e-05
o	0.00602811903862	0.0095162492399	0.297411868678	0.480849331408	0.200383834095	0.00297126437554	0.0028142968546	2.49953239086e-05
o	0.00307359957954	0.00436738914663	0.115403497559	0.489564010469	0.376898344698	0.00899339345851	0.00169134811253	8.37681300387e-06
l	0.00160875879318	0.00340794714888	0.0669457571863	0.341039200156	0.510518094899	0.0101094530528	0.0653463515708	0.0010244282574
i	0.00098764498106	0.00236499451629	0.0489801113954	0.263878223385	0.552235511633	0.0437771229176	0.0863825034903	0.00139388770247
m	0.00053538649702	0.00113458473876	0.0229091484651	0.200175953128	0.484121240544	0.0589842576392	0.230980160797	0.00115927415082
i	0.000574397885673	0.000808029579587	0.0133355544884	0.141941539709	0.454961756848	0.108149349213	0.278851253032	0.00137812178361
a	0.00125008252856	0.0012192397932	0.00920957432947	0.120682207903	0.444758765616	0.304544049738	0.117543203777	0.000792885166203
f	0.00114536164619	0.0012245435044	0.00709172494316	0.0594098306343	0.360231001872	0.304519629913	0.264877121259	0.0015007965604
o	0.000608161052063	0.000707815851467	0.00506266081439	0.0335484958781	0.280035400624	0.377693273304	0.296629715753	0.00571446985347
r	0.000559535817354	0.000633886460489	0.00373794077146	0.020220509826	0.162931059541	0.389509466768	0.414952813918	0.00745479195116
à	0.000736484739118	0.00072106318683	0.00380146479049	0.0109017282087	0.0833889945137	0.195735144589	0.656045904639	0.0486692233171
</S>	0.000957404119559	0.000779015293415	0.00364228719524	0.00815710820435	0.0644746902569	0.189730317294	0.640998002319	0.0912611666585
