 	vuole	vuole	mangiato	caldo	</S>
t	0.99428958	0.0042663015	0.000392788175	0.00105110869	2.34833787e-07
è	0.963630326667	0.0310950425	0.00458142675833	0.000693094856667	1.075587902e-07
l	0.897801128889	0.0876774955	0.00783720091944	0.00653760455222	0.000146588751233
i	0.626203556296	0.321131931833	0.0400289119731	0.0124385988507	0.000197017315544
t	0.266671949765	0.650945697278	0.0620388786577	0.0202742836169	6.91998173147e-05
è	0.106440337922	0.811325819093	0.0527793075526	0.0294266432056	2.78905214382e-05
l	0.0509299063073	0.753206573031	0.0520511148509	0.142551264402	0.00126113185581
i	0.0230470218358	0.45134596001	0.35117308395	0.172610785801	0.00182312796194
f	0.0124091136786	0.20030180567	0.615782961317	0.167724092934	0.00378200409731
a	0.00841322725953	0.111991022557	0.695104207106	0.178466956311	0.00602457583244
m	0.00383098588651	0.0520122438523	0.601160489035	0.328734544104	0.0142617237441
è	0.00231304556217	0.0317141219508	0.436866979678	0.452301481368	0.0768043689147
n	0.00470506035406	0.0295460046503	0.400833896559	0.424710227123	0.140204822972
o	0.00603670371802	0.0243607285501	0.261546448853	0.500184742374	0.207871350991
t	0.00354060587267	0.0130999481834	0.149758471284	0.644092727458	0.189508198664
r	0.00180967972422	0.0080543076278	0.0735811430947	0.670313955819	0.246240881221
e	0.000828017021407	0.00331336722927	0.0385311713649	0.60934265194	0.347984777074
m	0.00247577938714	0.00700360886309	0.041166598455	0.714143530647	0.235210449025
m	0.00420767012905	0.0113212922877	0.054722867485	0.676302790216	0.253445343008
ò	0.00288366540968	0.00747435512923	0.0376030118283	0.409194122072	0.542844817669
</S>	0.00171687175484	0.00433589911462	0.0229107059141	0.238275049036	0.732761433834
