 	che	sapeva	che	non	può	fare	il	bagno	</S>
k	0.939414425	0.030170771	0.0229186533	0.0074727157	1.362297415e-05	6.2830941e-06	1.366611458e-06	4.783454015e-08	2.18580944468e-06
a	0.684626991667	0.274685722667	0.0331096934333	0.00753738106667	2.81598153833e-05	8.56636103333e-06	1.32973428033e-06	4.76326967667e-08	2.18571437659e-06
ì	0.301846001889	0.667694174222	0.0252754094778	0.00512049225556	5.24887301278e-05	1.02877466778e-05	4.45745029277e-07	1.61141881689e-08	7.28716909535e-07
s	0.176717961963	0.749422858074	0.0664024714926	0.00739023381852	5.44880723759e-05	1.11838642259e-05	2.32832244592e-07	6.14964675297e-09	5.82405758822e-07
s	0.179489653988	0.698353906025	0.114247783831	0.00785963713951	3.1083312792e-05	1.68534434086e-05	5.42938708197e-07	2.95246863099e-09	5.33550484791e-07
e	0.146656352663	0.560144685342	0.288169327944	0.0049939681465	1.7801619264e-05	1.69319094695e-05	7.27171936066e-07	2.09769879033e-09	1.779721276e-07
r	0.097632918221	0.450736325114	0.431977809315	0.0191060459488	0.000318018528421	0.00022597735149	6.59139962022e-07	7.43931439634e-08	2.16327564335e-06
e	0.0443785782403	0.380788388371	0.543494389772	0.0300257879829	0.00091138647614	0.000396998017163	1.54029843734e-06	1.09769383321e-07	2.82723339298e-06
k	0.0264368809134	0.26430014279	0.593866769924	0.069619647661	0.0216078755254	0.0224463443391	4.99156477124e-05	0.000121234480786	0.00155119933948
a	0.0192264114711	0.196043297597	0.614020643308	0.103010052554	0.0346922795085	0.030679020613	9.84805625708e-05	0.000162296350929	0.00206752974216
e	0.0098241856237	0.086231255199	0.522724631103	0.143971904185	0.210022630836	0.0264028180377	7.81048651903e-05	5.5114776143e-05	0.00068939288519
s	0.0055222284079	0.041217227733	0.246653281701	0.161535962728	0.489544343612	0.0541432196792	0.00011135250273	5.88963805477e-05	0.00121353207053
ò	0.00367576518463	0.021882775211	0.119839263567	0.125378272243	0.671185771204	0.0564672698931	0.000120634134577	6.10016906159e-05	0.00138927218138
z	0.00137828964354	0.00819330067033	0.0462761644223	0.0922259957477	0.799711547068	0.0498144882977	0.000251776578526	0.000313502187305	0.00183495591833
i	0.00178588724785	0.00463502702344	0.0256534750408	0.0762914319159	0.650052899023	0.217602129433	0.0205881107595	0.00118928388244	0.00220172749278
k	0.00501932834928	0.00727360950781	0.0306051946803	0.090240908972	0.390711473008	0.441957443144	0.0297571749198	0.00320990262748	0.00122493263426
à	0.00515499438309	0.00736466993594	0.0269976724268	0.077540181324	0.286056961003	0.534004047715	0.0382287809733	0.0219331380758	0.00271956129475
i	0.00281629456103	0.00383193634531	0.0137313446756	0.0546910177747	0.200428198668	0.602840492572	0.0874630969911	0.0310177906919	0.00317988130825
o	0.00210052291034	0.00276853744844	0.00745742465853	0.0357653315916	0.163706731223	0.661840740857	0.103373338997	0.0214190858973	0.00156836292942
b	0.00103199012345	0.00151123930615	0.00331378932951	0.0191754677772	0.118342880674	0.473241496952	0.067063611999	0.311588835299	0.00473071575981
à	0.00039184943915	0.000593241198717	0.00128208819984	0.0069428681724	0.043879960058	0.196357275651	0.044716146333	0.688066248433	0.0177703284199
g	0.000164664412717	0.000252405769572	0.00053229853828	0.0027311941608	0.0168406402527	0.0862382318837	0.0350165684443	0.835511896144	0.0227121128066
n	7.23681625723e-05	0.000107898795857	0.000215938598427	0.000971945505267	0.00591665091757	0.0328848357279	0.0380186691481	0.902795032048	0.0190166062689
o	0.00138122208086	0.000819170941286	0.00113564689348	0.00113946948342	0.00233518192586	0.013851699876	0.0421191433827	0.665249200683	0.27196919609
</S>	0.00270853374043	0.00156629472064	0.00213447494674	0.00174339969171	0.00155676814293	0.009874464238	0.0334173821914	0.422944435342	0.524054228045
