 	la	macchina	vuole	riparata	dal	meccanico	</S>
i	0.652600915	0.347085775	0.000279274385	2.236430895e-05	1.15750835e-05	4.916562575e-08	2.2822943e-10
m	0.32878863	0.669906705	0.000668854928333	0.000172519631283	4.47077448333e-05	0.000345115590944	7.35122373509e-05
à	0.131844185	0.866540051667	0.000774077529444	0.000230529259428	5.30934048111e-05	0.00046013505911	9.80161971443e-05
k	0.217312285	0.769635480556	0.00610061676315	0.00526448656881	2.44658428037e-05	0.0016205360485	4.21360397421e-05
i	0.262192057	0.715968973519	0.0128245402544	0.00696715946627	1.63597352679e-05	0.00200735074916	2.35093826975e-05
n	0.141282313	0.65812217784	0.162731977751	0.0370125057654	0.000140371836089	0.000702448532716	8.16279624935e-06
a	0.074008512	0.474228512613	0.400814952584	0.0504455352551	0.000231901978696	0.000267532929072	3.04720991035e-06
t	0.0402908033333	0.289295325704	0.500076374195	0.169824541752	0.000179464012899	0.000325130044524	8.36651656402e-06
è	0.0222226299444	0.100988458735	0.654367668065	0.221914397251	0.000151544107633	0.000345175070375	1.0150716849e-05
l	0.0196007491481	0.043767218245	0.695700249355	0.238950512417	0.000477947135878	0.00149275907899	1.05897082773e-05
i	0.0192917992494	0.025057873415	0.472893946452	0.467675037472	0.0130560712453	0.00199953077633	2.57617094258e-05
s	0.0080558533498	0.011735260825	0.308008388817	0.651139679157	0.0196710997484	0.00135901444211	3.07060894753e-05
t	0.00375995838327	0.00549281662833	0.218166786272	0.740557589719	0.0182960202495	0.0135196752474	0.000207083721492
i	0.00193384379442	0.00375875177611	0.119444700424	0.560320116573	0.296205645417	0.0179447857491	0.000392113310497
a	0.000943179934807	0.00193799879537	0.046609059808	0.299428152191	0.643677065139	0.0071106311697	0.000293911162166
m	0.00200127951494	0.00205770923512	0.027061757936	0.304254227397	0.494237027046	0.16865192131	0.00173603322939
m	0.00256091421498	0.00222832349504	0.018780009812	0.269213320466	0.187648835682	0.50810620377	0.0114623339765
è	0.00198333661499	0.00215067508168	0.0149656637707	0.322057218155	0.0975913445607	0.51369239459	0.0475592923255
n	0.00577794253833	0.00556646052723	0.0216501539236	0.398660296052	0.0789105528536	0.428664158197	0.0607703607752
i	0.00669734267944	0.00605905517574	0.0170776367745	0.224858875684	0.361264377618	0.347037065066	0.0370055945917
à	0.00345667172648	0.00307198335858	0.0103635010582	0.123338705561	0.688936925873	0.148908207355	0.0219239601972
t	0.0177065464088	0.00396981561953	0.0313562216861	0.124455941854	0.507682781958	0.284096292452	0.0307323810657
t	0.0219591576363	0.00388600999651	0.0350220483287	0.0865892762847	0.231776109319	0.446011764151	0.174755650355
o	0.0076420986321	0.0015468780655	0.0124962643162	0.0359995885282	0.403792991773	0.30841988805	0.230102315118
m	0.00302358196403	0.000908379231833	0.0048932673454	0.0146845180427	0.438532156258	0.396952776017	0.141005323373
e	0.00137215888601	0.000601773587278	0.00229107284847	0.0078453740809	0.295031857753	0.464700992006	0.228156781124
k	0.000663294293337	0.000428417672426	0.00126719051616	0.00900760832697	0.239209172584	0.490621017335	0.258803331708
k	0.000475837454446	0.000390560457475	0.00096378735872	0.00948539987566	0.0876278080947	0.672300905778	0.228755721903
à	0.000272126421482	0.000231099472492	0.00049468315624	0.00417781654855	0.0330412419316	0.519942038593	0.441840997301
n	0.000504773587161	0.000353453210831	0.000678160535413	0.00339606447285	0.0142972236439	0.505907682864	0.474862635767
i	0.00325788579572	0.00278143867028	0.0019821554118	0.00376728895762	0.0338548022146	0.437186160955	0.517170271922
k	0.00382627533857	0.00338365306343	0.0020169035706	0.00289102278587	0.0396710245049	0.433557553652	0.514653557307
o	0.00287430585286	0.00291949619448	0.00179062712353	0.00297406186196	0.031251891935	0.458797871217	0.499391719102
</S>	0.00378803792643	0.00410255859724	0.00246942766177	0.00341809963098	0.0414192859675	0.277491515608	0.667311059551
