 	nella	pasta	vuole	sale	</S>
s	0.9992673	0.00072045785	1.0988533e-05	1.0016056e-06	1.8972111e-07
t	0.984672966667	0.01493690415	0.000379223859	1.05866158667e-05	2.8097629e-07
i	0.941311155556	0.0564000517167	0.00169444918633	0.000594079350622	2.33113423333e-07
p	0.612032106519	0.0877311455722	0.0112358976621	0.0305625723835	0.258438249539
à	0.46099060684	0.138675475191	0.0157457889874	0.0399977112945	0.344590397821
s	0.509460945613	0.293094198397	0.0637940494291	0.0135015740882	0.120149200248
t	0.292591473871	0.512053852799	0.137147163143	0.00668361375273	0.0515239027493
a	0.15725339529	0.4542002426	0.320943231048	0.0318394818176	0.0357636772498
t	0.0923484857967	0.196712210533	0.643159987016	0.0415123096059	0.0262669826499
è	0.0317520020989	0.0773163598443	0.830659729005	0.0492255355353	0.0110463385833
l	0.015064519833	0.0435121129481	0.772814809668	0.127035468512	0.0415730703278
i	0.009431873511	0.0276190940827	0.463624194223	0.341536632837	0.157788183443
à	0.00362454228367	0.00982858411423	0.174900090408	0.646113744279	0.165533057148
l	0.00211384304122	0.00423120702474	0.0868359774693	0.751584358093	0.155234648383
a	0.00314660188041	0.00283668220825	0.0438673584231	0.577202669364	0.372946706128
</S>	0.0040659066402	0.00242117890413	0.0237266591116	0.441758494682	0.528027788064
