 	l	ho	sentito	che	veniva	</S>
o	0.495597065	0.01382759115	0.47284329482	0.0177197425	1.20500425e-05	1.48010815e-07
n	0.172207887667	0.00557875488333	0.802826498273	0.0186184235667	0.000543271063167	0.000225095535315
ì	0.0615225592223	0.00251987312778	0.926750519424	0.00819280732223	0.000712960505999	0.000301270199405
k	0.168182470407	0.0480209658093	0.750121616475	0.0314957411741	0.00024595765361	0.00193327912077
u	0.407560273469	0.111182611936	0.425181528825	0.0535084617247	9.09545532033e-05	0.00247622794124
s	0.367701482823	0.133535687312	0.368517299608	0.129340547242	3.22441342678e-05	0.000872767371397
a	0.148630277941	0.0949123287707	0.404867126536	0.349964325747	0.00123522315929	0.000390694807132
k	0.0526331592137	0.0705990192569	0.341208912179	0.430847348582	0.0046102510531	0.100101282129
a	0.0195338849712	0.0609647226523	0.21051252406	0.282088186194	0.276433708684	0.15046698571
è	0.0075575686904	0.0239144431174	0.196879634687	0.320100708731	0.365401517895	0.0861461509033
r	0.00402976486347	0.0143211073725	0.188623540562	0.31863866391	0.125694335865	0.348692614301
k	0.00508924955449	0.0234418454575	0.0714363691873	0.138137480637	0.124817446855	0.6370776181
a	0.00559809308483	0.0236968146192	0.0284159465958	0.063819017879	0.279603822285	0.598866299367
t	0.0361333252616	0.0543105783397	0.0708975057319	0.130691995293	0.252167185095	0.455799413122
o	0.0454169787539	0.0638766410732	0.084361217644	0.148014642864	0.147653399365	0.510677151041
</S>	0.022913389877	0.0319758879766	0.042478282422	0.075970818082	0.167230269682	0.659431395521
