 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.933994375	0.038679165	0.0094779905	0.01755049	0.0001424046	3.2552406e-05	8.7996618019e-06	0.000114159565436
ì	0.857925741667	0.110707071667	0.0130381618333	0.018035897	0.000139446645	3.06728363333e-05	8.79859366766e-06	0.000114158613381
n	0.718656037222	0.219935473889	0.0481533556111	0.0131057673333	8.1994041e-05	2.60037097778e-05	2.93584306858e-06	3.84401811959e-05
i	0.448373192407	0.472913877963	0.0713600542037	0.00726589202443	4.86474266667e-05	2.41832970926e-05	9.81591691395e-07	1.32006667459e-05
e	0.397215744136	0.546610499321	0.0513092597346	0.00469175875481	0.000152560954222	1.54706938642e-05	3.2748896e-07	4.40029301761e-06
n	0.419571134712	0.307722373107	0.184886822578	0.0545333687516	0.00616947889807	0.026993979188	1.60116299333e-06	0.000121244200594
è	0.216642082904	0.382898111036	0.279028777526	0.0767656342505	0.00826927878602	0.0362339069427	2.02591148251e-06	0.000160194360163
r	0.129151804301	0.475618587012	0.304253229175	0.0630187827502	0.00433140598201	0.0235688035276	7.1910157557e-07	5.67075860196e-05
k	0.0814355341003	0.310111042337	0.522261129725	0.0602871622501	0.005152696994	0.0207282600425	6.29380621857e-07	2.35655573399e-05
o	0.0336559872668	0.167762927446	0.704548949908	0.0718125220834	0.0135658287647	0.00864230320083	6.19308613952e-07	1.085024778e-05
t	0.0224194836556	0.0958555471487	0.634989756636	0.142357247361	0.0365542302549	0.0677956960536	1.84224461132e-06	2.618920526e-05
t	0.0209431688852	0.0621289737162	0.544091405545	0.17828922912	0.064377930085	0.130060515351	4.78287475371e-05	6.09434950867e-05
e	0.00984736066173	0.0347185139054	0.396419758515	0.219433509707	0.242282513362	0.097156845117	6.62727313457e-05	7.52250963622e-05
e	0.00372725706724	0.0147671308351	0.155860013238	0.240813696569	0.526811501121	0.057897135039	7.41691192819e-05	4.90970247207e-05
t	0.00158421721908	0.0054344012917	0.0545795744793	0.146206035523	0.44593190904	0.345635865013	0.000348257826427	0.000279726979507
u	0.000681986919693	0.00207125199057	0.0199676344931	0.0836001271743	0.412317958347	0.479855411671	0.00112028878881	0.000385301513169
s	0.000281378216564	0.000835969976857	0.00749380953103	0.0600082754581	0.401525288116	0.52750840389	0.00200792266294	0.000338898157723
m	0.00124642338552	0.00216915289229	0.0102576892103	0.032210426886	0.195229721372	0.72212383463	0.029108398821	0.00765432221924
è	0.00161046530517	0.00272174623076	0.0118373882368	0.0275808972953	0.130305219791	0.735688834877	0.0775043442737	0.0127510960731
n	0.00864522507839	0.0122624770103	0.0286616065789	0.0316466434318	0.098775117597	0.669156811626	0.135556019425	0.0152960900244
o	0.0215107326928	0.0376815963368	0.0592030388596	0.0655084411439	0.168583747532	0.481227947209	0.126252269808	0.0400322043415
m	0.0204868392309	0.0378851744456	0.0506646779532	0.065928776048	0.169581834177	0.433646782403	0.180858949936	0.0409469578472
e	0.0113978463103	0.0185125338152	0.0253538266511	0.0374059423493	0.111522349726	0.413429394134	0.344200156645	0.0381779256824
t	0.00713153453677	0.0105805357051	0.015748732217	0.0251676589498	0.0912051549087	0.505557218045	0.306662188882	0.0379469705608
r	0.00416286535559	0.0053564215017	0.00959760597233	0.0125271256833	0.0460334456362	0.502151202682	0.323382106294	0.0967892355203
ò	0.0017010179112	0.0021696126339	0.00381166183411	0.00530575329443	0.0196619699121	0.324700477561	0.397873768765	0.244775718507
m	0.00156302711973	0.00169231557797	0.0024290246547	0.00324656273148	0.010435796004	0.32561749252	0.440949789588	0.214065987169
e	0.00298243537324	0.00418770092599	0.0041730821849	0.00493608881049	0.011180364668	0.230242257673	0.380733609863	0.361564470056
</S>	0.00371888518662	0.00611391746299	0.00543804439245	0.00630296210524	0.012960160834	0.118526469086	0.234644924931	0.612294650028
