 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
t	0.39016819	0.602608215	0.000124261112	0.006950561	0.00014402614175	4.70499741e-06	2.98115642e-08	1.43732965e-09	2.12550695e-10
a	0.568899343333	0.427159969433	0.000106504605667	0.00377837582	5.419623475e-05	1.629774234e-06	1.05419196333e-08	1.03521059667e-09	1.49510314884e-10
p	0.523551044111	0.144540930144	0.16989113209	0.160943476093	0.00105365863792	6.83873456867e-06	1.98615944598e-06	2.01223836412e-07	1.07513008535e-05
e	0.443586597704	0.0559550152813	0.284684430697	0.214282544764	0.00146488755264	9.18948115622e-06	2.74451006199e-06	2.67983377291e-07	1.43350398736e-05
d	0.415718787668	0.0263969917171	0.402806783566	0.124166227655	0.0288300075242	0.00191382628135	2.2825429734e-05	1.24337707584e-07	0.000144400958547
ì	0.159626738989	0.0121128348624	0.684492074522	0.101488318552	0.0394349583747	0.00262720081378	2.9979130878e-05	8.5956108528e-08	0.000187756480485
a	0.0821902559963	0.0079012758208	0.831067438174	0.0589854908507	0.0188036613249	0.000978037014593	1.12102832593e-05	3.84019832327e-08	6.25857391202e-05
m	0.0418029126654	0.0033102337136	0.606752829391	0.0657710422836	0.259928508108	0.0221514541949	0.000230182149753	1.99050605468e-07	5.26491026961e-05
i	0.0706488365551	0.0110474974779	0.442478726464	0.0869504940945	0.358868602703	0.029529932065	0.000425333153251	2.63812332489e-07	5.02937725654e-05
n	0.0764170285184	0.0141502656593	0.656515508821	0.0716690946982	0.160040787568	0.0208622680217	0.000315038104417	1.04560125483e-06	2.89231448551e-05
c	0.124079615839	0.0608685533864	0.569334866274	0.0432903948994	0.145762869189	0.0479019093406	0.00872646570814	3.00180791828e-06	3.22513276184e-05
i	0.143618021946	0.0774571141288	0.388345508758	0.0756907416331	0.244320856396	0.0578573697802	0.0126688297027	1.54522556394e-05	2.60444822061e-05
à	0.0529195207487	0.0274749566929	0.357675482919	0.113794385878	0.307160772132	0.135351159927	0.00558391828423	2.69780808798e-05	1.2839407102e-05
e	0.0184706272829	0.0092612927643	0.205831407973	0.113443927293	0.394210064044	0.245019379976	0.0136037110114	0.000155001702627	4.62956455733e-06
n	0.00696445606097	0.00318364783477	0.073458001191	0.078564129431	0.404618231348	0.410106833325	0.0211543540038	0.00168650556754	0.000263897178342
i	0.00268008187699	0.00113130124926	0.027635773697	0.039821239477	0.286348087116	0.516638977775	0.115170580668	0.0102133645225	0.000360662547781
n	0.001259460149	0.00046469791742	0.0119172541323	0.0258817044923	0.219155099039	0.568636612592	0.155551904223	0.0166465311742	0.000486796020927
d	0.004219296083	0.00266392769914	0.0115966798441	0.0190109934974	0.18443076968	0.631591047531	0.133148928741	0.0111610945247	0.00217727707364
ì	0.00502628404433	0.00338747680305	0.0112198157814	0.0152950658325	0.14639448656	0.651069689177	0.133325428247	0.0294080846416	0.00487363702455
n	0.00458764769811	0.00265476933768	0.0077818070938	0.0158561846108	0.133730702187	0.683897769726	0.111489528082	0.0353492409805	0.00465231794152
n	0.00510680029937	0.00283340934589	0.00681113889793	0.0169809522036	0.121829454062	0.595959159909	0.191068299361	0.0312171150935	0.0281936469138
u	0.00934841483312	0.00539110268196	0.00612398959931	0.0149964807345	0.073668103354	0.35454173497	0.432109066454	0.0388773893645	0.0649437323046
t	0.0150594672777	0.00720278156065	0.00492984896644	0.0277674162448	0.0799608897847	0.19894381999	0.570031055485	0.0432126874548	0.0528920724349
t	0.0102684017592	0.00398309644688	0.00257497891215	0.0275389570816	0.0858736052616	0.24834043333	0.530047951828	0.0364970582849	0.054875559145
e	0.00374766956973	0.00156146170896	0.00115854741072	0.0111507935939	0.0432059825872	0.195544232777	0.623536450609	0.037269871895	0.0828250430483
m	0.00622400750658	0.00306812653632	0.00233859098691	0.0105732427646	0.0372151450291	0.145362505926	0.683998683536	0.0469216932983	0.0642980433494
a	0.00696329474219	0.00351635663544	0.00270026278564	0.0100828510749	0.034690897343	0.130289622975	0.578192021179	0.162284387099	0.0712803301165
n	0.00297144002073	0.00149308212181	0.00618131238521	0.00597516064497	0.0247419574477	0.160692445325	0.39286351706	0.3363262057	0.0687548740388
i	0.00164960885358	0.00082522275727	0.00748043569507	0.00453659382832	0.0204774932826	0.165620751842	0.212426032353	0.445864845233	0.14111899868
c	0.00450273193119	0.00120280101576	0.00481869793169	0.00525635475611	0.0236464972275	0.102562197347	0.239884274118	0.430335258411	0.18779117156
h	0.0085659063104	0.00222611550525	0.0045733159439	0.0067527544187	0.0279908170758	0.091966582449	0.299301094706	0.268639412804	0.289983975853
ò	0.00606703358347	0.00170182397842	0.00243832091463	0.0037420065229	0.0131403666653	0.043137112383	0.183770724569	0.243068114268	0.502934475284
t	0.0169424946745	0.00475579380281	0.00379255140488	0.0120681560576	0.0387848385284	0.053119912361	0.213452267856	0.216066383423	0.441017575095
t	0.0206539452182	0.00583151810094	0.00424278612163	0.0149211914792	0.0475340324428	0.056896928287	0.228455441285	0.0852847571743	0.536179391698
o	0.00725977935607	0.00221665103365	0.00154023300721	0.00527082181307	0.0163745304276	0.0204182620557	0.092964270095	0.0296887728914	0.824266707233
</S>	0.00401146761303	0.00140469776683	0.000874695973605	0.00287771119654	0.0084366252338	0.0103375037178	0.0559714665475	0.0156179511457	0.900467918616
