 	tutto	il	cibo	vuole	girato	</S>
ò	0.848198265	0.08958407	0.05662110968	0.0055224162825	7.35457505e-05	5.4609325e-07
l	0.594798048333	0.0995869	0.29907133856	0.00634344266083	0.000142370422167	5.78283810833e-05
o	0.321069199444	0.169202816667	0.506187066187	0.00331426605361	0.000149998354556	7.66577997048e-05
o	0.179655395081	0.155185353089	0.662225275396	0.0028543214512	5.41237560187e-05	2.55580185757e-05
m	0.065581695627	0.0692749518963	0.773882558465	0.0292727411504	0.0582268616093	0.00376120882886
a	0.035239349209	0.0656230139654	0.763074419488	0.0488035270501	0.0821053815364	0.00515437478629
r	0.0210431601697	0.0513756813218	0.834987273163	0.0310935210167	0.0587637735121	0.00273662510543
ì	0.0119677971566	0.0280065654406	0.838742324388	0.0410962890056	0.0775527631707	0.00263426730181
o	0.0115824703855	0.0224006128135	0.615441281463	0.278702356335	0.0701232710569	0.0017500524486
t	0.0253364007952	0.0351179702712	0.349420333821	0.473144245445	0.102530290352	0.0144507752309
è	0.0261724955484	0.0346826621237	0.196587723607	0.516347908482	0.206808223451	0.0194009708436
l	0.0112312956661	0.0148931454079	0.0826114412023	0.425088626161	0.449653924484	0.0165215610479
i	0.00683289515537	0.00867250073597	0.0356428408674	0.19132006872	0.536864024828	0.220667648683
v	0.00345902731846	0.00411956644532	0.0149071195558	0.0859495935733	0.598120824943	0.293443856228
o	0.00206063563949	0.00236512394844	0.00759234098527	0.0444410671911	0.640741134981	0.302799708743
t	0.00468839187983	0.00509706418281	0.0345245083284	0.043607314397	0.590945888327	0.321136826248
i	0.00537127599328	0.00579492109427	0.0433449789761	0.0395076161323	0.537122552776	0.368858648749
m	0.00215059107776	0.00229430989809	0.0155516248254	0.0192819030441	0.601111540925	0.359610048583
m	0.00104235977259	0.00114781260936	0.00585327047513	0.0150724710147	0.823099346975	0.153784768528
è	0.000860699890863	0.00092017491312	0.00254488969171	0.0114030393382	0.712787628992	0.271483596176
n	0.00200619723029	0.00209534520437	0.00229984803057	0.0127364511127	0.664747789664	0.316114408725
o	0.00403713517676	0.00364048940146	0.00284727584352	0.0133944708709	0.519220479221	0.456860182908
</S>	0.00500204573838	0.00405340420073	0.00292387992176	0.0100703921855	0.275094613611	0.702855676454
