 	non	aveva	dove	aveva	per	stare	</S>
e	0.89250033	0.088545495	0.0082340655	0.000125929835	0.01059093973	3.22657488e-06	7.9133735e-09
n	0.615449387133	0.369206268333	0.0093890855	0.00233397582167	0.00361468701327	1.25504991333e-06	5.3134098745e-06
ì	0.206298809044	0.782602592778	0.00686186698	0.00302378165089	0.00120528440887	5.55730860364e-07	7.08050376333e-06
c	0.070943069548	0.920492604259	0.00700476414	0.00115337021063	0.000403203645002	1.85326308522e-07	2.77208855961e-06
h	0.0747659168493	0.796175604753	0.0931495790467	0.0204736155202	0.0154329439359	9.13212201987e-07	1.38360139654e-06
e	0.0830442779498	0.432693670251	0.434351566349	0.0292150839734	0.0206937418786	1.159952309e-06	5.09300288903e-07
p	0.0453357443166	0.16960556875	0.665625508783	0.107997633458	0.0114035165262	4.48421938e-07	3.1611795543e-05
u	0.0245479004389	0.0790702835833	0.468126046261	0.393760127819	0.0343936895087	5.71283411727e-05	4.48574528477e-05
ì	0.0094163533463	0.0358650315278	0.201446708754	0.711107752606	0.0420555528362	7.60774706176e-05	3.25681176159e-05
c	0.0190769263154	0.0393388001759	0.115982669585	0.668188230869	0.0853479006121	4.22612537659e-05	0.0720232266369
h	0.0274101131051	0.0391961807253	0.123144495195	0.408356266956	0.224672116871	0.0194211967779	0.157799622212
e	0.0158013974684	0.0202106690084	0.0833677947317	0.219099038985	0.423635738957	0.115905433259	0.121979941071
n	0.0108224129228	0.0147997587695	0.0419049539106	0.138059719662	0.616588979652	0.128719367703	0.0491047834903
a	0.00850261757427	0.0132038674898	0.0251732617702	0.112093076554	0.715478106551	0.104180102518	0.0213689202968
s	0.0257199124581	0.0203476027299	0.0539301663901	0.0741714221847	0.673920182184	0.0959723968527	0.0559383064323
t	0.0311325987994	0.0222425714433	0.0632830143634	0.0527069250616	0.529979594061	0.0998684516309	0.200786865477
a	0.0106399406831	0.0076249951911	0.0218910600411	0.0207289360539	0.320398756354	0.390189043877	0.228527290492
t	0.00361132867937	0.00258331564903	0.0073903682447	0.00729482987797	0.126716623075	0.419100934474	0.433302625497
ì	0.00121732251826	0.00087435874701	0.00247823305883	0.00262604444266	0.0429283293817	0.139750690329	0.810125041832
</S>	0.00061008767433	0.000445510056505	0.00124017917882	0.00154345220633	0.0221062282908	0.0699492336495	0.904105320916
