 	il	morto	si	piange	</S>
o	0.4964746935	0.097778102	0.4057386983	7.729851215e-06	7.4828866e-07
a	0.193001898167	0.368616370667	0.4383728641	8.167592405e-06	7.00962276667e-07
p	0.0763455920223	0.717262773556	0.202038029367	0.000161455603135	0.00419217189591
e	0.0453134969741	0.840007807852	0.108760036456	0.000325227641045	0.00559343150964
t	0.035356379458	0.887279135951	0.0614023858187	0.00785913815368	0.00810297004755
a	0.0204617906193	0.925102921984	0.0351583806062	0.0103212738746	0.00895567852252
m	0.0152604943064	0.929490497328	0.0425284352021	0.00554547978153	0.00717510734751
m	0.0057098613888	0.761704679109	0.130416131734	0.0858063389272	0.0163629644492
è	0.0203991673163	0.679319459703	0.170837640578	0.111816022976	0.0176276976831
n	0.0306319401054	0.706022953234	0.140866383526	0.0764144156587	0.0460643360944
o	0.0247790960351	0.453417054411	0.401896841175	0.0651831905529	0.0547238554981
i	0.0174689420984	0.170246151804	0.747592833725	0.0448931621843	0.019798932052
k	0.0061305080528	0.0892076689347	0.588942592575	0.300322568728	0.0153966954367
l	0.00311252228427	0.0642745996449	0.234515856858	0.657609389576	0.0404876764789
è	0.00216349026142	0.0270758209483	0.0873602215193	0.827788063192	0.055612470493
e	0.0254840812538	0.0285196693828	0.182733305073	0.615338744397	0.147924238498
t	0.0355670016513	0.0677701697943	0.301994028358	0.390679751466	0.203989022833
e	0.0148735958171	0.0629431519981	0.216740619453	0.333646820489	0.371795784278
</S>	0.00834108395855	0.032807194099	0.148520224727	0.230004595245	0.580326892139
