 	che	non	li	aspetiamo	</S>
n	0.943347885	0.048194335	0.00406864366	0.00438872585	5.4056315e-07
a	0.733484571667	0.149701845	0.10831494622	0.00849835238333	3.56746276e-07
m	0.347012442389	0.173229251233	0.14305017974	0.261382448128	0.075325684204
i	0.174224425963	0.144652883311	0.210417384247	0.370266556043	0.100438766757
t	0.117020240421	0.134527388937	0.231172234582	0.474578658681	0.0427014542747
u	0.0439365715737	0.107781944146	0.336836321361	0.487993052227	0.0234520735447
s	0.0188120265979	0.0976717896153	0.377109503787	0.498030250076	0.00837644170133
m	0.00848410027263	0.0341934678718	0.134174347696	0.818256860025	0.00489127230044
ì	0.00530137939088	0.0141055927239	0.049954749332	0.926388696675	0.00424960986681
n	0.00796146976363	0.0138454872413	0.0272399277773	0.940223432225	0.0107296637223
o	0.0327802055879	0.0791237684138	0.166256376926	0.709599677408	0.0122399529408
m	0.0380274058626	0.0998943384713	0.234081595642	0.610600759136	0.0173959013469
e	0.0155185277442	0.0412492812238	0.116574612881	0.761177866379	0.065479730449
</S>	0.0078180815571	0.0224929547119	0.0720518529405	0.794706953189	0.102930190225
