 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.45904335775	0.538624333	0.00103539747	0.00129546793	1.19692157e-06	1.85463235e-07	2.170249e-09
n	0.159028704417	0.839398111	0.00078402467	0.000777319716667	3.44091683667e-06	8.23928211167e-06	1.276469634e-07
a	0.0595821497057	0.939386690333	0.000640214976667	0.000376088167122	3.90249923889e-06	1.08113807064e-05	1.68623848448e-07
v	0.149434684802	0.691087110111	0.0184325422122	0.140686048997	2.0496511373e-05	6.3868784238e-05	0.00027527318513
o	0.188942519934	0.59245596337	0.0305862424041	0.187519945802	4.5996057791e-05	8.23571241793e-05	0.000366987392288
r	0.0776198386447	0.805770044457	0.021084581468	0.0892301167373	0.00355034452326	0.00233192032749	0.000413189338008
à	0.107008256548	0.619955591486	0.170146571156	0.0929897975791	0.00637793564109	0.00309238806116	0.000429480265603
s	0.171349648849	0.269853099495	0.246387682385	0.304611052526	0.0038747624137	0.00111329593905	0.00281044438813
o	0.123995926283	0.097461472165	0.423986339462	0.349064586509	0.00144544284457	0.00044238917045	0.00360382779138
o	0.051303934961	0.037907039155	0.510716673154	0.383057847836	0.0156483949215	0.000164192033583	0.00120191951023
s	0.0192095729537	0.0151588368917	0.231959636718	0.712245749279	0.0207163529738	0.000120687127194	0.000589178374514
s	0.0089012232179	0.00732752147057	0.154437934573	0.820250063093	0.00841566725793	0.000257286605731	0.000410315704838
o	0.00511608920597	0.00540783615686	0.140118348191	0.609494351031	0.239092250019	0.000494683768577	0.000276447661613
m	0.00471780273532	0.00307784751895	0.0652888327303	0.508086833677	0.342904940006	0.0702796259562	0.00564412435387
ì	0.00413616424511	0.00207595790632	0.0373649289101	0.602506757892	0.232006613335	0.110636521985	0.011273084118
k	0.0268365627484	0.00444013613544	0.04281301997	0.569087125964	0.192279514445	0.151744747328	0.012798909706
a	0.0352160743495	0.00526919421181	0.03670877099	0.354614528655	0.377140224815	0.168623010443	0.0224281855687
m	0.0134065222165	0.0023169607516	0.0159958863033	0.132214165218	0.436375834938	0.375261904814	0.0244286871896
è	0.00562643347217	0.00102259406487	0.00694952140777	0.0609125980727	0.277999018313	0.605838034938	0.0416517617299
r	0.0162630948907	0.00198338632162	0.0116896831359	0.0526370966909	0.210367589104	0.630734144979	0.07632497891
i	0.0226911482969	0.00347579844054	0.014627574712	0.0410987090303	0.111022532701	0.472341746326	0.33474246297
</S>	0.0168266216484	0.00384802372027	0.011587671856	0.0213637447152	0.10481961635	0.259447070163	0.582107231485
