 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
s	0.252871215	0.74509035	0.00177007035	0.000171171815	9.4009115e-05	2.960706238e-06	1.5565815e-07	9.7821685e-10	9.15826205e-10
e	0.130836944	0.865065683333	0.00359502255	0.000362574638333	0.000138496075	1.126351938e-06	1.20103043333e-07	1.02849853667e-09	7.88992310333e-10
t	0.04705191453	0.919522494444	0.00923498085	0.0234427088261	0.000610601358333	3.19502501267e-06	0.000120794531511	9.30139453703e-06	3.98795291145e-06
i	0.01592067415	0.928082231481	0.0147857052833	0.040084960942	0.000943654339444	3.80017726256e-06	0.00016122306877	1.24027799605e-05	5.31701398169e-06
p	0.00557320470333	0.671390130494	0.195198696094	0.123254956981	0.00440724153315	2.16110393459e-05	8.630558119e-05	4.17865288497e-06	6.36684878384e-05
à	0.00251699557778	0.506324163498	0.338757975365	0.146762531327	0.00546399579438	2.8110143882e-05	6.168646743e-05	1.43594583228e-06	8.31190873679e-05
s	0.00195406479259	0.506871021166	0.386073758455	0.101340872776	0.00366912088146	2.43128180607e-05	2.46019128433e-05	4.7884265963e-07	4.18114105444e-05
t	0.00187722383086	0.300084705055	0.588197586152	0.104552272925	0.00504074642715	0.00020681021402	1.24759986144e-05	1.61077492923e-07	2.80449538898e-05
a	0.00211729591029	0.185510236352	0.505173035384	0.241566762975	0.0646713052757	0.000946625604673	5.2834340048e-06	8.08105057743e-08	9.35327435693e-06
ì	0.00150735712576	0.125838266451	0.211031444461	0.575703944325	0.0847395587586	0.00101920987289	0.000157036041468	6.94499162581e-08	3.12292218131e-06
t	0.000766342664253	0.0835582031503	0.096781327487	0.762307881442	0.0551712132529	0.00111764449563	0.000295820953823	4.1178616986e-08	1.55550117077e-06
e	0.000597390501418	0.0612632521168	0.049973457329	0.563537540481	0.306357707751	0.0180655551652	0.000203517136608	4.97816032895e-07	1.08323041359e-06
l	0.000607648913806	0.0274211351056	0.0423894106097	0.38037362016	0.507726862584	0.0370553363884	0.00436640463087	1.45583531097e-06	5.81164110945e-05
e	0.000652464477935	0.0157959399685	0.0406177322032	0.29796042472	0.546296780861	0.0922732321295	0.00625959997696	6.10262065037e-05	8.27906350315e-05
à	0.000379370605978	0.0143520275895	0.0173154164011	0.202005582907	0.55473425362	0.11814559571	0.092898364259	0.000135200468835	3.41649520105e-05
l	0.00138232377533	0.0285512841965	0.0256049171337	0.199808254302	0.434300291207	0.123706700237	0.184562448086	0.000126145319612	0.001957582933
a	0.00179007220178	0.0253183760322	0.0267082500112	0.128542635434	0.343633397069	0.319477690079	0.150168206029	0.00153713107987	0.002824188821
t	0.00135326921059	0.0175780719774	0.0147848886371	0.0799404158113	0.287339952356	0.372055840026	0.22313121201	0.00199608136996	0.00182024865033
o	0.00111311417486	0.0147866690258	0.0104919810257	0.0616970199704	0.202470230785	0.245066756675	0.44324955067	0.0196913894667	0.00143326308344
n	0.00043709622962	0.0061189966086	0.00398871948857	0.0251633373568	0.100660178928	0.172826573892	0.662832250223	0.0258071532389	0.00216567986115
ì	0.000194184165307	0.00308591576287	0.00177930047009	0.0124123242423	0.0463192146427	0.0808382732973	0.841146896741	0.0117771788296	0.00244673663705
c	0.000112759613869	0.00335064374762	0.00086594988393	0.00714853553743	0.0194338478809	0.0345810324324	0.915445292247	0.0148866792765	0.00417524506235
h	0.016554671108	0.0832953990825	0.0453647423813	0.0417942501791	0.052920012627	0.0622990184775	0.631821783082	0.0507690384255	0.0151810573541
a	0.024199997236	0.112078782694	0.0610386086271	0.053012361393	0.071626609209	0.0806224394925	0.238234890027	0.235225979475	0.123960325785
v	0.0143455559453	0.0579257082313	0.043672125709	0.0404993567977	0.0625612380697	0.0960119064975	0.205873520009	0.304126329825	0.174984231928
à	0.00901001593177	0.0358797417438	0.037140679803	0.0342440777326	0.0507796303566	0.0952585774992	0.226678530003	0.282629189942	0.228379533976
l	0.0100937649273	0.0352981619146	0.0544060961677	0.0372456813775	0.0464303544522	0.102594741166	0.166716126668	0.304360159981	0.242854897992
o	0.0104086878824	0.0348019563049	0.0598604054926	0.0378471027692	0.0434642113507	0.098140600622	0.106218931789	0.37824995666	0.231008129331
n	0.0045385702008	0.0165034487683	0.0229527659342	0.0189065028997	0.0235875329836	0.0486673324407	0.12836230683	0.40457796222	0.331903579777
t	0.0137482454003	0.0301617539228	0.0258558933114	0.0266399422999	0.0363940609945	0.0612773894802	0.166505737277	0.276939454073	0.362477499926
a	0.0164747458001	0.0307783038076	0.0241298113038	0.0235478180333	0.0334477101648	0.0518580838267	0.0879279452923	0.255531848024	0.476303693309
</S>	0.00915278890005	0.0166160406538	0.0124213399519	0.0125082399166	0.0188154838324	0.0281237629133	0.0451980694461	0.273171084012	0.583993166654
