 	sta	e	dorme	nel	letto	</S>
s	0.97923982	0.0207002665	5.4747342e-05	5.1247253e-06	6.9307059e-08	1.489518585e-08
t	0.794666213333	0.202775170833	0.00254643451533	1.21823464667e-05	3.73872223333e-08	1.43137626167e-08
e	0.554295117778	0.430099280278	0.0154652133051	0.000139852726489	5.31235090778e-07	5.97432543557e-09
c	0.340638914593	0.573900883426	0.068421892435	0.0125286504555	0.00300910659943	0.00150055991388
e	0.156005945531	0.736827327809	0.0845313864783	0.0166226616618	0.00401196299471	0.00200074886125
p	0.0882173040103	0.57611310927	0.280147764493	0.0489579667306	0.0043620589598	0.00220180347704
l	0.0401794881701	0.250236485423	0.445365758164	0.247538155577	0.0143405789866	0.00233954274568
ò	0.0260493600567	0.137095920808	0.543520942721	0.277680346526	0.0147997877755	0.000853699116893
n	0.0152553625189	0.095011478936	0.742236947574	0.140575110175	0.00625601457183	0.000665116220631
n	0.0107979950063	0.0587904709787	0.809460382525	0.115593896725	0.00469582479061	0.000661420886877
i	0.0386069140021	0.0725180916596	0.649802074175	0.235234312242	0.00329795606354	0.000540650975626
s	0.055914342334	0.0828279418865	0.462281461392	0.396629380747	0.00162709797118	0.000719788158542
t	0.0306604296447	0.0506278872955	0.431678603797	0.480752616916	0.00550860620706	0.000771883302847
o	0.0115401492149	0.0200626344318	0.272843053599	0.683811538972	0.00947127740235	0.00227138951762
g	0.00459833956163	0.00779297197727	0.104111150866	0.848159912991	0.0321536744675	0.00318403830587
r	0.00164669576721	0.00296509398242	0.0539904499553	0.82670090433	0.111766391489	0.00293053390196
à	0.00137763434574	0.00265815401747	0.0398114409851	0.78450216811	0.143822812496	0.0278278173007
t	0.00974882564858	0.0142040385392	0.0750934423284	0.771436732703	0.092522571832	0.0369943861002
t	0.0121189936495	0.0170578000464	0.0792540224428	0.706090940901	0.0936927262773	0.0917855290334
i	0.00582008154983	0.0070199748488	0.0321411357476	0.451987304967	0.103200718759	0.399830819678
</S>	0.00505163262492	0.0047375668744	0.0163298427738	0.251442859483	0.0847399793795	0.637698144839
