 	io	voglio	che	Maria	venga	qui	</S>
e	0.752059935	0.236686893	0.0044112714	0.00554461363	0.0012963625	8.9105785e-07	8.2949615e-09
v	0.891757228333	0.0991123373937	0.00243858211667	0.00555954132333	0.00110394617588	2.805109075e-05	3.093302775e-07
ò	0.914415459444	0.0415867621916	0.00734298655556	0.0336597672211	0.00295752160118	3.71057611833e-05	4.10641493333e-07
t	0.597810972148	0.321134242731	0.0344757961852	0.042923571178	0.0035752311469	1.24050639378e-05	6.77578075653e-05
è	0.213010384049	0.69129100091	0.0800464087284	0.014363825997	0.00119394703047	4.155536742e-06	9.02054800844e-05
l	0.0856362300163	0.74965348697	0.159431319576	0.00484591694183	0.000400440840667	1.4006485974e-06	3.11586614241e-05
o	0.0385763500054	0.50620354899	0.452364813192	0.00267521929011	0.000167287297732	8.851137298e-07	1.18914058747e-05
n	0.0228560910018	0.229141892997	0.744811704397	0.00305957336337	0.000125260741244	9.86067609933e-07	4.51268269157e-06
a	0.0183104447339	0.119957877332	0.742559668132	0.114491865854	0.00467055313375	7.51658456998e-06	2.08892566386e-06
r	0.0139684546446	0.064293840444	0.764113156044	0.151240422951	0.00622737603458	3.62981598567e-05	0.000120473807488
t	0.0184296095482	0.0630687268147	0.748784438681	0.13245487865	0.00796767000153	0.0273454749966	0.0019492411125
i	0.0140339659161	0.0545596856049	0.56338725956	0.18679772955	0.138395192667	0.0387822258655	0.0040439326375
e	0.00721706517203	0.029411062935	0.32058072752	0.231862816517	0.390180297556	0.0177923490218	0.00295565458617
M	0.010530171524	0.023030857045	0.376631313507	0.186002798439	0.344995806719	0.0394348592073	0.0193742129024
a	0.0104521183413	0.0206708887817	0.396746388502	0.21579658908	0.25415862644	0.0732777097358	0.0288977113008
r	0.0120230066138	0.0096156026939	0.156669133501	0.45447341636	0.26852064548	0.0838781299119	0.0148200874669
ì	0.0153208745379	0.00637857199797	0.073195559167	0.391446146787	0.18072864516	0.243044499971	0.089885739189
a	0.026655709846	0.0225315074327	0.0533605877223	0.147686050262	0.226179958387	0.402959723324	0.120626502396
e	0.107697653949	0.109048958144	0.0758450809074	0.061161130754	0.274722426129	0.322229657775	0.0492951204653
t	0.15353091465	0.197395042715	0.202958281969	0.025931684108	0.171314100776	0.187204519258	0.0616654771551
t	0.08973828605	0.146257659405	0.213941439823	0.00894119869267	0.0629617913253	0.351989813086	0.126169819052
ù	0.0311466469067	0.050377302725	0.0733542669943	0.00342592196422	0.0292034417751	0.434382217695	0.378110213017
</S>	0.0156786740384	0.0252790679975	0.0368336953272	0.00200266838211	0.0190095793876	0.301982828847	0.599213506509
