 	e	che	cucino	</S>
c	0.89156187	0.1040248775	7.7986921e-05	0.004335219066
e	0.754178356667	0.2239871475	0.0174811765903	0.004353300382
p	0.435678302222	0.445068095833	0.0307370795301	0.0885165018207
u	0.187318471407	0.498289861944	0.19777288851	0.116618746857
m	0.087765364469	0.600390003981	0.256680830837	0.0551638052023
a	0.0431899437563	0.497348264327	0.424621444946	0.0348403631674
r	0.0223106105188	0.301208404442	0.657502348315	0.0189786058225
è	0.0169096505063	0.319998501481	0.642482749438	0.0206090319408
o	0.0120988498354	0.20678856916	0.766125816479	0.0149867107469
</S>	0.0128436294177	0.12074401758	0.85746465824	0.00894767052345
