 	hai	già	mangiato	</S>
è	0.976984075	0.0222531255	0.0007200522725	4.27257335e-05
c	0.969245158333	0.0288072085	0.00143104919083	0.0005165583165
h	0.900923529444	0.0946068781667	0.00288806266361	0.00158153547217
i	0.569843547148	0.422878756056	0.0056840268212	0.00159368398406
g	0.351329923049	0.500325282019	0.0715170199404	0.076827786588
i	0.266486312183	0.269209504006	0.359369253313	0.104934930863
à	0.0917820403277	0.151213098335	0.718261637771	0.0387432134877
f	0.0483025952092	0.061037792445	0.812069209257	0.0785903856959
a	0.0337220802364	0.0306814048817	0.740396346419	0.195200141899
m	0.0129272825121	0.0132203058606	0.798254748806	0.175597626966
è	0.0057278202707	0.0056834019202	0.717132729602	0.271456021989
n	0.00523010992357	0.00514001544007	0.443205096534	0.546424773996
a	0.00556470564119	0.00558025624669	0.233878537178	0.754976491332
</S>	0.0038426248206	0.00466429327334	0.129187766089	0.862305295666
