 	non	deve	magniare	la	sera	</S>
e	0.83925242	0.143601615	0.01364150285	0.003064425275	0.000439961795	6.466917e-08
n	0.578541089667	0.276892785	0.0936712066167	0.0450994342583	0.00537619459833	0.000419296907143
è	0.221993452889	0.495818841667	0.212330375539	0.0597930494194	0.00950466653278	0.000559658270481
n	0.11972701763	0.584314213889	0.255469241846	0.0340649351398	0.00622341444426	0.000201186956927
a	0.07184767721	0.44863683963	0.448107997282	0.0288745307133	0.00245185021475	8.10758067173e-05
f	0.0366585597367	0.200594389877	0.731797165761	0.0280139019044	0.00257432453825	0.000361658057981
à	0.0149219929122	0.109578578292	0.836443355254	0.0312348519681	0.00727050584608	0.000550716605994
i	0.0132128809707	0.073725529764	0.639956635085	0.221389981989	0.051404893282	0.000310094835331
t	0.0117307109902	0.0375540252547	0.354688011695	0.377142983996	0.202977131094	0.0159071449918
o	0.0051061478634	0.0161840301149	0.188766710232	0.274595184665	0.494140593698	0.0212073095539
v	0.0019540233378	0.00657058943497	0.0790282440773	0.177491561555	0.686507197899	0.048448384408
r	0.00129831799593	0.00501395717832	0.0484545010258	0.110969380518	0.718512642633	0.115751223136
à	0.00260793756531	0.00616616105944	0.0296846803419	0.0566020591727	0.548545790878	0.356393384379
i	0.0376062280551	0.0354263643531	0.052040498114	0.0916558220576	0.390657110293	0.392613948126
</S>	0.0713710640276	0.0636139121766	0.079731189057	0.144820356029	0.422614775147	0.217848654063
