 	non	ho	dove	d	andare	</S>
e	0.95392385	0.0372272235	0.00854005535	0.0002649668004	4.37812905e-05	1.70722825e-07
n	0.650577426667	0.0961799068333	0.237763896783	0.00481658418347	0.00735521994683	0.00330697109659
è	0.354833285556	0.245660148944	0.378767585594	0.00616569141249	0.0101552739489	0.00441799844153
c	0.265109642852	0.322977042981	0.399855315198	0.0020912826355	0.0066430326163	0.00332368708984
h	0.141169075284	0.423997640994	0.423386331733	0.00157475082517	0.00691420753877	0.00295800628995
o	0.117148068428	0.421227580331	0.421234603911	0.0350890175751	0.00430624121292	0.000994505649717
p	0.074486665476	0.24023615211	0.624671401304	0.046310724925	0.0101779541043	0.00411712070964
u	0.0299983764253	0.107652991503	0.512989076435	0.318109884042	0.0259590460348	0.00529060542988
è	0.0135726379084	0.042849893301	0.219124264812	0.432168996681	0.289846290012	0.00243787696996
n	0.0321781498028	0.0724859051003	0.217147518271	0.17799605756	0.480457730004	0.0197345856233
a	0.0361111296076	0.0764765229434	0.183613944374	0.08604904752	0.558479923335	0.0592693702078
p	0.0121088206225	0.0256247591645	0.0619155261413	0.04695764634	0.794518524445	0.0588747217359
à	0.00407814391083	0.00872572049817	0.0214035050704	0.01979899528	0.803221358148	0.142772308912
o	0.00229787666028	0.00331581326939	0.0078507499468	0.0132551310933	0.543803392716	0.429477019637
</S>	0.00251532243014	0.0021612505347	0.0047307624234	0.0120990030467	0.368434906358	0.610058709818
