 	i	bambini	non	si	vestono	da	soli	</S>
t	0.48048297	0.515929165	0.00046978981	0.0030792543	3.84470643e-05	3.8490516775e-07	5.46845655e-09	6.82645585e-10
a	0.631301356667	0.365876206	0.00038102761	0.00242678938	1.448260188e-05	1.41689665417e-07	4.23802638333e-09	5.35968014247e-10
p	0.548589229889	0.124136513033	0.28932546947	0.03714987394	0.000674699898207	2.91464931528e-05	1.17936900453e-06	9.3903822058e-05
e	0.497760370963	0.051900933711	0.39622401649	0.05303969398	0.000907622846736	4.06034958176e-05	1.57174754661e-06	0.000125205087719
t	0.488739740321	0.0334849365703	0.308824032163	0.0956216193267	0.0715516951629	0.000440906581706	7.88882239397e-06	0.00132919499961
ì	0.220568680107	0.0250518491901	0.493720077388	0.156565336442	0.101756886388	0.000596546300569	1.00929166213e-05	0.00173053588966
a	0.124226420036	0.01658351621	0.626114279129	0.189871565481	0.0423617854627	0.000262086513523	3.4925799771e-06	0.000576856547623
e	0.050968860112	0.00580532241333	0.54389477971	0.36825133516	0.0307128084876	0.000173164981174	1.43576793903e-06	0.000192285859588
n	0.0192614849707	0.00203474105111	0.30671166657	0.420092545053	0.249987924163	0.00155046419706	0.000101767419313	0.000259413568968
i	0.00783180582357	0.000830583087037	0.178372095523	0.428662638351	0.378202038054	0.00566407623235	0.000154929423104	0.000281854557076
n	0.00385524987452	0.000502643082346	0.127419544174	0.383923896117	0.474219476018	0.00925828607745	0.000498197147701	0.000322706069779
d	0.0194585418915	0.0128002590608	0.107986680391	0.205032648706	0.609573125339	0.0441036116925	0.0006281753659	0.00041693666326
ì	0.0246180076972	0.0170347739336	0.10238605013	0.147919576235	0.650189258446	0.0564465288975	0.00109124703863	0.000314556051087
n	0.0133872316324	0.0081356968912	0.06522040271	0.124313395412	0.754674369482	0.0328007779658	0.00122232255388	0.000245847480362
n	0.0108637708775	0.0057818356304	0.0402339909033	0.114355015137	0.771477043161	0.0542696826553	0.00141176295896	0.00160692058345
o	0.0170113186258	0.0069389678768	0.0261000346344	0.110099541712	0.525758336054	0.308849614218	0.00271951391965	0.00252263072782
t	0.0281540462086	0.00983159695893	0.0222243978781	0.166787550571	0.324013513685	0.441338054739	0.00609801173988	0.00155279330927
t	0.0208563985029	0.00717059011964	0.0173024432927	0.162269088524	0.450292927895	0.332629308246	0.00609630983996	0.00338291806976
e	0.00776572228763	0.00301798044988	0.0080526210309	0.074367189508	0.362045387632	0.530081196082	0.00981535087332	0.00485453835659
m	0.00838208378254	0.00416649809329	0.00876674294363	0.0494803215027	0.249958384211	0.658494088694	0.0160953422911	0.00465655078553
a	0.00852015896085	0.0045281152711	0.00898486914788	0.0405690275009	0.218194130404	0.635460666231	0.0737630794304	0.00997996792851
n	0.00407245645362	0.00217841149703	0.0164225005493	0.0235802235003	0.283580879135	0.499925978744	0.158795886477	0.0114436571428
e	0.00252407751787	0.00134761992568	0.0189157578831	0.0158124834334	0.295995225045	0.264984742915	0.380349838826	0.0200702248809
c	0.00383326010596	0.00133125636856	0.0103665959944	0.0165491034111	0.167766180348	0.293852257638	0.466272979609	0.0400283282936
h	0.00864304336865	0.00316994592285	0.00953890983147	0.021676515137	0.144480196783	0.376145992546	0.27591506987	0.160430292765
à	0.00742942092955	0.00300606979628	0.00573153300382	0.012923215279	0.071411755261	0.272925431849	0.321796456623	0.304776084255
t	0.0138615591165	0.00435103642076	0.00989533422794	0.0350549586597	0.084573628087	0.26575725495	0.317366842208	0.269139354752
u	0.0165825770722	0.00521361917359	0.011434191626	0.0427222511866	0.0869966580957	0.26369082165	0.126855211403	0.446504634917
</S>	0.0092586180861	0.00328523513679	0.006132447638	0.0222108580433	0.0436636771478	0.155442630825	0.0684530017015	0.691553492459
