 	lo	ho	finito	di	fare	</S>
t	0.93962072	0.01618885725	0.0440906603	9.52210975e-05	4.30883315e-06	2.53319715e-07
o	0.81668732	0.0860896149167	0.0965353347667	0.0006800144075	7.54583938333e-06	1.768715723e-07
s	0.480137682667	0.171045078306	0.347917878256	0.0008608579455	3.82383664611e-05	2.364208114e-07
p	0.216182336889	0.169867392769	0.613171559419	0.0007310825915	4.7195812487e-05	4.28489970467e-07
ì	0.13450896363	0.119739384256	0.74384015314	0.00166706836383	0.000242626657829	1.82383955682e-06
c	0.0636050825433	0.093001134752	0.837989217713	0.00197897705461	0.00238730738594	0.00103830796352
c	0.169757237514	0.211256221584	0.591005625904	0.0193026187515	0.00722083629531	0.00145752131117
e	0.323101652505	0.243448872528	0.246330523301	0.179608439584	0.0069444387651	0.000566076082057
t	0.245280299502	0.189886432843	0.3440063491	0.218035407528	0.00254888262503	0.000242583202352
s	0.107115691834	0.231030620948	0.431153446367	0.229042356843	0.00136594624501	0.000291900914117
a	0.049480974178	0.165455879679	0.225191627456	0.557537278948	0.00141598904834	0.000918253331372
a	0.0170239464777	0.055266370693	0.0901235618187	0.828077526316	0.00854108664945	0.000967541924457
t	0.0062818821109	0.0240368853343	0.33025607794	0.614871915439	0.0226950682165	0.00185818385549
s	0.00330209853697	0.0163090681114	0.42336513598	0.457726445146	0.0687961640722	0.0305011196185
è	0.00172956347566	0.00823902804713	0.17121292066	0.533998931715	0.161630261357	0.123189349873
k	0.00237571472189	0.00894178202571	0.0874252688867	0.377723230572	0.392793320452	0.130740720291
à	0.00261338686063	0.00918220110857	0.0544285338289	0.185959265857	0.486758073484	0.26105855043
m	0.00556033357354	0.0151382908029	0.0377657948096	0.095410917619	0.545089124495	0.301035537043
i	0.00738942249118	0.0170755685376	0.0318143513999	0.0551272092063	0.475403178165	0.413190265914
</S>	0.00502760069559	0.0085881266738	0.0160230013949	0.0328454446032	0.263965644083	0.673550182957
