 	ho	finito	di	scrivere	</S>
s	0.374074295	0.62405938	0.00179979535	6.60663008e-05	5.355251e-07
p	0.149474625	0.791221026667	0.0592769639167	2.70304531333e-05	4.19653566667e-07
ì	0.0597399423333	0.849144708889	0.0910864336389	2.87133047111e-05	2.39498128889e-07
c	0.0403285081111	0.911312436296	0.048054096213	0.000178355162904	0.000126591200116
c	0.168880966037	0.684594798765	0.144605588071	0.0017431006943	0.000175504770039
e	0.200991661012	0.311213249588	0.485602096024	0.0021274085441	6.56023870797e-05
t	0.102283386004	0.403838813196	0.493063503341	0.000773165157367	4.12090350932e-05
s	0.076775476668	0.461952306065	0.459175172447	0.00203996638246	5.71355406977e-05
a	0.0399875983493	0.197403520688	0.759061390816	0.00336490459415	0.000182611956899
à	0.0137051523764	0.146604827229	0.829290863605	0.0101820966647	0.000217093667633
t	0.0443327472588	0.347388299076	0.572581754535	0.0354036695549	0.000293555194544
s	0.0549200917196	0.342171288025	0.301118788178	0.188583679852	0.113206152465
e	0.0192234876065	0.122157291008	0.288588442726	0.347456723284	0.222574057488
g	0.0074536369355	0.0453465636693	0.231809046909	0.567475051095	0.147915722829
r	0.0033456070785	0.0178324536898	0.0965369049697	0.821472220365	0.0608128276097
à	0.00138815220617	0.00692755782993	0.0443811394899	0.758367536788	0.188935612203
t	0.0366235674821	0.130221380077	0.04030193433	0.564849125596	0.228003978401
s	0.048331310494	0.171185340826	0.03860074911	0.407335438532	0.334547150467
i	0.0165564932647	0.0581719405753	0.0172785447033	0.219272935844	0.688720100156
</S>	0.00879891928235	0.0300101595376	0.0135958833517	0.116129257422	0.831465800078
