 	da	da	un	famoso	poeta	</S>
p	0.93947653	0.0540914365	0.0044818234	0.00115835870455	0.00011415743525	0.000677726511517
u	0.751791916667	0.2287623155	0.0174235641333	0.00120688517818	0.00013761646175	0.000677742155016
s	0.420677717222	0.523131591833	0.0395919170444	0.0146791569361	0.000329951703917	0.00158976180285
s	0.329619124074	0.584350630611	0.0645218396815	0.019236643072	0.000375958034306	0.00189589665255
è	0.295306224691	0.599682943537	0.0975648882272	0.00666918525067	0.000142508483769	0.000634288740597
n	0.16745797023	0.692330464512	0.133043879409	0.00337116331689	0.00062215640059	0.00317441138501
a	0.10135212741	0.549194704837	0.336906579803	0.0075652938723	0.00096010814353	0.00402124489112
f	0.04450098747	0.345781641612	0.532156769934	0.0293878739574	0.0310702346245	0.0171025157265
a	0.0227489102233	0.211997144871	0.609295423311	0.0835148059858	0.0508651705415	0.0215785221155
m	0.0107154312411	0.0953296016237	0.47164047977	0.146125011995	0.256797009181	0.0193924195785
ò	0.00686938984703	0.0489772545412	0.396620765257	0.185505437332	0.34089593506	0.0211311849262
s	0.045739422949	0.0858181365137	0.482571255086	0.202138775777	0.169806913687	0.0139255060421
o	0.057797418883	0.0890887515046	0.302200421695	0.194639725259	0.324833911229	0.0314398046807
p	0.021085684571	0.0326377742015	0.113055257965	0.138526676086	0.65456165041	0.0401329782269
o	0.007210646917	0.0114783511005	0.0407495405217	0.0873456130287	0.81608188347	0.037133994409
è	0.003891518989	0.00767707870017	0.0256312739739	0.0736079766762	0.857166427823	0.032025736803
t	0.014344845663	0.0207358975667	0.0398670379913	0.0930437445587	0.780658809274	0.051349672601
a	0.0164702355	0.0215375010389	0.0345609777171	0.0810399495529	0.493937466425	0.352453900867
</S>	0.0082445766685	0.0107862157944	0.0173181964385	0.0416189618265	0.299243378213	0.622788700433
