 	ieri	abbiamo	deciso	di	andare	al	mare	tutti	ma	mio	fratello	non	voleva	venire	</S>
e	0.99454427	0.00427576665	0.000402873213	0.000762085333	1.044035005e-05	3.2121007755e-06	3.802285883e-10	1.4756101e-07	3.190706989e-08	1.810784125e-07	1.740438385e-09	1.04670338e-06	4.979066e-10	1.91338157e-09	5.63325041e-10
t	0.909240266667	0.0902217867167	0.000245476193	0.000274784947333	4.34274951667e-06	1.08825114117e-06	8.40234321633e-10	8.64055236667e-07	2.80494802233e-08	3.339428925e-07	2.23225355385e-07	5.08657388e-06	5.3731066629e-06	2.5293822529e-07	1.66015524741e-07
t	0.837403422222	0.160288158906	0.00206797554433	0.000222287946778	2.20875810556e-06	3.7885504039e-07	9.92584052338e-10	1.07042442851e-06	2.66720748501e-08	3.64960766332e-07	2.96913257348e-07	6.18514844414e-06	7.16376288786e-06	3.35420288537e-07	2.21150050736e-07
è	0.576157281074	0.420642542969	0.00299622184811	0.000197789972593	8.88906945187e-07	1.3335222013e-07	3.31095037016e-10	3.57085552461e-07	8.9316130657e-09	1.21757223119e-07	9.897109191e-08	2.06221766272e-06	2.3879209633e-06	1.11806772946e-07	7.37166930066e-08
d	0.248576494025	0.739335614323	0.011750533616	0.000329359951198	5.8630997584e-06	2.33684252377e-07	4.36629220115e-10	1.29804919487e-07	1.02218460286e-08	4.8656721883e-08	3.40745386444e-08	7.0311944544e-07	7.96044232074e-07	3.7308641509e-08	1.40873267941e-07
e	0.136309951675	0.616219904774	0.246919205872	0.000540283903733	9.31900958613e-06	4.50918917459e-07	7.63995406705e-10	6.50569171623e-08	1.69611216762e-08	4.42314126277e-08	1.24432853408e-08	2.66231407147e-07	2.65418969315e-07	1.24767598241e-08	1.63258794024e-07
c	0.057795554225	0.303447597091	0.626942225291	0.0116532825012	0.000156827672195	3.92445620582e-06	3.4199430689e-09	5.26820863874e-08	4.17433272254e-08	4.49400692092e-08	8.0367321396e-09	1.14971814716e-07	8.85072751091e-08	4.18540247583e-09	2.18057289385e-07
i	0.027011544875	0.141695507864	0.815026165097	0.0160494627671	0.000211570104065	5.29580120194e-06	7.78938102297e-09	4.24017554625e-08	5.06665324085e-08	2.76143852364e-08	6.56741138973e-09	4.9369099372e-08	2.9536794875e-08	1.42385388961e-09	2.3632347939e-07
d	0.0161429960917	0.105579117621	0.790758488366	0.078593652189	0.00844644612802	0.000436058470534	4.54907463674e-07	1.78139693315e-06	3.56789480747e-06	4.64220482245e-07	1.48888812473e-07	5.20916346591e-07	1.0330502167e-08	3.82321544754e-09	3.62724728527e-05
è	0.0110555464306	0.0811765908737	0.792228562789	0.10362915173	0.0112627284093	0.000589850970178	6.02566567725e-07	2.38069501938e-06	4.75214686682e-06	6.10112605748e-07	1.96647450958e-07	6.82079444864e-07	3.931407476e-09	4.62355726235e-09	4.82845231269e-05
t	0.0106384682102	0.0517554226579	0.714432107596	0.215787871577	0.00703542016977	0.000330118583393	2.81523455742e-07	1.09215804813e-06	2.02533248661e-06	2.41029123583e-07	1.66394090453e-07	2.73431147621e-07	1.34999876233e-09	1.56276773728e-09	1.64761754516e-05
s	0.0106343396701	0.019725260686	0.666740979199	0.295739183859	0.00673898872326	0.000407489707798	4.21799357191e-06	1.20503631604e-06	2.0479882622e-06	1.53702823194e-07	1.56153512151e-07	1.3927915754e-07	4.89352660443e-10	1.06626038243e-09	5.87345606919e-06
a	0.0049708198567	0.0107654632287	0.5343375764	0.417960787953	0.0280798575744	0.0036981920026	0.000177327868524	2.99099870535e-06	4.76328825407e-06	2.04715073065e-07	5.23353738903e-08	8.15446828467e-08	1.83555719814e-10	1.16565226081e-09	1.95790908394e-06
m	0.0051432637189	0.00629680137623	0.243340682133	0.664621379318	0.0698128791915	0.0105261330009	0.000234420537508	1.02520144685e-05	1.2104617418e-05	7.29284584355e-07	2.5332225247e-07	2.11693419616e-07	1.71517506605e-10	9.6976572027e-10	9.3833960353e-07
o	0.00437260656297	0.00358944492541	0.142349044044	0.732176196439	0.0992749113972	0.0177344040003	0.000456289237169	2.13893438228e-05	2.32179024727e-05	1.23658246145e-06	3.2143034509e-07	3.73596429872e-07	4.88701658868e-10	3.66880034009e-09	5.98861078343e-07
n	0.00338465044432	0.0250922380418	0.097706171348	0.663326068813	0.155551488799	0.0537176476668	0.00053579660339	0.000252617436941	0.000336425787491	2.80850648538e-05	6.17297694263e-06	5.29025850333e-05	2.1381516653e-08	2.43901459467e-08	9.70402703661e-06
a	0.00301929473477	0.0330938782473	0.0582481835493	0.445328532938	0.2824067896	0.173261575889	0.0030500612588	0.000789857845647	0.000665126562497	4.35990702846e-05	8.22657103754e-06	7.20436226778e-05	3.4131083551e-08	4.45889373156e-08	1.27387280134e-05
p	0.00178026419826	0.0132769789491	0.0276136329498	0.268108920979	0.405643426533	0.27613428863	0.00406808645293	0.00125789044855	0.0016544057875	9.44441867615e-05	0.000155240329736	6.34524268926e-05	4.5922272517e-08	1.25150064439e-07	0.000148827603006
à	0.00125851807942	0.0061855951497	0.0188392986499	0.210331430326	0.424939768844	0.33242889621	0.00240864931764	0.00114613401618	0.00185577001583	0.000106868744187	0.000244586563245	6.00999990309e-05	7.91436975057e-08	1.7065114148e-07	0.000194198206003
m	0.00452600900647	0.00478613058323	0.0237995978833	0.213770960109	0.380254162948	0.367189068737	0.00241779697255	0.00141921573873	0.00147803682528	9.99366099957e-05	0.000155627214415	3.37508614103e-05	7.56017925019e-08	2.55215523827e-07	6.94348615023e-05
e	0.00559377958216	0.00315724224441	0.0226151119944	0.161649336036	0.317069194316	0.392957662912	0.0875236357242	0.00497150007958	0.00414738877509	0.000173695039999	8.72705823383e-05	2.57880391368e-05	1.30276464167e-07	3.44829384609e-07	2.79652657174e-05
s	0.00302435527405	0.0019843040648	0.00971844353147	0.0872113513453	0.308336351439	0.450047570971	0.116246969908	0.0132019100265	0.00836228125836	0.00040490111	0.00136533920498	6.06735950456e-05	2.43949374722e-07	2.74974381536e-07	3.50720126225e-05
i	0.00213402700535	0.00158453335493	0.00518086518049	0.0539458537818	0.260251897146	0.408134543657	0.109144354636	0.127759910009	0.0272620880861	0.00259836248	0.00180462675599	0.000156655978349	1.96753630491e-06	3.01064392718e-06	3.73281360648e-05
t	0.000994366749117	0.000732643261643	0.0022356499635	0.0259663805939	0.180715879049	0.331857787886	0.112600418212	0.24130506667	0.0619260006954	0.00749036472667	0.0334117860397	0.00063940255945	8.7390677683e-06	5.86730024239e-06	0.000109636247212
à	0.000602786863106	0.000437588250548	0.00123020523517	0.0152787151646	0.136252494683	0.263697995962	0.0531387060707	0.414546405557	0.0595263522318	0.00790195400889	0.0461252670132	0.00105261621982	3.18367222561e-05	4.30462325141e-05	0.000134017822304
l	0.000617104101102	0.00157519917018	0.00126272922572	0.0100931580215	0.105675766561	0.289956901987	0.0480258340236	0.465049391852	0.0488452060773	0.0053720384363	0.0223413950044	0.000988881506607	4.06517794187e-05	7.5612470838e-05	8.0131472668e-05
a	0.00132361616703	0.00314977085673	0.00189799537524	0.00971787300717	0.0876693865203	0.285281430662	0.111264986675	0.268017860617	0.197696525359	0.0166963981454	0.0157481643348	0.0011016818022	0.00026743174514	8.54664122793e-05	8.14245228893e-05
s	0.00362956732234	0.00506029675224	0.00292402859175	0.0109359596691	0.0584308465068	0.177311806887	0.119397326225	0.277821676872	0.300453161786	0.0302049517151	0.0121600854449	0.00120883750073	0.00034164183838	7.14024734264e-05	4.84167321298e-05
s	0.00373495840211	0.00451607598408	0.00272085835725	0.010507264223	0.0512321788356	0.170357462296	0.145219802742	0.354279882291	0.216044210595	0.0321722095717	0.0080024265483	0.000967120880243	0.00013437281046	8.93847118088e-05	2.17947952099e-05
a	0.00128963055437	0.00155842100936	0.000994170790417	0.004359874451	0.0281659351119	0.129869534765	0.189573164247	0.331261300764	0.234904040198	0.0714467398572	0.00342182108277	0.00259303767341	0.000358374854487	0.00017758623727	2.63958384033e-05
ò	0.00043748277579	0.000591279944453	0.000337793718472	0.001546453437	0.011503805404	0.0566360229217	0.109970049949	0.514213556921	0.218409772399	0.0790525311191	0.00275114886092	0.00385954329114	0.000480971111496	0.000185335465757	2.42842924544e-05
l	0.0032632503906	0.00220166530815	0.00381418471649	0.00608945372233	0.0169974540013	0.0451541229739	0.055712415183	0.538413118974	0.237504603133	0.0636369882064	0.022919888287	0.00321191876371	0.000432344577165	0.000428871801919	0.000219759723805
i	0.00420864810053	0.00268047436705	0.0049792355115	0.00764102570744	0.0187836806671	0.044464015658	0.0788891717277	0.305711102991	0.369915717711	0.123342649402	0.0299189855623	0.0050266951879	0.00279278099239	0.000828538433973	0.000817315341268
m	0.00158915472384	0.000984510786683	0.00206057344317	0.00329286326915	0.0101274985557	0.0338235135527	0.0970428639092	0.222374850997	0.40308944257	0.189492983134	0.0227554593208	0.00589402629597	0.0039952229308	0.00256286234466	0.000914195957089
a	0.000715252585947	0.000418100952894	0.00108818305572	0.00183964438972	0.0072332790519	0.0306625171842	0.111096341303	0.191237436999	0.401758800857	0.214957994378	0.0223278837736	0.00553408399866	0.00605368291027	0.00336185351489	0.00171494852903
t	0.000965612486649	0.000751751308298	0.00119092692657	0.00281851109657	0.0105990032173	0.0375204133947	0.0941261297677	0.179265699	0.383208066952	0.190255164793	0.0839768905912	0.00533739393289	0.00627361511342	0.00174211383496	0.00196868321968
o	0.00104634282608	0.000863728265433	0.00121846836769	0.00310108620786	0.0110563127358	0.0330795705649	0.0434704932559	0.179201366333	0.336178622317	0.216999708264	0.104003116197	0.037915250911	0.0207537023478	0.00735547667499	0.00375670404989
n	0.000359321644893	0.000330881704478	0.000419717918063	0.00108796149829	0.00429674504193	0.0138849888216	0.0240395884186	0.190710952111	0.285413017439	0.226764899421	0.156916738066	0.0512044439703	0.0296120394493	0.0100059473583	0.00495270101663
a	0.000130870777964	0.000164658541493	0.000153582867688	0.000413588237097	0.00197512597731	0.00685687654053	0.0127356528729	0.166303134037	0.230863175813	0.19551454314	0.179316966355	0.0996493983234	0.0707111884831	0.0284147025861	0.00679651433888
d	9.51281433213e-05	0.000135391063831	0.000211308324229	0.000310825663366	0.00155155095577	0.00500026541351	0.0085176270243	0.0992231780123	0.185275575271	0.164995887713	0.293515742452	0.113471449174	0.084736607161	0.0356320005287	0.00732746761296
e	8.97015601071e-05	0.000123055745944	0.000240013233076	0.000302674657789	0.00156784061859	0.00564467463784	0.0164854030081	0.0658558173374	0.203320588424	0.171572769238	0.348255647484	0.051417651458	0.073293273387	0.0198796325096	0.0419512730377
r	5.40143590357e-05	0.000197830753315	0.000132769082692	0.00018390585593	0.0010969724062	0.00574677371261	0.017326165736	0.0493322484458	0.169948884475	0.155082383079	0.436504732495	0.0302280633527	0.0680175297957	0.0132173691699	0.0529303841426
f	0.000731596806345	0.000904605194438	0.00188869068423	0.00131402241864	0.0036072078354	0.0125362137375	0.0437475219787	0.0481262408153	0.132758183158	0.111817967693	0.488124190832	0.0131814759842	0.0394256942652	0.06913399039	0.0327024058442
ò	0.000948287719115	0.00101685479981	0.00244349375808	0.00165747910555	0.00416638164513	0.0130471639458	0.0535205324262	0.0439967827718	0.113752084386	0.0949333418977	0.482501326944	0.00736655989473	0.0374611444217	0.08943341813	0.0537551519481
m	0.01566337169	0.0145689152349	0.0616490055494	0.0156216427345	0.0213109185817	0.0248920596819	0.0322250825754	0.0394728734239	0.0902234447953	0.0623896532992	0.488534488981	0.00441662436491	0.0256545223406	0.0574786060433	0.0458987998827
u	0.02080062778	0.0192943140583	0.0815105099898	0.0204431774448	0.0272648979606	0.0291295719606	0.0267270901918	0.0400100801413	0.0996714162651	0.0790942277664	0.218608088094	0.0342488352883	0.0290722489802	0.0690911173478	0.205033790528
è	0.00739844906333	0.0093852376661	0.0274836837166	0.00726750524827	0.0102575458869	0.0130170715535	0.0153077050639	0.0509570757138	0.123567686755	0.101463455922	0.109535421131	0.0942486450961	0.0858869076601	0.0781704457826	0.266053116509
t	0.00523656060778	0.00728290312203	0.0109099464855	0.00511762818276	0.00766791709563	0.00881918735117	0.0149446063546	0.118646975238	0.148984198918	0.131315011974	0.0802918477103	0.103061933032	0.09616501322	0.116993261928	0.14456293517
e	0.00443208558593	0.00395687120068	0.0052523930885	0.00421575307759	0.00608260793188	0.00511067111706	0.0131872862849	0.111496019746	0.110925831306	0.134963112658	0.0349991319668	0.133502582344	0.0457010644067	0.124109117309	0.262065445057
s	0.00183904214531	0.00170847361356	0.00190556342283	0.0017136045092	0.00272233211063	0.00237477943902	0.00751643626163	0.092422694582	0.0725040674353	0.121673361553	0.0141006427189	0.169186427448	0.0308040208022	0.177032889103	0.302495665019
e	0.00083662490877	0.00086976732652	0.000748939873443	0.0008003274944	0.00149129766021	0.00125467253301	0.00448831825388	0.0900381125273	0.0512207261451	0.106541395851	0.00738694743963	0.220037599149	0.0406748022674	0.248634913034	0.224975521673
n	0.000435631723257	0.000679109177507	0.000361515496981	0.0004741505128	0.0011283310434	0.00118965716434	0.00362198148463	0.0864845385091	0.0622590070484	0.124408865284	0.0142038063465	0.24192965305	0.0612134160891	0.229734354345	0.171875917224
a	0.000300638330752	0.000620719603169	0.000232070771327	0.0003640204236	0.00100110102313	0.00115077925811	0.00313802042821	0.0818542441697	0.0626703646828	0.118697937095	0.0171271796155	0.226866591017	0.0830593920297	0.245500454782	0.157416452408
r	0.000457622573251	0.000837687311723	0.000541960656109	0.000702217270533	0.00174353758304	0.00243631978937	0.00436288584274	0.0541335060566	0.0886163205609	0.121696681032	0.0562325467052	0.194549547006	0.0987455740099	0.226366731594	0.148576855469
t	0.00057474803775	0.00104975120391	0.000750142238703	0.000937095450178	0.00230609079435	0.00400386252979	0.00853124694758	0.0478637763522	0.11541841852	0.143368890344	0.142379218902	0.0935161673353	0.10353305467	0.151834423865	0.18393309649
i	0.00028621617425	0.00054027590797	0.000372953934568	0.000464289090059	0.00114480481478	0.0026240855766	0.00717298854919	0.0237451522174	0.0655439315067	0.089378796448	0.121833965667	0.0563507451118	0.0786270885567	0.105591237955	0.44632343883
</S>	0.000182194309625	0.000319255763985	0.000210752819784	0.00027001426503	0.00063840033239	0.0014664037383	0.00415821212459	0.0129462747587	0.0385734562533	0.054987427724	0.0613963318835	0.0581468340559	0.0548975397784	0.0861087239775	0.625698139415
