 	quando	è	arrivato	Giovanni	Anna	stava	ancora	cucinando	</S>
m	0.99273493	0.0063692605	0.00032984619	0.000556966335	5.47182885e-06	9.9051529e-08	1.141854275e-08	3.11086669385e-06	2.9697473213e-07
ò	0.91860925	0.0784588935	0.00212811938	0.000795234645	4.98613928333e-06	9.50583489e-08	3.17338439167e-08	3.11066114062e-06	2.96922681703e-07
t	0.847952323333	0.146725787833	0.00440056849333	0.000917954248333	2.01100441444e-06	3.44252697333e-08	3.17750708126e-08	1.03692381139e-06	2.64165244894e-07
t	0.640603544444	0.340573375944	0.0180648653978	0.000756844416111	7.43221658813e-07	1.19790148111e-08	1.06093204595e-08	3.45677225736e-07	2.53245390257e-07
e	0.290076158648	0.603457125315	0.105800033799	0.00066620350537	2.57676363938e-07	4.38198987037e-09	2.34889025015e-08	1.15225815396e-07	8.44164121366e-08
è	0.118962565049	0.723644308438	0.1395180996	0.0178665257351	8.39888173165e-06	4.34469475235e-08	3.08775388338e-08	3.84138717906e-08	2.84396730044e-08
s	0.114528686683	0.703103952813	0.118256144867	0.064099347245	1.16830594772e-05	5.73653731745e-08	1.34079670466e-08	1.28100643947e-08	1.08552619868e-07
t	0.0999249562277	0.557633784271	0.272579204956	0.0698571590817	4.6963038424e-06	2.54376853915e-08	5.02482895087e-09	4.27030069629e-09	1.35686743989e-07
a	0.0387955934426	0.35644073809	0.549943534985	0.0548173663606	2.6451666308e-06	1.87768294638e-08	2.1555366817e-08	1.42491132922e-09	4.67885068963e-08
s	0.0157431463809	0.15926448603	0.494930951662	0.329950145454	0.00010760587911	3.79507417155e-07	2.68269858723e-08	5.07322585007e-10	3.21640550383e-06
e	0.0077116303603	0.0656186643433	0.234788999221	0.691442298485	0.000431838213037	1.96061657239e-06	3.34637112224e-07	2.72346926669e-10	4.27432149511e-06
o	0.00271186613143	0.0249490344144	0.11655500724	0.846671546162	0.00906494828435	4.35945031908e-05	2.61463917074e-06	1.24372172889e-09	1.43027821354e-06
G	0.0160933666885	0.0182084344381	0.11086185458	0.809351612054	0.0444590930948	0.00029986455773	3.25087407025e-06	6.6032180343e-08	0.000722513790459
i	0.0209703009962	0.0194573218127	0.14389458286	0.748894587351	0.0652125210316	0.00055878442591	3.55043782368e-05	5.90352539345e-06	0.000970488519153
u	0.0076640241854	0.0104605982376	0.0854731458867	0.578780129117	0.313572820344	0.0036058258653	0.000104223512746	8.03274444115e-06	0.000331130592851
v	0.00776612381513	0.0053517374792	0.0397638762289	0.281448376372	0.653921023448	0.0082845289551	9.48379018153e-05	3.80896999038e-06	0.00336564642842
à	0.00783271107171	0.00405224365973	0.0260109496096	0.171937962124	0.774388677816	0.0113382683184	4.77065865051e-05	3.36310376346e-06	0.00438812876481
