 	ha	che	sono	usciti	</S>
è	0.489248749	0.43956316	0.0711814348	3.32548265e-06	3.24749135e-06
n	0.188233854333	0.724454976667	0.0873005696	3.29625915e-06	7.24218461667e-06
a	0.0859839767777	0.866446548889	0.0475611777333	1.48352444667e-06	6.77693071089e-06
g	0.0596404122592	0.870490282963	0.0653690757778	1.22477797122e-05	0.00448793711241
u	0.0631980540864	0.845155577654	0.0844423085926	0.000832322283237	0.0063717356708
ì	0.0372086926621	0.654154412551	0.303929432864	0.00198358642775	0.00272390899027
k	0.048675528854	0.397358087517	0.531068744288	0.00184301537592	0.0210546224634
a	0.0732113562847	0.298958489172	0.510910448096	0.077277697692	0.0396420301545
n	0.0619261964282	0.224893959724	0.568892632699	0.111659051897	0.0326281700515
e	0.0388200026094	0.150016259908	0.4505871209	0.333718146632	0.0268584580172
</S>	0.0224109005047	0.086893714954	0.26606945045	0.597313723316	0.0273122180086
