 	voglio	un	forno	che	vende	rustici	</S>
t	0.9823796	0.016716685	0.000534152235	0.00036919773	3.512193535e-07	5.37351865e-09	7.5097558e-09
è	0.9623618	0.030738507	0.00641381742167	0.000485675246667	2.02557786833e-07	2.54073265667e-09	2.74055552e-09
l	0.878927866667	0.09431332	0.0259999491406	0.000743414085556	2.92409732894e-06	1.01538456892e-07	1.24728179842e-05
o	0.588973922222	0.36175079	0.0480307613802	0.00122385361519	3.93545787631e-06	1.34574944827e-07	1.66296483958e-05
è	0.245379661741	0.49122128	0.26186574046	0.0015256268384	2.04742535877e-06	4.9157520139e-08	5.56908464167e-06
n	0.113104309914	0.43713726	0.44697930682	0.00277183474613	4.70021608626e-06	2.89275903797e-08	2.53598882256e-06
a	0.0670517063047	0.369425313333	0.537740382273	0.0257578302487	2.32330896954e-05	1.98104434599e-08	1.51079053652e-06
f	0.0264501901016	0.214443107778	0.706644470758	0.0518975827496	0.000413549327565	4.38587902349e-06	0.000146720129941
ù	0.0114406522672	0.146461557259	0.791820443586	0.0491186709165	0.000906733142522	4.22885966745e-05	0.00020963638198
r	0.0104414319891	0.126220495753	0.763366857862	0.0970241826388	0.00271984984751	5.89230912248e-05	0.00016826381266
n	0.0113863533297	0.102371527251	0.657454552621	0.21097363088	0.0161403726158	0.000187218862742	0.00148637611755
o	0.00928719444323	0.059119046417	0.416362834207	0.466309630293	0.0467211198719	0.000292613567581	0.00190754845252
k	0.0175887071477	0.0554099028057	0.237298741402	0.614896253431	0.0689093532906	0.00311804296919	0.00277900189751
a	0.0175162867159	0.0517449618352	0.181763655801	0.62532471781	0.11415982443	0.00606135488973	0.0034292339325
p	0.00822659943863	0.0321796801784	0.176126037267	0.53431276927	0.134909268143	0.0801296041966	0.0341160559442
u	0.00511845401288	0.0251947506261	0.166177901089	0.406514996423	0.226298192714	0.122570794732	0.0481249356481
l	0.00296067967096	0.0145739637754	0.0976299090297	0.305781923474	0.239202396571	0.301703028244	0.038148141216
ì	0.00190578489699	0.0101572179751	0.0677411702099	0.126554594491	0.105461410524	0.653644539415	0.034535295072
r	0.001094620239	0.0046442718417	0.0259729976033	0.058326521497	0.126784176175	0.751765183138	0.031412229024
ù	0.000881598413	0.00286635116057	0.0119089307344	0.0338860628323	0.137493207725	0.714570981046	0.098392893008
s	0.0464627345377	0.0238767734669	0.0199829247781	0.0805398186108	0.196482458242	0.490307059682	0.142348251003
t	0.0616119972792	0.0308002245723	0.0224096082327	0.0947222127703	0.215211626081	0.173570545294	0.401673767001
i	0.0209670183931	0.0105432139741	0.00787433216423	0.0375354698234	0.0944910543603	0.058369344898	0.770219539
k	0.00992283483103	0.0070920820247	0.00783363516808	0.0314970236078	0.0995620404534	0.157976518699	0.686115863
u	0.00588955553368	0.0057592332349	0.00759726953603	0.0254543307359	0.0988030051511	0.220792509566	0.635704104333
</S>	0.00298895090184	0.00293031795745	0.00391402898802	0.013766127668	0.0572149050756	0.155327259783	0.763858402167
