 	lo	sentii	ee	che	arrivava	</S>
t	0.96661773	0.0221284455	0.01093741395	0.00031483117	1.56504715e-06	5.07222795e-09
o	0.69607718	0.1117770175	0.190814207983	0.00132853057	3.05744105e-06	3.287195171e-09
n	0.281489677067	0.142094771167	0.574247202661	0.00204593042333	0.000122156766683	2.35176211711e-07
ì	0.0948203772557	0.0554726030557	0.848053980887	0.00149266090778	0.000160015286948	3.13244280204e-07
k	0.0594826802519	0.0470941783519	0.831022856962	0.0610101031026	0.00137909811704	1.10437762364e-05
u	0.245865193417	0.153455039451	0.517909667654	0.0809697714675	0.00178571611485	1.46228393568e-05
s	0.338675574472	0.19228524315	0.406398754551	0.0618525059225	0.00078274744745	5.14750368027e-06
a	0.171784926324	0.0945349723833	0.631105718184	0.100846623641	0.00172541671582	2.27448766342e-06
e	0.058180281458	0.0361542834278	0.714018372728	0.188889311214	0.00275628423861	1.42547517447e-06
e	0.019452611891	0.0122863717226	0.579511510909	0.381212850405	0.00753159607954	5.06378152482e-06
k	0.006503996127	0.0041601407422	0.31190474552	0.338130783002	0.338837710693	0.000462647140842
a	0.002530346984	0.0020406976354	0.110504818723	0.158541080534	0.702536926898	0.0238461551803
è	0.00140963769467	0.0021941578118	0.067974461241	0.289657280178	0.606313665633	0.0324508097268
s	0.000883225031557	0.00174477356393	0.0490662078803	0.306410875726	0.614268321878	0.0276265912423
t	0.000518085118186	0.000750172947977	0.0182179794734	0.120176655809	0.545284283959	0.315052817081
a	0.000578638847062	0.000576589992659	0.00726553887113	0.0427548879697	0.304348877986	0.644475439027
z	0.00245827541569	0.00224832177422	0.00757688095704	0.0357431881232	0.373274899329	0.578698419676
z	0.00293223615523	0.00271556330807	0.00704994425235	0.0371026260411	0.391134166443	0.559065479892
e	0.00128425340174	0.00117606965269	0.00294428610078	0.0179206167137	0.214767608814	0.761907159964
</S>	0.00074566520087	0.000675647076345	0.00169690167539	0.00972388190685	0.120050334407	0.867107529982
