 	non	sapeva	dove	a	stare	</S>
e	0.610692075	0.37633775	0.0101726575	0.0027615532	3.5867694425e-05	5.25992935e-08
n	0.381893494	0.570774366667	0.0459178535	0.0012053569	2.10183090917e-05	0.000187889558887
ì	0.133892884	0.811812355556	0.0534544823667	0.000573735044333	1.59845452256e-05	0.000250548643392
s	0.0748774616667	0.880471085185	0.0439655006556	0.000592434592444	5.4612703702e-06	8.8037874894e-05
s	0.102350763889	0.670477401728	0.205209205552	0.0205256218975	0.00140224004322	3.47398175647e-05
e	0.173562087963	0.377606630576	0.416989451851	0.0295312072992	0.00228106994774	2.95416051216e-05
r	0.156727240654	0.335116340192	0.469194437284	0.0377472167664	0.00118098255191	3.38134083739e-05
e	0.0630651555513	0.275246626731	0.550852432428	0.103946388922	0.00682763648664	6.17602061246e-05
p	0.0250095208504	0.115199940244	0.526358267476	0.245347986307	0.00879308811888	0.0792911607754
u	0.0106333482168	0.0525639363147	0.290603683825	0.256748108769	0.282309573996	0.107141342925
n	0.0112252656723	0.0641984570049	0.190868625942	0.28139594959	0.375523298765	0.0767883803083
a	0.0116464859241	0.0685498809016	0.145946247314	0.278668097197	0.425494953688	0.0696943217694
s	0.00897351534137	0.0344469928672	0.114681571105	0.240795939732	0.440246992149	0.160855042256
t	0.00740083104712	0.0215176345224	0.0970281363683	0.222626071244	0.40241481497	0.249012594085
a	0.00283210154904	0.00774615411747	0.0344053738561	0.0897026139813	0.694869281657	0.170444553362
s	0.00118172786835	0.00287814746616	0.0123484285054	0.0314374252904	0.536916504791	0.415237836454
ì	0.00040345400945	0.00097259894972	0.0041553557518	0.0106144527768	0.179191031669	0.804663145485
</S>	0.000210644956725	0.00050041459086	0.0021001300209	0.0054508503134	0.0899217945845	0.901816172743
