 	ora	io	sto	studiando	di	diventare	medico	</S>
à	0.99655202	0.00033160065	0.00306013549	3.204308473e-05	2.426108313e-05	4.896565815e-09	4.691018525e-10	3.2987999e-10
r	0.97309211	0.02413260855	0.00274874815667	1.52564030633e-05	1.088664613e-05	4.5843958815e-08	1.19292772706e-07	2.8149607449e-07
t	0.951749693333	0.0360771961833	0.0121558730522	1.03023278878e-05	6.38047903667e-06	5.9514257325e-08	1.58918107722e-07	3.76228244563e-07
e	0.959537831111	0.0174409859611	0.0229981336841	2.00567688293e-05	2.77453223889e-06	1.99418866783e-08	5.30200801254e-08	1.2647606293e-07
n	0.803531697037	0.137022095887	0.059336261228	0.000106448557276	3.32450911296e-06	7.09342164277e-09	1.79032348966e-08	6.8019442652e-08
a	0.598764932346	0.282397418629	0.117943013743	0.000879471862425	1.50528485043e-05	7.53020611426e-09	6.22391030653e-09	4.85643666007e-08
i	0.380285736782	0.49374492621	0.121481921248	0.00442909302081	5.82728818348e-05	4.45237347048e-08	2.33248405318e-09	1.63448418636e-08
v	0.137637088947	0.731976575403	0.103137733749	0.0268902220069	0.000345595560612	2.90910661568e-07	4.83242884084e-07	1.20581592746e-05
ò	0.047838422669	0.629087851801	0.269179937916	0.0534215393356	0.000454814070204	7.51041220523e-07	6.45652950261e-07	1.60749667362e-05
s	0.024883188223	0.347949859267	0.527138245972	0.0994164784452	0.000567053706735	8.39396056841e-07	3.32397185654e-07	4.40022775567e-05
t	0.0165724213077	0.156718248422	0.588606135324	0.236136932815	0.00190525966891	4.58532633561e-06	6.63469808551e-07	5.57469031856e-05
è	0.0067716889359	0.066055070474	0.429297041775	0.494378657605	0.00346447222297	1.12469037785e-05	7.04579336184e-07	2.11074111952e-05
o	0.00294626481197	0.0239199256913	0.215494365258	0.734218489202	0.0232917654077	0.000121400589593	6.21644445395e-07	7.1572226234e-06
s	0.00834110283732	0.0175150224304	0.137811806419	0.788762276401	0.0473853468026	0.000178170479864	8.99071281798e-07	5.35468129947e-06
t	0.0100224503124	0.0156274113101	0.11998134014	0.798555295467	0.0555566239342	0.000240898389955	7.49244909393e-06	8.44105843316e-06
u	0.0038725574708	0.00661031983337	0.0646915617133	0.704430911822	0.218853667978	0.00150602830999	1.41543120313e-05	2.07427564777e-05
d	0.00169345665693	0.00345560740779	0.0319523062378	0.613434137274	0.343199142659	0.00414903597	0.00165156630634	0.000464703105493
i	0.000973049968977	0.0024260030626	0.0201741418793	0.570508955758	0.39152808422	0.01106489919	0.00244676018211	0.000878093981831
è	0.000876575039659	0.00443815938087	0.0122862824264	0.525633485253	0.421440191407	0.0335845410633	0.0011558241407	0.00058492139061
o	0.00110205184655	0.00513808181696	0.0076340362088	0.381753714751	0.435864093802	0.166858845021	0.00134986751357	0.00029928419687
n	0.00284354481552	0.00369725139565	0.00705593880293	0.165140937917	0.547134361267	0.267051965007	0.00540416250452	0.00167184098229
a	0.00306077107851	0.00315980551122	0.00648441938098	0.0868127819723	0.480479333756	0.404916128336	0.0113976021682	0.00368913902743
g	0.00120659596617	0.00156834368307	0.00301387200699	0.0425698333241	0.297848587919	0.492151009445	0.154915035389	0.00672671057581
h	0.000680892802057	0.00115549407769	0.002152942169	0.029578306108	0.164439727306	0.392605759815	0.394344111796	0.0150428018586
e	0.000495005470686	0.000550874885897	0.001391344823	0.015357450836	0.101873677102	0.399855519938	0.433202527265	0.0472736452862
t	0.00234173471356	0.0095081122053	0.00872654997433	0.0714529940787	0.182715365701	0.374790616646	0.291234925755	0.0592297250954
t	0.00300680167119	0.0127650426018	0.0113106815248	0.0917790593596	0.207590843567	0.327011288882	0.265657101918	0.0808791650318
ò	0.00124606009373	0.00461348477727	0.00432972630827	0.0350625207532	0.106151683522	0.327293512961	0.285274087306	0.236028918344
m	0.00827020933458	0.00907186263576	0.0127696020361	0.0314951298844	0.0789685418407	0.303827877654	0.316948649102	0.238648132015
e	0.0117528597782	0.0105297851229	0.016211335612	0.0310074386948	0.0753678786136	0.216797244218	0.342630816367	0.295702653238
s	0.0184368565927	0.00947494261863	0.021373085804	0.0280401982983	0.0909908242045	0.126523333073	0.356374205456	0.348786604413
s	0.0196754298976	0.00923033323288	0.022691658748	0.0267332630328	0.0929996394015	0.119979464358	0.431663768485	0.277026474804
è	0.00676583442787	0.00321118681596	0.00790106036267	0.00992409869093	0.0413463928005	0.116705184786	0.362865129495	0.451281111601
r	0.00528542557129	0.00268676188365	0.00502561175422	0.00616625697698	0.0260027026002	0.0943045025953	0.390866233165	0.469662503867
e	0.0053063609571	0.00250758676255	0.00430403937141	0.00518733845899	0.0240774035334	0.0577172978651	0.347825739055	0.553074257956
</S>	0.00344603312855	0.00126343573328	0.0025407213657	0.00315651842949	0.0191184307667	0.0372743579326	0.189569236528	0.743631313978
