 	sto	ancora	cucinando	</S>
s	0.998213865	0.0017853884	4.862692e-07	3.44775525e-07
t	0.995203175	0.00479572893333	5.18830053333e-07	6.23483025e-07
e	0.689216496333	0.310774796978	7.69250470444e-06	9.84300708333e-07
a	0.266363855778	0.733623255659	1.20184746681e-05	8.10935596111e-07
n	0.186588710926	0.81307453522	4.81615973227e-05	0.000288560918459
k	0.311263166975	0.687600295073	0.000652034739108	0.000484496099486
ò	0.292155778992	0.411904664358	0.293212229213	0.00272732888316
r	0.382018489664	0.169130687453	0.412054336404	0.0367965484611
a	0.390703244221	0.0814990574843	0.479926522135	0.0478712409204
m	0.277586262407	0.0353811434948	0.533647094045	0.15338551974
a	0.234414809602	0.0167626621316	0.560435218015	0.188387310913
r	0.0861459620007	0.00845598221053	0.836890039338	0.068508007971
è	0.0374083543336	0.00542419654684	0.926621936446	0.0305454903237
o	0.0228085004445	0.00354890759228	0.948281315482	0.0253612427746
n	0.144477768815	0.00861576466409	0.647174145161	0.199732305925
t	0.190299549605	0.0135863002214	0.30516283172	0.490951335308
a	0.0793236251017	0.0102459446405	0.214681620573	0.695748825103
</S>	0.0433264854009	0.00623119017025	0.170814990286	0.779627332551
