 	il	abito	della	sposa	corassi	si	chiama	la	sposa	ee	ee	vuole	bianco	</S>
o	0.5053564395	0.0129974488	0.4283749166	0.0001043791	0.05270804305	1.91103637e-06	0.00039756999	1.25960212e-06	3.861070135e-07	5.08221275e-05	6.76764515e-06	6.273621637e-09	2.831997334e-09	1.22898598e-10
à	0.1758883466	0.203761351933	0.566896288867	7.62151866667e-05	0.0529374311833	1.04679729667e-06	0.000384072853333	6.02709227667e-07	1.44146519833e-07	4.81860368333e-05	6.26631398333e-06	6.29769627567e-09	2.87206381133e-09	1.21069649333e-10
b	0.0601583130333	0.588986460644	0.332212004956	0.000295752368889	0.0181824477924	3.04394475889e-06	0.00013783896945	5.37162183556e-07	6.95853262777e-08	2.12001171778e-05	2.32200475111e-06	2.50404608856e-09	2.67193217044e-09	9.28721846644e-09
b	0.0519908680778	0.813374620215	0.124622832319	0.00364366572296	0.00616366779547	0.00012294516692	4.8558217822e-05	1.80105810612e-05	1.96764765543e-06	1.13996462926e-05	1.45430310704e-06	2.42328229619e-09	8.62892692348e-09	1.76893451555e-08
e	0.239625479359	0.687141396738	0.0660966981063	0.00462664439432	0.00229270971516	0.00016073195684	2.16945036073e-05	2.35460843404e-05	2.58305988531e-06	7.41412061293e-06	1.09152057312e-06	2.04894570273e-09	8.98856152449e-09	1.12734120532e-08
t	0.28322867412	0.528455152246	0.0924702713688	0.0936591542848	0.00125971165505	0.000809166010147	1.15532285358e-05	0.000100744358767	2.3831716286e-06	2.75012870304e-06	4.32644048483e-07	9.10305271577e-10	8.54107672483e-09	1.22504260191e-08
o	0.109201244273	0.368347120749	0.383370230456	0.134628864095	0.00322838048502	0.00103301945838	6.07202821786e-05	0.000126691822566	2.32326226953e-06	1.19822192835e-06	2.13179877128e-07	5.17968609859e-10	8.35391423844e-09	1.25707362407e-08
à	0.039400511691	0.21477409025	0.637220666819	0.102045890698	0.00449318619501	0.00180676724113	0.000145846500726	0.000102559717165	2.20117668318e-06	7.17972202012e-06	1.10974066668e-06	5.07487489286e-10	2.81951572465e-09	4.19912071719e-09
t	0.059018115597	0.251828563417	0.481143245606	0.198022960233	0.00308071879834	0.00594846298038	0.000125790576909	0.000807742085722	8.87177676106e-06	1.22646666734e-05	2.07770758889e-06	3.30855789643e-09	3.37227452557e-07	8.09038474642e-07
t	0.068317038199	0.214601646139	0.302854861869	0.383021260078	0.0164545546328	0.0113237599935	0.00096637233897	0.00239751636191	4.85461502537e-05	8.30396199113e-06	1.66438056296e-06	1.23735795299e-07	3.20657415085e-06	1.13183734488e-06
o	0.0270330832663	0.0949095700797	0.257127600623	0.396556720026	0.185688293544	0.0110850896645	0.0252056188463	0.0023236955273	6.09894774179e-05	4.02703895704e-06	8.67211157653e-07	1.61624916933e-07	3.84966601028e-06	4.33308784193e-07
k	0.0108159545888	0.0419439133932	0.177279043541	0.383539623342	0.239028224515	0.0949414985548	0.0344407394821	0.0172498729158	0.000701857696473	4.1728845179e-05	1.12714538226e-05	2.34006527478e-07	3.50685996343e-06	2.52939734396e-06
o	0.00463333645293	0.0244529673644	0.104664257847	0.402158401114	0.201949958172	0.133846013852	0.103794413027	0.0231867101053	0.00120883085216	7.81460717263e-05	1.99323892742e-05	3.22851402493e-07	3.43769726781e-06	3.29084592799e-06
r	0.00256670110764	0.0243238483548	0.073374255949	0.320862810371	0.203186269391	0.160273652284	0.169411734342	0.0323818361684	0.00820196530405	0.00375304759724	0.00164272679442	4.48612879416e-06	6.8458067026e-06	9.81099278933e-06
à	0.00190006040255	0.0254315697849	0.0418097213163	0.22168098679	0.104430538464	0.360751670761	0.142145126447	0.0786821600561	0.0157511751014	0.00513133553241	0.00225798392481	7.14093126472e-06	8.1844102342e-06	1.23386205964e-05
s	0.00409548683418	0.020265490595	0.0280633831054	0.193108645597	0.052457868488	0.426935610254	0.090239937349	0.164927353352	0.0167503163671	0.0020674044108	0.000895841894937	9.09983842157e-06	0.000147675895078	3.59054031988e-05
i	0.00473668335806	0.0166776682417	0.0225203207018	0.169369713532	0.081313976496	0.258218931418	0.24541287265	0.168978606784	0.0302640794557	0.00181018293693	0.000444240818312	1.05882523405e-05	0.000197296791693	4.48976707329e-05
k	0.00187654479935	0.00635047079057	0.0104937237006	0.0734022655107	0.087347895832	0.196901995139	0.301403664217	0.234735847928	0.0834743871519	0.00258518554564	0.000633230566104	0.000103884867314	0.000620831303898	7.01362132443e-05
o	0.00084359399645	0.00292460517686	0.00521561303353	0.0393815738369	0.0509127122773	0.19508340838	0.265178884739	0.287485112643	0.145713285717	0.00494742584855	0.0012992863887	0.000156456025771	0.000764552204966	9.35173787481e-05
r	0.000579765395483	0.00295848630562	0.00419516601118	0.0293474659456	0.0440782627591	0.20042428946	0.318797744913	0.216299164214	0.163163398572	0.0132949399495	0.0063346939629	0.000155467095257	0.000302156238655	6.90497105827e-05
à	0.000503865231828	0.00319580550187	0.00332832710373	0.0224594671485	0.0244459115864	0.210674406487	0.197070256304	0.270207511405	0.231556996191	0.0231809893165	0.012495754821	0.000479390805086	0.000219458149552	0.000181909996861
s	0.00156744411061	0.00468981090062	0.00452426580124	0.0253526145495	0.0123774353621	0.165760598829	0.0866175824347	0.408140130468	0.257193225397	0.0192759477722	0.009938645607	0.000919051535029	0.00324311465318	0.000400136798954
i	0.0019773013702	0.00492888594354	0.00509267570041	0.0259864656832	0.012549773954	0.112912303276	0.0790181698116	0.349242520156	0.278605135132	0.0954519512574	0.0266673500357	0.00189254557834	0.00468102411773	0.000993859832985
s	0.000820731946067	0.00180933550118	0.00230956002347	0.0103257277944	0.0102733644613	0.058991267092	0.0750089697705	0.300531230052	0.339442355044	0.136331994419	0.0384419520119	0.0145974390594	0.00988305827258	0.00123296017766
i	0.000294654518689	0.00069293549606	0.000916425289823	0.00430924815147	0.00379114446377	0.0397451256973	0.0286531077568	0.278158433351	0.292943128348	0.220719028806	0.090265566004	0.0263065153531	0.0123443028575	0.00086037483922
e	0.000111801944563	0.00027951860102	0.000422853905274	0.00165537452716	0.00156858023459	0.0181449505658	0.0134494880523	0.13729802445	0.218474359449	0.392440436269	0.182238122001	0.027744392451	0.00567008858583	0.000501994622073
e	5.18645301877e-05	0.000154389518007	0.000271775061758	0.000748383492387	0.00064452156153	0.0106964028553	0.0053722870841	0.0854454834833	0.151532217816	0.457401275423	0.246460150667	0.0379890464837	0.00301503966194	0.000217132359691
e	2.66031120626e-05	9.5165953669e-05	0.000172614809253	0.000360645490796	0.000277867573843	0.00581455271843	0.00225850798137	0.0465500864944	0.097782055272	0.471213528474	0.315419940222	0.0567237694946	0.00308336682065	0.000221280886564
e	1.72517543542e-05	7.57091678897e-05	0.000123718929751	0.000201396148932	0.000136166945948	0.00332672563948	0.00105591160379	0.0246943384981	0.0607460717573	0.440733206158	0.379772346741	0.0840173011649	0.00461084460688	0.000488986805521
e	1.23750251181e-05	6.23764992966e-05	9.09296712503e-05	0.000125442968311	7.40838839827e-05	0.00201823957983	0.00053825306793	0.013566185166	0.0378109159191	0.389075985386	0.42484465558	0.122769141722	0.00774848420229	0.00126287943517
t	3.3833757706e-05	0.000205363939766	0.000153119490417	0.000373139199437	0.000117632658661	0.00438048592661	0.000479740165977	0.019247475722	0.0484242953064	0.280431551795	0.342344038527	0.210394597241	0.0886191114008	0.00479555377839
è	3.8041484102e-05	0.000236309693489	0.000152267674839	0.000431163837779	0.000120674906954	0.00483154166887	0.000392041715326	0.0194097464407	0.0462360131688	0.153984650598	0.226047602842	0.284511715747	0.1639548738	0.0996533172595
l	2.9139732234e-05	0.000141413551396	9.55627729797e-05	0.000229037923893	8.2361689718e-05	0.00275116911629	0.000319329215109	0.0111270966802	0.0247742501229	0.083873531866	0.153904820281	0.254793275249	0.328075081267	0.139803888087
i	0.000638144865078	0.000636600757132	0.000704745414327	0.000623690091298	0.000884452596573	0.00229131663876	0.0017013034217	0.00850953412673	0.0194661697076	0.0530109689553	0.0932380180937	0.153306704416	0.333221715422	0.331766611696
à	0.000872730925026	0.00107002618571	0.000984790404776	0.000793931940433	0.00120955755219	0.00213562001292	0.00236577394057	0.00541249240891	0.0150627352359	0.0871058663184	0.205755274698	0.147528847472	0.123093788474	0.406608563899
s	0.000441141228342	0.000920339861903	0.000692306334925	0.000669796280144	0.000572326887397	0.00300038193764	0.00123093078019	0.0073571469363	0.0120804275453	0.0889865381061	0.220484245566	0.208270422491	0.263879077825	0.1914149213
p	0.000274209338114	0.000563535115634	0.000500589431642	0.000539315193381	0.000291028649132	0.00225733873921	0.000507517123397	0.00615758385877	0.00606501474843	0.034135276102	0.0790585584887	0.149653810497	0.320847695275	0.399148523767
r	0.000120935027538	0.000216155495211	0.000199039155214	0.00022081630446	0.000134072242711	0.000842378667403	0.000223124274466	0.00238065874292	0.00269457812948	0.0121445591173	0.0280097153629	0.0635275728323	0.148501967758	0.740784404589
o	0.000364684395346	0.000254082943404	0.000378289763071	0.000286117131487	0.000443412637237	0.000374128920134	0.000565774494822	0.00101848778097	0.00202045232316	0.0079689063891	0.0168156103543	0.0296628939441	0.0727351213193	0.867112038196
</S>	0.000662004522673	0.000393250046702	0.000649713811535	0.000451649365744	0.000810132718618	0.000297663215067	0.00100221954741	0.000740833825485	0.00243069041158	0.00952573869455	0.0187609531771	0.0204987819721	0.0378983087597	0.905878094098
