 	questo	muro	vuole	uno	specchio	</S>
c	0.720060395	0.279513406879	0.000335836235	6.5228105e-05	1.07945198e-05	1.43229794952e-05
ì	0.716649108333	0.281026253293	0.002230630835	6.7230345e-05	1.24834426e-05	1.43239605686e-05
t	0.887721202778	0.106174353431	0.00603381227833	5.89063103333e-05	6.6665104e-06	5.09756625973e-06
t	0.935121600926	0.0463870171137	0.0175033930928	0.000983218995444	2.727960025e-06	2.02061363284e-06
o	0.951152643642	0.0166399853412	0.0302830053643	0.00192255719848	1.08346005333e-06	6.93429168213e-07
t	0.670024114547	0.283686160114	0.0449331067881	0.00134828620283	7.02799670444e-06	1.27297773374e-06
ì	0.259835795182	0.689904630038	0.0496461812627	0.000587321130943	2.46513672348e-05	1.46217783358e-06
c	0.098206369394	0.782049400013	0.118433371088	0.00113724743698	0.000165375221745	8.30595760019e-06
h	0.0825062671313	0.509089305338	0.398711903696	0.00919223781233	0.000483876120582	1.64598118667e-05
o	0.0710467481771	0.184637713246	0.708294101232	0.0355210899374	0.000477903363527	2.25167422889e-05
t	0.029365415359	0.0620910384153	0.853793800411	0.0539369459791	0.000778804564509	3.4042239763e-05
è	0.0130214409997	0.0341484626718	0.907333900137	0.0434201523264	0.00204598978817	3.00519755877e-05
l	0.0202656903799	0.0255836731573	0.898222866712	0.0515907617755	0.00403249046272	0.000304502471863
i	0.02298715666	0.00961156537243	0.616316097237	0.337497330592	0.00938726748757	0.00420061063729
è	0.00806689554	0.0108544258441	0.256629575746	0.435149706864	0.283959916496	0.00533950064576
n	0.00787129896667	0.0133379646147	0.208652710249	0.262996998955	0.501681742165	0.00545928764859
a	0.00796777198889	0.00658252458823	0.176407695083	0.375866132985	0.350591287388	0.0825845972162
n	0.0031235173963	0.00239343662608	0.073703075361	0.406489517662	0.400172752463	0.114117712072
j	0.00231201159877	0.00108220406203	0.043492654787	0.271932052554	0.410706570821	0.270474523691
a	0.00193790743292	0.000527053110677	0.0223165103957	0.222913574185	0.218662840274	0.533642104564
l	0.00400723764431	0.00698160965356	0.0255557745986	0.168679943062	0.359812576758	0.434962858188
ì	0.00455036451844	0.00933044586119	0.0256643067329	0.0770224490207	0.385250938919	0.498181529396
</S>	0.00229002971472	0.00503850589559	0.0129655661664	0.0408928740104	0.214922539459	0.723890514698
