 	se	vieni	a	casa	ogni	sabato	</S>
a	0.501973323	0.4628537115	0.03347161465	0.0007112493	0.0009828471225	7.2761715e-06	2.31896568e-08
n	0.196280574433	0.456157751957	0.33757434965	0.00800394956667	0.00185361924083	0.000122668974167	7.05405598013e-06
è	0.0656150565763	0.153325085776	0.766740863217	0.0119421697556	0.00216585998028	0.000201545451389	9.41198779504e-06
r	0.0220487512241	0.0527195455253	0.886610387739	0.0352047251519	0.00328382499343	0.000127416751463	5.38777626668e-06
t	0.0090960759747	0.0260744244418	0.83718964258	0.115403000384	0.0120964007645	0.000136309298154	4.19103520889e-06
i	0.0051374250249	0.0251405498139	0.62302201086	0.193139330128	0.153417515921	0.000141600997385	1.5759032053e-06
è	0.0022252635883	0.017488074238	0.558407486953	0.219181733376	0.202392154307	0.000304670577128	6.396961941e-07
s	0.00122616904277	0.00658481311267	0.693190828984	0.216094177792	0.082518965769	0.000370168722376	1.4889230308e-05
s	0.00140395751426	0.00356673693756	0.518082942995	0.308898632597	0.162780343923	0.00298155047079	0.00228581555677
u	0.00106054194142	0.00274401867919	0.200268763398	0.272354812299	0.516513547974	0.0039888390236	0.00306947752892
k	0.000644194340473	0.0018647157264	0.0919308501993	0.1817251322	0.692645949325	0.0297117132079	0.00147743321964
u	0.000490867516824	0.00153143205547	0.0563066714998	0.1524560425	0.717996163108	0.0694646010693	0.00175420057321
à	0.000222790118941	0.000892623161823	0.0265583059333	0.0571867586	0.665184084369	0.248457157023	0.00149825317774
i	8.17053193137e-05	0.000383262687274	0.0161582490444	0.0233651228	0.365551979456	0.593813402341	0.00064624519258
s	4.65186917712e-05	0.000203025375758	0.0139308650815	0.0133838962	0.159754973152	0.80605546078	0.00662527034419
à	3.24425439637e-05	0.000132913021286	0.0128698989038	0.00994658181	0.0779276522173	0.885849663593	0.0132408521147
m	1.32637393612e-05	5.7291926462e-05	0.00621457517793	0.00399230154667	0.0323696642391	0.930739221198	0.0266136713716
b	0.00123892766345	0.000413403375487	0.0230209940593	0.0215610153822	0.054054362413	0.803721807066	0.0959895004572
a	0.00372293645448	0.00202773329183	0.0286444380198	0.0272428426941	0.072053247471	0.488691582355	0.377617220152
</S>	0.00497811407724	0.00327559704591	0.0171789865099	0.0143166791971	0.0580787987355	0.299366361177	0.602805460076
