 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
t	0.9971855	0.00195645035	0.00079307653	5.6941223e-05	7.8200069e-06	1.9672777335e-07	1.34833919135e-09	2.61352842e-10	2.843469915e-10
o	0.699021338333	0.23740230835	0.0633205560767	0.000252143739667	3.28767506667e-06	3.5978644335e-07	4.6283750935e-10	1.64138962e-10	9.81763701667e-11
f	0.267120436811	0.612691436117	0.119363872026	0.000739709479889	1.38053925222e-05	5.6239980445e-07	2.80885259878e-08	6.14990473038e-05	8.65408315576e-06
à	0.111912094637	0.805455968706	0.081340558342	0.0010939428933	0.000103473460174	4.26007584817e-07	3.85788716626e-08	8.19986369087e-05	1.15387864349e-05
i	0.060638838879	0.814929646235	0.112450863781	0.0115669701311	0.000372575373391	9.96731356827e-06	1.46573245209e-08	2.73329054845e-05	3.84631175913e-06
e	0.021021911193	0.547094672078	0.272047827927	0.157873095377	0.00192558267113	2.65487551894e-05	8.3948841403e-09	9.11114008106e-06	1.28214163973e-06
e	0.00729639899767	0.223134150693	0.318760349309	0.445387431792	0.00536238172371	5.58367287298e-05	4.04922747134e-08	3.03945189902e-06	4.28385212213e-07
t	0.00288897659922	0.095216590231	0.191923186436	0.687354560597	0.0221703370746	7.48086342433e-05	7.48581618657e-06	2.89842655967e-06	0.000361202100581
è	0.00140140137307	0.0474546612103	0.101227462145	0.810428616866	0.0389283070249	6.21395737478e-05	1.30375600622e-05	2.85043192606e-06	0.00048153158264
l	0.00202344339769	0.0231250605368	0.0697224463817	0.834531185622	0.070115791675	0.000198427720249	6.23847686874e-05	1.14358454819e-06	0.000220128629993
i	0.00246793763256	0.0130342914789	0.0392912437939	0.573420258541	0.331351520558	0.0400346229734	0.000265432479562	7.13068066063e-07	0.000134023435464
f	0.00237193504419	0.00763821545963	0.0230658559313	0.25847059618	0.648908386853	0.0586512253245	0.000809003359854	2.45472573869e-06	8.24055259547e-05
a	0.0021787657814	0.00554834541988	0.0147255513104	0.14095329106	0.716830228951	0.117184822775	0.00248329091995	1.94963228462e-05	7.62310673182e-05
m	0.00218080736047	0.00588101707329	0.0103751594368	0.0932800393533	0.71614228965	0.156504769258	0.0136855142067	0.000439957650949	0.00151040020577
è	0.00217098557016	0.00595409083443	0.00851313797893	0.0818533797844	0.760046209883	0.114334038086	0.0239020730689	0.000878611350316	0.00234747740192
n	0.00295792264005	0.00424838742148	0.00772196182631	0.0628703515948	0.722431756628	0.149502922695	0.0470259226896	0.000820671383439	0.00242012726731
o	0.00354587644668	0.00383626070716	0.00747820967544	0.0440300701983	0.498166022209	0.347408544232	0.0915013808965	0.00128305989448	0.0027505914891
s	0.00264080638223	0.00256701670239	0.00682723695848	0.0636825447328	0.29948578407	0.384447678077	0.226622810299	0.00316351246483	0.0105626410964
ù	0.00188901353008	0.0017626038398	0.00561478590283	0.0750250522443	0.217209448023	0.225496052692	0.451408713433	0.00694776582161	0.0146465792655
b	0.00108974451269	0.0011726446856	0.00308902681761	0.0382624494148	0.154429327674	0.168717660897	0.576712657811	0.0446229836072	0.0119035244885
i	0.000993552737563	0.00113823918187	0.00247261367254	0.0196966638049	0.103340202225	0.276701876966	0.48096103927	0.0838177912024	0.0308780529962
t	0.00153826331252	0.00182089508062	0.00432377569085	0.0243952382683	0.0756379487417	0.304960492322	0.48197355309	0.0676654784008	0.0376843569987
o	0.00159000758751	0.00193270337687	0.00470716505362	0.0257429644894	0.0564417605806	0.180254517441	0.50863981103	0.148199567467	0.0724914949996
è	0.000663573652503	0.00089438552229	0.00222279547454	0.0117579728965	0.0274349450269	0.112531850147	0.52940498701	0.229655022489	0.0854344883332
p	0.000509222144168	0.000731866170763	0.00155973259151	0.00768014413217	0.016484026309	0.0485737167157	0.490565499003	0.375324864163	0.0585709161111
r	0.000373370464889	0.000490432182588	0.000858590520503	0.00363124411406	0.007772659253	0.0199689295052	0.244003179668	0.672980711388	0.0499208593704
è	0.000137956329796	0.000183930500863	0.000303358564501	0.00123552025802	0.00277029996767	0.0073901129284	0.0962644537227	0.818776580463	0.0729378004568
s	0.0089369760546	0.00575050199795	0.00908150538917	0.0171699044027	0.0112844771892	0.00795953313613	0.0734524450742	0.564395460154	0.301969210152
t	0.0118753466515	0.00759831753532	0.0120119368164	0.0224974910242	0.0140909176897	0.00821948927871	0.0647479236914	0.198751059818	0.660207550051
o	0.00423115981717	0.00272824704777	0.0043057591588	0.00768219132473	0.00513544775657	0.00752758032624	0.0242316759971	0.0696137600393	0.874544216684
</S>	0.00249864085858	0.00164093702388	0.0025768703794	0.00406428630237	0.00314343372828	0.0106937246631	0.0144778571486	0.0387218655197	0.922182408342
