 	si	è	rotta	la	coppa	</S>
e	0.959019825	0.030711914	0.000119237805	0.0101439188	5.007927e-06	1.001184215e-07
g	0.647714331667	0.0147381666667	0.311722547745	0.0215481019333	0.000321355001	0.00395553410328
l	0.254643108889	0.131065688889	0.433748005915	0.174813367978	0.000442472004333	0.00528740378176
à	0.170292131296	0.34279880963	0.247679511972	0.237283669326	0.000166725645444	0.00177917261242
s	0.117600890432	0.318722871877	0.451190533991	0.111659056109	5.92677009813e-05	0.000767394041973
t	0.077210500144	0.368036042626	0.480747754664	0.0732741700363	0.000188084892827	0.000543420433991
i	0.128177913381	0.385797424209	0.214417278221	0.270199121679	0.00101594964428	0.00039227583133
e	0.12113044706	0.16241377757	0.376374119407	0.33872480256	0.00113148336043	0.00022538586191
c	0.0410892197017	0.05807020786	0.755684539802	0.14462693902	0.000385206491743	0.00014391496877
ò	0.0145359417489	0.02424312179	0.888488903267	0.0707179425067	0.00115436202318	0.000859704452923
p	0.00720822568297	0.01572113193	0.921435391089	0.0519249148356	0.00148199326106	0.00222831101764
p	0.0142130658943	0.0298535119767	0.689391673696	0.0595941122785	0.170167074507	0.0367805590059
a	0.0154152901981	0.0319423330689	0.290523630769	0.0747808330928	0.482730078169	0.104607831002
</S>	0.00832994844905	0.0162734251494	0.14533840969	0.0655171200464	0.625974339084	0.138566760501
