 	Anna	ora	sta	vicino	a	me	dormendo	</S>
i	0.853817515	0.1457195451	0.000460016655	2.402655825e-06	4.6304946e-07	8.0627232e-08	3.9577828e-10	1.89591765e-10
A	0.727969548333	0.2718431717	0.000186112748333	9.35004765333e-07	1.764890942e-07	4.38160176667e-08	3.88960202e-10	3.06093248333e-10
n	0.758000849444	0.241690420567	0.000308116176111	4.48630808778e-07	1.46883532267e-07	4.67469882222e-08	1.72842872667e-10	2.92630403278e-09
n	0.810286983148	0.185813800189	0.00389678769204	1.82444454959e-06	5.26408077422e-07	1.34821076074e-07	7.96209279557e-11	3.60572298503e-09
a	0.529275024383	0.46395379673	0.00676777246401	2.6434895832e-06	6.37582802474e-07	1.50491933358e-07	2.77313279519e-11	1.20374005929e-09
à	0.188657918128	0.805205585577	0.00613415082134	1.96054216107e-06	3.27388727491e-07	8.1863214786e-08	1.21969645506e-11	4.05132102112e-10
r	0.152808652709	0.712628015192	0.133099549374	0.00145080856995	1.18860602592e-05	9.29106033929e-07	6.36671365184e-10	1.9823204536e-07
t	0.154452595236	0.526459971731	0.312025823125	0.00664415518998	0.000376886901086	4.03037405113e-05	2.05746287884e-08	2.77143652787e-07
e	0.0694409870787	0.465928147244	0.456416877708	0.00761363929666	0.000543264810362	5.69681305038e-05	3.08335842628e-08	1.08275273262e-07
n	0.0272637271596	0.342575765748	0.623798879236	0.00556684189889	0.000629791113454	0.000164564410501	5.21412294209e-08	4.02674575754e-07
a	0.0117393385199	0.257740261916	0.723739126412	0.0054468525663	0.00101905440448	0.000314841756834	9.30280031403e-08	4.98721419251e-07
s	0.00737277950663	0.166920135639	0.720262442137	0.100344916889	0.00417396000149	0.000891365632278	1.05723464438e-06	3.33804197671e-05
t	0.00632571543554	0.0810262145463	0.743034170712	0.159541268963	0.00803948233383	0.00197816177743	8.95927861479e-06	4.60000268224e-05
è	0.00328698923185	0.0508938938488	0.797795046904	0.132591256321	0.0117622051113	0.00361776469248	3.32137418716e-05	1.95933251741e-05
i	0.00213314756395	0.0402936569496	0.626652072301	0.144637668774	0.114041460704	0.0720413784308	0.000190974503957	9.6046601247e-06
i	0.00218300952132	0.0425672793165	0.352835540767	0.154130222925	0.285485533568	0.162471746144	0.000322629211319	4.00379024157e-06
t	0.00214717917377	0.0280065896055	0.195237746922	0.336085944308	0.286088914523	0.151299385381	0.00042901067044	0.000705185922547
t	0.00183692522459	0.0124868557018	0.135020108974	0.572961394769	0.180029308174	0.0938782904603	0.00238373139015	0.00140334977418
u	0.0011004679182	0.0060900257006	0.0916046519913	0.426749491923	0.243858006058	0.22376963882	0.00566565313005	0.00116205259139
m	0.00195502381607	0.0038031518002	0.0457073463304	0.363049557641	0.292270248686	0.283216279607	0.00917702304335	0.000821378430463
b	0.00268787623869	0.00330352956673	0.0318273687768	0.436590392547	0.214602519562	0.162100501536	0.146109880348	0.00277794981015
r	0.00175970547956	0.00224446318891	0.0211420975923	0.326483237516	0.177393969854	0.123065950845	0.340276133449	0.00763444543672
ò	0.00165686879319	0.0022652811963	0.0190973495308	0.280258632505	0.207567023285	0.142049078948	0.32280096115	0.0243047771456
s	0.00816838329773	0.00387393239877	0.0303601788436	0.379454964168	0.236996524428	0.147483694649	0.166676533383	0.0269857419819
e	0.0102181039326	0.00438799519959	0.0295630447479	0.324233644389	0.216744161476	0.30819764655	0.072313457461	0.034341898594
m	0.00426485506087	0.0025337389232	0.011957361216	0.131644007796	0.167644913825	0.381320645517	0.263628569154	0.037005905998
è	0.00168425003029	0.0010555030644	0.00555082543867	0.085070814932	0.141686551275	0.247167378506	0.489580156385	0.0282045301327
n	0.00252315493676	0.00170625258813	0.00673675001289	0.083694178644	0.169386847092	0.225727162835	0.472942618795	0.0372830240442
a	0.00310232441225	0.00227524659604	0.0070026030043	0.065331997858	0.146410579031	0.290678040945	0.322248860932	0.162950372015
s	0.00171696573742	0.00147218106535	0.00359296200143	0.034877674596	0.116421099677	0.340135470315	0.272857741644	0.228925950672
t	0.000961761135807	0.00083936079845	0.00219714134714	0.0308919288653	0.108803673226	0.267120130105	0.364004667215	0.225181350224
e	0.000442165948602	0.00044835719615	0.00120271449571	0.0166875975218	0.074938161742	0.247236143368	0.309158365738	0.349886496741
p	0.000254802542867	0.000283485428717	0.000674329965237	0.00705439040727	0.0414703105807	0.209290546789	0.446870461913	0.29410167058
l	0.000151201154289	0.000150529307906	0.000402040605079	0.00442842203576	0.0192257908602	0.0927445555963	0.757267770638	0.125629685193
ò	8.94008244297e-05	8.53580076353e-05	0.000228304896693	0.00252769577859	0.0095206639534	0.0408378961988	0.765907323546	0.180803361731
n	0.00044602928781	0.000349758652545	0.000892796477231	0.0065389791262	0.0145285933178	0.0400570733996	0.722949064515	0.214237697244
n	0.000593829842603	0.000466939569515	0.00116869518574	0.00790783630873	0.0160884584393	0.0382656521332	0.686230644838	0.249277945748
i	0.00106995236087	0.000955793475172	0.00100998622191	0.00309461433624	0.00878641494643	0.0236614743777	0.409538224946	0.551883545249
</S>	0.00179014268044	0.00162242278759	0.00131217231095	0.00159988311812	0.00710870917322	0.0210886881888	0.209703227473	0.755774747625
