 	era	molto	stanco	</S>
ì	0.91017887	0.0878932665	0.001904693205	2.319418915e-05
o	0.954612823333	0.0446760015	0.000703179400333	8.03493114667e-06
n	0.760354561111	0.2369632155	0.00211695592878	0.000565293868046
e	0.45806534037	0.5380251185	0.00315853007626	0.000751039864085
p	0.243118556123	0.6382683195	0.110960993459	0.00765218912943
o	0.106674596708	0.7088315365	0.173056261153	0.0114376402098
d	0.0647133135693	0.613974228833	0.285132450384	0.0361800382366
d	0.0393137821898	0.359624059611	0.535055970128	0.0660062127455
h	0.0355452523966	0.263284753204	0.654492356709	0.0466776717485
ì	0.0252283611322	0.290467181068	0.64958088557	0.0347235940828
s	0.0201347100441	0.404340657023	0.539240811857	0.0362838106943
t	0.0183440930814	0.338287379008	0.474635287286	0.168733236898
r	0.0079124227938	0.131540904336	0.378727409095	0.481819255633
à	0.00301986719127	0.050557663112	0.330438936365	0.615983518544
k	0.00898925195709	0.0683682280373	0.533851298788	0.388791222848
k	0.0113330650524	0.0759055903458	0.629260079596	0.283501277616
o	0.00453811518413	0.0305808979686	0.389403427865	0.575477579205
</S>	0.00267644324207	0.0156141992643	0.197092395932	0.784616989602
