 	perché	aveva	lavorato	molto	</S>
j	0.86133375	0.136861108475	0.00168297075	3.3589465e-05	8.86613063455e-05
a	0.850430516667	0.147002264492	0.00244775485	3.08867568e-05	8.86551783793e-05
t	0.713089038889	0.280993956497	0.00508416475	0.0003809680554	0.000451940952391
ì	0.355190848963	0.637959285499	0.00577827368333	0.0004985735208	0.000573036763967
ì	0.128490883654	0.868135795166	0.00301132642778	0.000170966596067	0.000191013994883
c	0.0445975287847	0.945295678389	0.00967865990926	0.000361875675489	6.62407285177e-05
h	0.0444472841616	0.760111449463	0.190833395636	0.00457264618183	3.52083626726e-05
e	0.0441904900539	0.379999592154	0.569897045212	0.00588671286061	2.61679178909e-05
p	0.0180980257846	0.142569953051	0.744218871737	0.0932070300869	0.0019061111863
o	0.00854520446153	0.0660675203503	0.796524547246	0.126059333529	0.00280339482877
l	0.00466075632051	0.0463302111168	0.655527719082	0.284648124676	0.00883323354292
e	0.00357303644017	0.0383198150389	0.562002676361	0.379105214892	0.0169993035143
m	0.00209438001339	0.0190798115463	0.480025477787	0.485150878297	0.0136494651714
ì	0.00107277287113	0.0115814687154	0.290815584929	0.644045502766	0.0524846670571
s	0.00795492555704	0.0107129112385	0.315310594976	0.593401377589	0.0726202046857
o	0.011096505619	0.0064184211795	0.273343368325	0.567431805863	0.141709910562
n	0.00484404729633	0.00297845145983	0.158901321108	0.671134571954	0.162141607521
t	0.00190321716544	0.00191802845328	0.069367603036	0.814809393985	0.11200174984
a	0.00112452336515	0.00192649698443	0.045120421012	0.739041477995	0.212787089947
p	0.000904394378383	0.00152156982814	0.0320105116707	0.752816239332	0.212747330982
o	0.000645027726128	0.00102453537605	0.0191780677236	0.659797643111	0.319354754661
d	0.000382543992043	0.00213157245868	0.0147609060745	0.638630131037	0.34409485822
d	0.000638374404014	0.00253725051956	0.0151756203582	0.705901843679	0.275746939407
h	0.000991758134671	0.00157556153985	0.0149708951194	0.699710347893	0.282751464469
ì	0.00075440744289	0.00123414376995	0.0112746796398	0.544808205964	0.44192855949
</S>	0.000421989168445	0.000887020419975	0.0062567387199	0.305702537982	0.686731679745
