 	il	ladro	è	entrato	da	qui	</S>
o	0.5085688725	0.4812789654	0.00392891029	0.006221892756	1.32272465e-06	6.54571725e-08	2.4758731e-08
l	0.176192519553	0.7675340418	0.00419475213	0.049671262252	5.012796155e-05	0.00176388798748	0.000593404691017
à	0.0923764122377	0.839981443933	0.00310886134333	0.0613234652173	6.65779875167e-05	0.00235183804224	0.000791326035839
d	0.0707219507459	0.762369091311	0.00292219338111	0.162186989539	2.68144168389e-05	0.00078478444503	0.000988109017446
r	0.205557161582	0.558777640437	0.0392591693937	0.194968604646	0.000120041232946	0.000262917866043	0.00105441414502
o	0.313480450527	0.320813151146	0.294194043131	0.0656560183153	0.00541460636098	8.92730331143e-05	0.00035238618757
i	0.174889714042	0.323445578049	0.44386503771	0.0503511414051	0.00730002255366	3.09353856748e-05	0.000117538901775
m	0.0594382624393	0.310725221683	0.25104239817	0.375941223802	0.00279010660455	1.07148225949e-05	5.21216051466e-05
b	0.0213799648051	0.116039237561	0.09576495499	0.755427074601	0.0100779325215	0.000683041004865	0.000627814300382
ì	0.022535345035	0.109426067187	0.25045896833	0.573352784867	0.0409170825072	0.00135901700162	0.00195071333346
k	0.0214466124283	0.0986194312957	0.29090746711	0.543726321622	0.0423887918191	0.00091509074654	0.00199628477782
e	0.0101348492261	0.0357211619986	0.12147692337	0.512061911907	0.29489899659	0.0239923701282	0.00171380575927
a	0.0109008700754	0.0154620203329	0.0949302244567	0.178344770336	0.66228696553	0.0366130883761	0.00146205747976
p	0.0082547315028	0.0084160766443	0.0619722699756	0.398815585112	0.504635822777	0.0172607961054	0.000644716336587
ò	0.00372608491193	0.00801183308143	0.0365381651485	0.601611238371	0.323574988526	0.0217631203485	0.0047745608622
t	0.00229321464731	0.00837123989381	0.0284656321162	0.666685099457	0.264300213842	0.0232768535295	0.0066077319874
t	0.0010528885691	0.00394880669794	0.0112523055721	0.555985632486	0.116948995614	0.122941211256	0.187870146696
u	0.000704770973033	0.00164276163931	0.0052721560907	0.189386065277	0.076925158538	0.297233663752	0.428835415565
</S>	0.000569848246516	0.000842561129655	0.00297619269535	0.094715130311	0.054387639269	0.360420146876	0.486088507783
