 	non	ha	che	li	aspettiamo	</S>
e	0.829550445	0.1344507215	0.0298468336	0.0051849238585	0.00096700278	1.39087295e-07
n	0.5804091059	0.186493528167	0.1858912252	0.0195246892862	0.02654641116	0.00113509051364
è	0.224226129533	0.384965836056	0.332323001733	0.0215876588621	0.0353807246533	0.00151664791421
n	0.121421106511	0.488533112019	0.351153360578	0.00952624438737	0.0288176064844	0.00054854411607
a	0.0985812621703	0.383399034006	0.470571220193	0.0190497591291	0.0281760688281	0.000222617093953
t	0.0784018920568	0.213157332669	0.592981206731	0.0353779717097	0.0799867456094	9.48352229143e-05
u	0.0324455821523	0.107327017223	0.51973508891	0.239543007237	0.100887323203	6.20088413048e-05
s	0.0117623626508	0.0376375538743	0.291079410637	0.305394159079	0.353523302401	0.000603266209435
m	0.0048311136836	0.0150251174248	0.111996067546	0.122278469693	0.737726234134	0.00814303686981
ì	0.00272163801787	0.00813046780827	0.0571407578487	0.0541158355643	0.860658844711	0.0172324726233
n	0.00459995646262	0.0129563922694	0.0460435049496	0.0300022418548	0.882305348237	0.0240925525411
o	0.0372171001542	0.0442822647565	0.0693001549832	0.116835984952	0.711819949412	0.0205445339137
m	0.0463841587181	0.0511503635855	0.0665711076611	0.156996391651	0.656924463137	0.0219735053712
e	0.0173029723727	0.0227112843652	0.028486200187	0.0769337395503	0.770933334379	0.0836324527904
</S>	0.00881341238635	0.0114580639376	0.0146242125435	0.0487460782751	0.78079666719	0.135561541395
