 	ho	messo	uno	specchio	sul	muro	</S>
è	0.48701666315	0.5061271325	0.004295914175	0.002411117147	0.00014861631	5.0475495e-07	1.57351283e-08
v	0.16644220115	0.8162444775	0.006622650725	0.0103682365823	0.000138607171333	0.00017909941995	4.68339019843e-06
a	0.0701475277167	0.891907625833	0.0257377692417	0.0118641796941	9.82981284443e-05	0.000238329227221	6.23074468851e-06
l	0.149466865239	0.736237808611	0.0646247580806	0.048153643398	0.000486360032815	0.000178539906311	0.000851993510852
a	0.17987774408	0.51681630287	0.237003207694	0.0636770437993	0.00133297181094	0.000158668885007	0.00113401479454
è	0.0756905358267	0.31203810129	0.271876048565	0.337421677266	0.00246803777031	0.000127230584572	0.00037831865954
n	0.0658781040756	0.137331340763	0.205426818855	0.549680325755	0.0218647279234	0.0194486643115	0.00036998424028
a	0.0633575315252	0.0789774462543	0.248445406285	0.412382488585	0.170617670974	0.0258506821172	0.00036876027276
n	0.0239370885084	0.0364536454181	0.175803487095	0.430071209528	0.238605935325	0.0948199213857	0.000308697850253
j	0.0225507163361	0.0309621851394	0.121064607365	0.434000526509	0.272556736775	0.117799811739	0.00106544993342
a	0.0211253674787	0.0293735110465	0.114873255788	0.34497574217	0.446778405592	0.040034971523	0.00283877291114
l	0.0119091541929	0.0179581561822	0.0715427909293	0.376291414057	0.356143977531	0.157557373508	0.00859710963705
ì	0.00841974844097	0.0107527055607	0.0315797955098	0.315440458019	0.161116953177	0.458542671169	0.014147639879
s	0.050709867857	0.0199369528536	0.0586595513699	0.169185906006	0.171369732726	0.51288699039	0.017250947293
t	0.065422581519	0.0237229041512	0.0697315464566	0.114139906335	0.237496824242	0.268857256697	0.220628949098
o	0.0264021877397	0.0142519045837	0.0403181198189	0.0625319137783	0.373647341414	0.0911656084657	0.391682899699
t	0.0125119769132	0.0100039836012	0.026759319153	0.0256665897594	0.324537815471	0.352308799155	0.248211463566
ì	0.00421757350766	0.003369513562	0.00899610391367	0.0093513457098	0.113055810857	0.769104316385	0.0919053016553
c	0.00148546412581	0.00120223120227	0.00311284116722	0.00452730669327	0.0400790786523	0.897802088795	0.0517909693518
h	0.0966596391286	0.0218314384608	0.0428263769357	0.0124037967311	0.0769935838841	0.616894016265	0.132391131784
o	0.131515736376	0.0321071441536	0.0607428886452	0.0143914157437	0.0955339812947	0.213103947622	0.452604870595
</S>	0.070574203188	0.0212708365768	0.0375596638226	0.00827528662185	0.0600859656473	0.107144007111	0.695090015297
